Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	RefSeq peptide ID
ENSDARG00000019529	ENSDART00000017269	ENSDARP00000008364	parp1		Q5RHR0	NP_001038407
ENSDARG00000013379	ENSDART00000153474	ENSDARP00000128857	ppp6r3		X1WF53	
ENSDARG00000010934	ENSDART00000140164	ENSDARP00000113554	syt14a		F1RAD1	
ENSDARG00000026762	ENSDART00000033132	ENSDARP00000036397	fam126a	Q6P121		NP_991193
ENSDARG00000090850	ENSDART00000182265	ENSDARP00000155087	serpina1l		Q5SPJ1	
ENSDARG00000035887	ENSDART00000052101	ENSDARP00000052100	HMBOX1		F1RAA7	
ENSDARG00000019117	ENSDART00000154700	ENSDARP00000127883	parvb		X1WCE0	
ENSDARG00000062590	ENSDART00000183929	ENSDARP00000145363	pleca		A0A2R8PZA9	
ENSDARG00000070834	ENSDART00000104334	ENSDARP00000095109	taf13		F1QBH2	NP_001004665
ENSDARG00000026762	ENSDART00000169483	ENSDARP00000137015	fam126a		A0A0J9YJD9	
ENSDARG00000055128	ENSDART00000153115	ENSDARP00000127391	armc4		U3JAX1	
ENSDARG00000062695	ENSDART00000134650	ENSDARP00000117569	ccdc126		Q0P3Y5	
ENSDARG00000010934	ENSDART00000187720	ENSDARP00000152260	syt14a		A0A2R8QGV1	
ENSDARG00000019529	ENSDART00000187930	ENSDARP00000156256	parp1		Q499A8	
ENSDARG00000017246	ENSDART00000145999	ENSDARP00000120367	prx		Q1L8A2	
ENSDARG00000019117	ENSDART00000153980	ENSDARP00000129149	parvb		X1WFZ4	
ENSDARG00000030157	ENSDART00000103457	ENSDARP00000094233	mybpc2a		F1QNZ9	
ENSDARG00000104172	ENSDART00000167213	ENSDARP00000131536	diabloa		A0A0R4IAS6	
ENSDARG00000013379	ENSDART00000155375	ENSDARP00000128171	ppp6r3		X1WD74	
ENSDARG00000026762	ENSDART00000171487	ENSDARP00000136900	fam126a		A0A0R4IQ96	
ENSDARG00000012269	ENSDART00000189720	ENSDARP00000150101	clcn1b		A0A2R8Q7B5	
ENSDARG00000030157	ENSDART00000159497	ENSDARP00000132260	mybpc2a		A0A0R4IGP9	
ENSDARG00000062590	ENSDART00000179856	ENSDARP00000145708	pleca		A0A2R8RIJ1	
ENSDARG00000017246	ENSDART00000134244	ENSDARP00000121337	prx		Q1L8A1	
ENSDARG00000010934	ENSDART00000180411	ENSDARP00000151273	syt14a		A0A2R8QGU5	
ENSDARG00000017246	ENSDART00000181855	ENSDARP00000154877	prx		A0A2R8QI77	
ENSDARG00000088165	ENSDART00000144564	ENSDARP00000123464	BX470188.1		Q5RHQ9	
ENSDARG00000010934	ENSDART00000010831	ENSDARP00000014419	syt14a		E7FC15	
ENSDARG00000113431	ENSDART00000161023	ENSDARP00000136463	si:ch211-276i6.1		E9QB31	
ENSDARG00000019782	ENSDART00000137083	ENSDARP00000119058	impg2a		F1R6Y4	
ENSDARG00000039730	ENSDART00000058067	ENSDARP00000058066	zgc:112160		Q561U4	NP_001017724
ENSDARG00000101715	ENSDART00000170035	ENSDARP00000137037	arsg		A0A0R4ILQ9	NP_001082874
ENSDARG00000101715	ENSDART00000170035	ENSDARP00000137037	arsg		A0A0R4ILQ9	NP_001352290
ENSDARG00000021979	ENSDART00000147613	ENSDARP00000115753	mical3a		F1Q6Q7	
ENSDARG00000055128	ENSDART00000170018	ENSDARP00000131510	armc4		E7FB07	
ENSDARG00000091131	ENSDART00000128549	ENSDARP00000105808	cry3b		F1QY08	
ENSDARG00000100414	ENSDART00000171824	ENSDARP00000140315	si:ch211-227e10.2		A0A0R4IWD4	
ENSDARG00000017246	ENSDART00000185021	ENSDARP00000146652	prx		A0A2R8QI77	
ENSDARG00000113431	ENSDART00000185690	ENSDARP00000147999	si:ch211-276i6.1		A0A2R8RLH8	
ENSDARG00000060977	ENSDART00000090844	ENSDARP00000085277	zgc:153018		Q08CJ8	NP_001070107
ENSDARG00000113431	ENSDART00000182403	ENSDARP00000155864	si:ch211-276i6.1		A0A2R8QKJ6	
ENSDARG00000113431	ENSDART00000191234	ENSDARP00000147371	si:ch211-276i6.1		A0A2R8QKJ6	
ENSDARG00000075008	ENSDART00000156310	ENSDARP00000129270	pask		B0S5Z9	
ENSDARG00000021402	ENSDART00000142512	ENSDARP00000121220	mcm3ap		B0S5L8	
ENSDARG00000062590	ENSDART00000185196	ENSDARP00000156261	pleca		A0A2R8QLG6	
ENSDARG00000013379	ENSDART00000156797	ENSDARP00000128721	ppp6r3		X1WES0	
ENSDARG00000017742	ENSDART00000138993	ENSDARP00000113991	grm6a		B0UYJ3	NP_001116764
ENSDARG00000021979	ENSDART00000133555	ENSDARP00000118415	mical3a		Q1MTA3	
ENSDARG00000054540	ENSDART00000076742	ENSDARP00000071213	imp4		Q6DI25	NP_001002719
ENSDARG00000021402	ENSDART00000008053	ENSDARP00000019686	mcm3ap		F1Q712	
ENSDARG00000103853	ENSDART00000168954	ENSDARP00000137454	znf1183		A0A0R4IPA9	
ENSDARG00000075008	ENSDART00000156686	ENSDARP00000128753	pask		X1WEV2	
ENSDARG00000104968	ENSDART00000131869	ENSDARP00000116933	si:ch211-227e10.1		F1RAS6	
ENSDARG00000089513	ENSDART00000155236	ENSDARP00000129657	si:ch211-198e20.10		X1WHE5	
ENSDARG00000017742	ENSDART00000169276	ENSDARP00000139128	grm6a		A0A0R4IRN2	
ENSDARG00000025254	ENSDART00000037694	ENSDARP00000033294	s100a10b		Q7ZVA4	
ENSDARG00000062590	ENSDART00000182888	ENSDARP00000150293	pleca		A0A2R8QEG3	
ENSDARG00000104968	ENSDART00000192864	ENSDARP00000151641	si:ch211-227e10.1		A0A2R8QHN8	
ENSDARG00000075008	ENSDART00000153733	ENSDARP00000128883	pask		X1WF79	
ENSDARG00000103853	ENSDART00000160015	ENSDARP00000131375	znf1183		A0A0R4IEK6	
ENSDARG00000104172	ENSDART00000163066	ENSDARP00000140973	diabloa		A0A0R4IUC3	NP_956640
ENSDARG00000079241	ENSDART00000109221	ENSDARP00000101029	wdr90		F1RA29	
ENSDARG00000104968	ENSDART00000190527	ENSDARP00000156929	si:ch211-227e10.1		A0A2R8RZU6	
ENSDARG00000075008	ENSDART00000193834	ENSDARP00000149461	pask		A0A2R8RNQ8	
ENSDARG00000017781	ENSDART00000016891	ENSDARP00000017597	hsd17b10		Q5XJS8	NP_001006098
ENSDARG00000079241	ENSDART00000165125	ENSDARP00000131758	wdr90		A0A0R4IB11	
ENSDARG00000013379	ENSDART00000154483	ENSDARP00000128935	ppp6r3		X1WFD1	
ENSDARG00000100468	ENSDART00000166466	ENSDARP00000139957	znf1182		A0A0R4ISZ7	
ENSDARG00000104961	ENSDART00000170470	ENSDARP00000135773	ghrhra		A0A0R4IKR9	NP_001124524
ENSDARG00000022525	ENSDART00000039448	ENSDARP00000038781	mchr1b		F1QW64	
ENSDARG00000027547	ENSDART00000139948	ENSDARP00000119130	TPGS1		B0S661	NP_001002545
ENSDARG00000062590	ENSDART00000175106	ENSDARP00000144502	pleca		A0A286YBE9	
ENSDARG00000101459	ENSDART00000165372	ENSDARP00000131837	si:dkey-279j5.1		A0A0R4IBH9	
ENSDARG00000069829	ENSDART00000101943	ENSDARP00000092718	rragca		F1Q665	NP_001018471
ENSDARG00000022525	ENSDART00000190117	ENSDARP00000150526	mchr1b		A0A2R8QAV6	
ENSDARG00000104103	ENSDART00000166831	ENSDARP00000141281	rps6kc1		A0A0R4IV01	NP_001352480
ENSDARG00000101459	ENSDART00000192178	ENSDARP00000151500	si:dkey-279j5.1		A0A2R8QHD0	
ENSDARG00000091131	ENSDART00000125347	ENSDARP00000108036	cry3b		F1QU08	NP_571867
ENSDARG00000101459	ENSDART00000183689	ENSDARP00000154043	si:dkey-279j5.1		A0A2R8QIT3	
ENSDARG00000019747	ENSDART00000133825	ENSDARP00000114055	hsd3b2		Q5RIL8	
ENSDARG00000101459	ENSDART00000192116	ENSDARP00000147323	si:dkey-279j5.1		A0A2R8Q0X0	
ENSDARG00000104629	ENSDART00000171190	ENSDARP00000138224	SLC16A6		A0A0G2L0H0	
ENSDARG00000062590	ENSDART00000185370	ENSDARP00000156014	pleca		A0A2R8QKW7	
ENSDARG00000013379	ENSDART00000153639	ENSDARP00000128708	ppp6r3		X1WEQ7	
ENSDARG00000078389	ENSDART00000108855	ENSDARP00000101770	ifi46		B8A492	NP_001278862
ENSDARG00000101459	ENSDART00000167934	ENSDARP00000132475	si:dkey-279j5.1		A0A0R4IE62	
ENSDARG00000101459	ENSDART00000181204	ENSDARP00000145059	si:dkey-279j5.1		A0A2R8PW28	
ENSDARG00000025254	ENSDART00000148961	ENSDARP00000124401	s100a10b		Q7ZVA4	NP_998168
ENSDARG00000026855	ENSDART00000136069	ENSDARP00000117560	cacna2d4a		F1QZP3	
ENSDARG00000013379	ENSDART00000177834	ENSDARP00000144228	ppp6r3		A0A286YB73	
ENSDARG00000101459	ENSDART00000192362	ENSDARP00000148537	si:dkey-279j5.1		A0A2R8Q621	
ENSDARG00000115299	ENSDART00000160825	ENSDARP00000133576	si:ch211-227e10.3		A0A0R4IG92	
ENSDARG00000075403	ENSDART00000111619	ENSDARP00000103177	gpha2		C6SUQ4	NP_001160156
ENSDARG00000045822	ENSDART00000158843	ENSDARP00000139830	tnnt2e		A8WGB3	NP_001188470
ENSDARG00000091131	ENSDART00000171045	ENSDARP00000140813	cry3b		A0A0J9YJK7	
ENSDARG00000098652	ENSDART00000173423	ENSDARP00000142158	pcdh11		A0A140LFY2	
ENSDARG00000098652	ENSDART00000159727	ENSDARP00000137646	pcdh11		A0A0R4ITD9	
ENSDARG00000019747	ENSDART00000008115	ENSDARP00000025516	hsd3b2		Q5RIL7	NP_997962
ENSDARG00000115299	ENSDART00000185361	ENSDARP00000157082	si:ch211-227e10.3		A0A2R8QNE8	
ENSDARG00000091131	ENSDART00000185230	ENSDARP00000156438	cry3b		A0A2R8QLW6	
ENSDARG00000100361	ENSDART00000163288	ENSDARP00000131954	znf1174		Q1LW50	NP_001076567
ENSDARG00000062590	ENSDART00000188208	ENSDARP00000145064	pleca		A0A2R8PVX9	
ENSDARG00000013379	ENSDART00000181722	ENSDARP00000151649	ppp6r3		A0A286YB73	
ENSDARG00000091131	ENSDART00000180188	ENSDARP00000150344	cry3b		A0A2R8QBE8	
ENSDARG00000026855	ENSDART00000192504	ENSDARP00000153924	cacna2d4a		A0A2R8QMR3	
ENSDARG00000079602	ENSDART00000112092	ENSDARP00000099065	calhm3		E7FFW5	
ENSDARG00000105441	ENSDART00000173119	ENSDARP00000142298	pcdh11		A0A140LGB9	
ENSDARG00000092766	ENSDART00000138265	ENSDARP00000120227	si:dkeyp-68b7.7		B0S664	
ENSDARG00000107385	ENSDART00000131218	ENSDARP00000113382	aars2		F1RAH7	
ENSDARG00000104629	ENSDART00000170923	ENSDARP00000134437	SLC16A6		A0A0G2L0H0	
ENSDARG00000014395	ENSDART00000103219	ENSDARP00000093995	selenoo2		F1QYQ9	NP_001335014
ENSDARG00000091131	ENSDART00000192538	ENSDARP00000157589	cry3b		A0A2R8QPJ1	
ENSDARG00000054916	ENSDART00000137312	ENSDARP00000119808	eif4ebp3		E9QDC3	
ENSDARG00000015966	ENSDART00000080334	ENSDARP00000074784	yaf2		Q5SP49	NP_001038733
ENSDARG00000059806	ENSDART00000083513	ENSDARP00000077948	sacm1lb		F1QG78	NP_001074093
ENSDARG00000062590	ENSDART00000160153	ENSDARP00000136093	pleca		A0A0R4INC4	
ENSDARG00000103848	ENSDART00000168317	ENSDARP00000141700	apba1a		A0A2R9YJM9	
ENSDARG00000011797	ENSDART00000022076	ENSDARP00000009724	tent5bb		Q1LXH2	NP_001038635
ENSDARG00000012610	ENSDART00000145035	ENSDARP00000117456	saga		Q6NUV2	NP_956853
ENSDARG00000095698	ENSDART00000147818	ENSDARP00000123544	si:dkey-228a15.1		Q1L8P5	NP_001038518
ENSDARG00000077830	ENSDART00000093358	ENSDARP00000087790	borcs5	Q5XIX8		NP_001007053
ENSDARG00000045822	ENSDART00000158999	ENSDARP00000130010	tnnt2e		A0A0R4I9L4	NP_001188471
ENSDARG00000069175	ENSDART00000079757	ENSDARP00000074209	vps4b		A5WWM0	NP_001094432
ENSDARG00000061051	ENSDART00000154639	ENSDARP00000129708	brinp3a.2		X1WHJ5	
ENSDARG00000014867	ENSDART00000140039	ENSDARP00000115147	rpl8	Q6P0V6		NP_957007
ENSDARG00000077830	ENSDART00000185644	ENSDARP00000144792	borcs5		A0A2R8PVF5	
ENSDARG00000107385	ENSDART00000178133	ENSDARP00000143932	aars2		A0A286Y9U5	
ENSDARG00000107385	ENSDART00000184440	ENSDARP00000154708	aars2		A0A2R8QPI6	
ENSDARG00000012610	ENSDART00000193037	ENSDARP00000152724	saga		Q6NUV2	
ENSDARG00000004060	ENSDART00000026017	ENSDARP00000023917	bhlhe40		Q6NY50	NP_997844
ENSDARG00000095698	ENSDART00000142135	ENSDARP00000120761	si:dkey-228a15.1		A5WUT3	
ENSDARG00000103848	ENSDART00000169488	ENSDARP00000141722	apba1a		A0A0R4IZI1	
ENSDARG00000045822	ENSDART00000164985	ENSDARP00000133231	tnnt2e		Q5RIF3	
ENSDARG00000103848	ENSDART00000170341	ENSDARP00000137752	apba1a		A0A0R4IUM3	
ENSDARG00000014867	ENSDART00000147265	ENSDARP00000122171	rpl8		B0S6P5	
ENSDARG00000015966	ENSDART00000143202	ENSDARP00000112899	yaf2		Q5SP48	
ENSDARG00000010018	ENSDART00000123988	ENSDARP00000110005	qki2		A9JTF3	
ENSDARG00000054916	ENSDART00000077200	ENSDARP00000071668	eif4ebp3		Q5U3D2	NP_001007355
ENSDARG00000061051	ENSDART00000086627	ENSDARP00000081062	brinp3a.2		F1R441	NP_001296758
ENSDARG00000038476	ENSDART00000140060	ENSDARP00000120131	si:dkeyp-68b7.7		B0S662	
ENSDARG00000069175	ENSDART00000127693	ENSDARP00000111799	vps4b		A5WWM0	NP_001278351
ENSDARG00000103848	ENSDART00000189436	ENSDARP00000148080	apba1a		A0A2R8Q2L9	
ENSDARG00000045790	ENSDART00000148155	ENSDARP00000117810	KICS2	Q1L8F9	B7ZUU9	NP_001025261
ENSDARG00000014867	ENSDART00000006948	ENSDARP00000005651	rpl8	Q6P0V6		
ENSDARG00000010018	ENSDART00000153007	ENSDARP00000127137	qki2		U3JA72	
ENSDARG00000020354	ENSDART00000019059	ENSDARP00000006532	lmx1a		Q5RI65	NP_001020669
ENSDARG00000038476	ENSDART00000132245	ENSDARP00000118409	si:dkeyp-68b7.7		B0S663	
ENSDARG00000051736	ENSDART00000073404	ENSDARP00000067895	hist1h2a4		Q4FZZ7	NP_001026996
ENSDARG00000038476	ENSDART00000183930	ENSDARP00000148564	si:dkeyp-68b7.7		A0A2R8Q6D6	
ENSDARG00000045955	ENSDART00000125993	ENSDARP00000110006	prlrb		F1QV07	
ENSDARG00000069175	ENSDART00000168258	ENSDARP00000136647	vps4b		A0A0R4IPK7	
ENSDARG00000010018	ENSDART00000153020	ENSDARP00000127388	qki2		U3JAW9	
ENSDARG00000059064	ENSDART00000155287	ENSDARP00000129617	rassf3		X1WHA5	
ENSDARG00000020354	ENSDART00000146292	ENSDARP00000119321	lmx1a		F6PDS9	
ENSDARG00000087363	ENSDART00000123155	ENSDARP00000107127	si:dkeyp-46h3.6		A3KQ75	
ENSDARG00000097368	ENSDART00000153930	ENSDARP00000138518	si:dkey-244a7.1		A0A0R4ITV3	
ENSDARG00000070812	ENSDART00000112677	ENSDARP00000099851	si:ch211-156l18.6		E7F162	
ENSDARG00000101540	ENSDART00000168474	ENSDARP00000132485	fgf3	P48802	B3DHR1	NP_571366
ENSDARG00000097368	ENSDART00000171375	ENSDARP00000140835	si:dkey-244a7.1		A0A0R4IUP4	
ENSDARG00000020354	ENSDART00000139609	ENSDARP00000123281	lmx1a		F6NUH5	
ENSDARG00000002190	ENSDART00000018472	ENSDARP00000008354	chmp2bb	Q6NXD2		NP_998069
ENSDARG00000045955	ENSDART00000067541	ENSDARP00000067540	prlrb		A8WH90	NP_001106972
ENSDARG00000070812	ENSDART00000108681	ENSDARP00000099778	si:ch211-156l18.6		E9QC66	
ENSDARG00000010018	ENSDART00000027034	ENSDARP00000020217	qki2	Q6P104		NP_957136
ENSDARG00000070839	ENSDART00000124947	ENSDARP00000106064	evi5b		E7FA51	
ENSDARG00000059064	ENSDART00000184955	ENSDARP00000149125	rassf3		A0A2R8Q524	
ENSDARG00000010018	ENSDART00000187022	ENSDARP00000145344	qki2		A0A2R8PWN6	
ENSDARG00000070812	ENSDART00000168025	ENSDARP00000133966	si:ch211-156l18.6		E9QC66	
ENSDARG00000006603	ENSDART00000131521	ENSDARP00000125029	csrp1a		F8W5N8	
ENSDARG00000017675	ENSDART00000010821	ENSDARP00000003198	utp4		Q6P125	NP_998447
ENSDARG00000087017	ENSDART00000173865	ENSDARP00000142866	si:dkey-11k2.7		A0A1D5NSP9	
ENSDARG00000026682	ENSDART00000035779	ENSDARP00000036106	zgc:101583		F1QFZ6	NP_001008647
ENSDARG00000061274	ENSDART00000087241	ENSDARP00000081675	lss		B0S5M5	NP_001077036
ENSDARG00000109522	ENSDART00000134799	ENSDARP00000114801	senp7a		F1QK21	
ENSDARG00000095837	ENSDART00000150238	ENSDARP00000129221	si:dkey-185p13.1		X1WG66	
ENSDARG00000005176	ENSDART00000134177	ENSDARP00000121132	zgc:101040		Q6DEG7	NP_001003588
ENSDARG00000045691	ENSDART00000067174	ENSDARP00000067173	zcrb1	Q5SP50		NP_001017589
ENSDARG00000037954	ENSDART00000157366	ENSDARP00000129404	tnnt1		X1WGP6	
ENSDARG00000026682	ENSDART00000186978	ENSDARP00000154435	zgc:101583		F1QFZ6	
ENSDARG00000014474	ENSDART00000006748	ENSDARP00000005280	yipf1		Q68EH1	NP_001003991
ENSDARG00000105230	ENSDART00000158898	ENSDARP00000135882	fgf4		Q9DFC9	NP_571710
ENSDARG00000093704	ENSDART00000142313	ENSDARP00000123406	si:dkeyp-46h3.8		A3KQ74	
ENSDARG00000112172	ENSDART00000134936	ENSDARP00000119091	si:dkey-149i17.9		F1R6T4	
ENSDARG00000045691	ENSDART00000067172	ENSDARP00000067171	zcrb1	Q5SP50	E7EYV7	
ENSDARG00000109522	ENSDART00000167435	ENSDARP00000132882	senp7a		A0A0R4IDH1	
ENSDARG00000058243	ENSDART00000133956	ENSDARP00000120071	phactr3a		F1QDN9	NP_001107883
ENSDARG00000025593	ENSDART00000037279	ENSDARP00000029972	plekhj1		B0S660	NP_998453
ENSDARG00000037954	ENSDART00000055307	ENSDARP00000055306	tnnt1		B3DG30	NP_001122167
ENSDARG00000097017	ENSDART00000028938	ENSDARP00000037651	mical3a		T1ECS7	
ENSDARG00000045822	ENSDART00000167571	ENSDARP00000133936	tnnt2e		Q5RIF5	
ENSDARG00000007734	ENSDART00000027624	ENSDARP00000013967	stn1	B8JKF4		NP_956683
ENSDARG00000006603	ENSDART00000148730	ENSDARP00000124015	csrp1a		F8W3V9	
ENSDARG00000093704	ENSDART00000171967	ENSDARP00000130991	si:dkeyp-46h3.8		A0A0R4ICH5	
ENSDARG00000037954	ENSDART00000179010	ENSDARP00000144169	tnnt1		A0A286YAH5	
ENSDARG00000093704	ENSDART00000179060	ENSDARP00000144079	si:dkeyp-46h3.8		A0A0R4ICH5	
ENSDARG00000014474	ENSDART00000143085	ENSDARP00000116225	yipf1		B0S5I9	
ENSDARG00000104831	ENSDART00000163599	ENSDARP00000131747	cep192		A0A0R4IEX1	
ENSDARG00000045822	ENSDART00000170924	ENSDARP00000135398	tnnt2e		A0A0R4IJP0	
ENSDARG00000100392	ENSDART00000165486	ENSDARP00000135459	rps18		A0A0R4IIP6	
ENSDARG00000025593	ENSDART00000191981	ENSDARP00000151787	plekhj1		A0A2R8RSB6	
ENSDARG00000014474	ENSDART00000133508	ENSDARP00000120244	yipf1		B0S5J0	
ENSDARG00000039569	ENSDART00000057810	ENSDARP00000057809	emx1	Q804S6	A3KNV6	NP_937787
ENSDARG00000008983	ENSDART00000155092	ENSDARP00000128723	sh3glb2a		X1WES2	
ENSDARG00000097017	ENSDART00000014496	ENSDARP00000017752	mical3a		Q1MTA1	
ENSDARG00000006603	ENSDART00000019455	ENSDARP00000002532	csrp1a		Q6NZV4	NP_991130
ENSDARG00000041546	ENSDART00000060905	ENSDARP00000060904	gypc		Q6XFR2	NP_001005394
ENSDARG00000104825	ENSDART00000159308	ENSDARP00000135689	trim35-7		A0A0R4ILE2	NP_001018533
ENSDARG00000045822	ENSDART00000170933	ENSDARP00000140166	tnnt2e		A0A0R4IYQ0	NP_001188469
ENSDARG00000041546	ENSDART00000189445	ENSDARP00000149175	gypc		A0A2R8Q7T1	
ENSDARG00000008983	ENSDART00000154529	ENSDARP00000128686	sh3glb2a		X1WEN5	
ENSDARG00000102968	ENSDART00000157406	ENSDARP00000136862	cnga2a		Q0GFG2	NP_001038211
ENSDARG00000104831	ENSDART00000188099	ENSDARP00000146380	cep192		A0A2R8RJB6	
ENSDARG00000008983	ENSDART00000156796	ENSDARP00000127587	sh3glb2a		X1WBJ6	
ENSDARG00000011042	ENSDART00000028285	ENSDARP00000037007	pgbd5		Q6ZM83	NP_001139077
ENSDARG00000074728	ENSDART00000146383	ENSDARP00000119153	mfsd9		F1R297	
ENSDARG00000097017	ENSDART00000161990	ENSDARP00000136331	mical3a	F1QH17		
ENSDARG00000104287	ENSDART00000169987	ENSDARP00000139419	lto1		A4FVI3	NP_001077021
ENSDARG00000008983	ENSDART00000155275	ENSDARP00000128259	sh3glb2a		X1WDG0	
ENSDARG00000103479	ENSDART00000168912	ENSDARP00000140769	ptprfa		F1QLM9	
ENSDARG00000103260	ENSDART00000161941	ENSDARP00000134910	si:ch211-57b15.1		A0A0R4IJG7	
ENSDARG00000019496	ENSDART00000012582	ENSDARP00000024121	esd		Q567K2	NP_001017796
ENSDARG00000077776	ENSDART00000109258	ENSDARP00000098474	csnk2b	Q91398	Q1LXD2	NP_571262
ENSDARG00000045822	ENSDART00000162082	ENSDARP00000132879	tnnt2e		A0A0R4IH19	
ENSDARG00000035663	ENSDART00000133695	ENSDARP00000119544	zgc:103438		A5WUT4	
ENSDARG00000045822	ENSDART00000169998	ENSDARP00000136601	tnnt2e		A0A0R4INJ9	
ENSDARG00000045822	ENSDART00000067350	ENSDARP00000067349	tnnt2e		F1R0L0	
ENSDARG00000008983	ENSDART00000051403	ENSDARP00000051402	sh3glb2a		F1RDJ4	NP_001035087
ENSDARG00000074728	ENSDART00000114323	ENSDARP00000103276	mfsd9		E9QH17	
ENSDARG00000035149	ENSDART00000050912	ENSDARP00000050911	pex12		B0R157	NP_956499
ENSDARG00000090286	ENSDART00000113927	ENSDARP00000103358	serpina1		Q5SPJ4	NP_001071226
ENSDARG00000019496	ENSDART00000131427	ENSDARP00000118149	esd		E9QG87	
ENSDARG00000070839	ENSDART00000190309	ENSDARP00000149922	evi5b		A0A2R8QDM3	
ENSDARG00000020007	ENSDART00000144544	ENSDARP00000118091	col1a2		Q6IQX2	NP_892013
ENSDARG00000053019	ENSDART00000165446	ENSDARP00000140100	rnft2		A0A0R4IX44	
ENSDARG00000070874	ENSDART00000086885	ENSDARP00000081319	asmt2		A3KNM1	NP_001103947
ENSDARG00000079827	ENSDART00000138228	ENSDARP00000117234	srbd1		F1QPK4	
ENSDARG00000039034	ENSDART00000056987	ENSDARP00000056986	marcksl1a	Q6PD99		NP_998298
ENSDARG00000019579	ENSDART00000149571	ENSDARP00000124510	ldb2a		F8W338	NP_571389
ENSDARG00000044246	ENSDART00000064966	ENSDARP00000064965	snx18b		B3DFM9	NP_001015063
ENSDARG00000008983	ENSDART00000160551	ENSDARP00000132194	sh3glb2a		A0A0R4IG19	NP_991156
ENSDARG00000096208	ENSDART00000150875	ENSDARP00000125446	si:dkeyp-100h4.8		H0WF15	
ENSDARG00000007783	ENSDART00000138028	ENSDARP00000120039	blk		Q5TYU7	
ENSDARG00000055784	ENSDART00000141393	ENSDARP00000118507	ptpn3		F1QLN8	
ENSDARG00000102066	ENSDART00000173977	ENSDARP00000142987	ntn4		A0A1D5NT15	
ENSDARG00000009418	ENSDART00000135911	ENSDARP00000114315	mef2cb		A2BGA7	
ENSDARG00000019496	ENSDART00000141837	ENSDARP00000116143	esd		E9QCE9	
ENSDARG00000079827	ENSDART00000110035	ENSDARP00000098290	srbd1		F1QIX0	
ENSDARG00000089515	ENSDART00000146562	ENSDARP00000115110	si:dkeyp-46h3.5		A3KQ76	
ENSDARG00000015070	ENSDART00000025803	ENSDARP00000002618	pola2		B0S687	NP_955875
ENSDARG00000075815	ENSDART00000157129	ENSDARP00000128585	slc12a5a		X1WED4	
ENSDARG00000035663	ENSDART00000131558	ENSDARP00000116853	zgc:103438		Q1L8P4	NP_001006036
ENSDARG00000007783	ENSDART00000163276	ENSDARP00000140250	blk		Q5TYU7	
ENSDARG00000113108	ENSDART00000180403	ENSDARP00000147618	BX681417.10		A0A2R8Q4A8	
ENSDARG00000007783	ENSDART00000020099	ENSDARP00000008826	blk		Q5TYU7	NP_001025391
ENSDARG00000090286	ENSDART00000153667	ENSDARP00000128898	serpina1		Q5SPJ4	
ENSDARG00000041811	ENSDART00000061274	ENSDARP00000061273	rps25		G1K2N0	
ENSDARG00000034076	ENSDART00000039616	ENSDARP00000039615	lrp11		F1QHM0	NP_001116346
ENSDARG00000077776	ENSDART00000182802	ENSDARP00000146410	csnk2b	Q91398	Q1LXD2	
ENSDARG00000035663	ENSDART00000126021	ENSDARP00000104853	zgc:103438		F2Z4S8	
ENSDARG00000019496	ENSDART00000192624	ENSDARP00000150166	esd		Q567K2	
ENSDARG00000017657	ENSDART00000004295	ENSDARP00000012989	zgc:112163	Q567C3		NP_001017723
ENSDARG00000100997	ENSDART00000158148	ENSDARP00000132695	traj11		A0A0R4IDR0	
ENSDARG00000101181	ENSDART00000159848	ENSDARP00000138601	s100w		A0A0R4IVA0	NP_001313380
ENSDARG00000035663	ENSDART00000102606	ENSDARP00000093381	zgc:103438		Q1L8P4	
ENSDARG00000019496	ENSDART00000166684	ENSDARP00000140383	esd		Q567K2	
ENSDARG00000088878	ENSDART00000152908	ENSDARP00000127110	c1qtnf1		Q566P1	NP_001017875
ENSDARG00000051737	ENSDART00000073405	ENSDARP00000067896			A8KBJ5	NP_001104686
ENSDARG00000053019	ENSDART00000167305	ENSDARP00000141473	rnft2		A0A0R4IZA5	
ENSDARG00000101181	ENSDART00000170061	ENSDARP00000131329	s100w		A0A0R4IVA0	
ENSDARG00000098663	ENSDART00000171864	ENSDARP00000135780	fgf19		A0A0R4IN60	NP_001296288
ENSDARG00000098663	ENSDART00000171864	ENSDARP00000135780	fgf19		A0A0R4IN60	NP_001012246
ENSDARG00000041811	ENSDART00000148648	ENSDARP00000124711	rps25	Q6PBI5		NP_957109
ENSDARG00000062352	ENSDART00000140732	ENSDARP00000121851	sema4ab		F1R7Z2	
ENSDARG00000094346	ENSDART00000141678	ENSDARP00000118555	si:ch211-114l13.13		F6NNU9	NP_001315367
ENSDARG00000094634	ENSDART00000142360	ENSDARP00000115029	si:ch211-120e1.7		A5PMK8	
ENSDARG00000104297	ENSDART00000165037	ENSDARP00000135497	si:ch73-380l10.2		A0A0R4ILT6	
ENSDARG00000062352	ENSDART00000090081	ENSDARP00000084514	sema4ab		F1R501	
ENSDARG00000053019	ENSDART00000074979	ENSDARP00000069465	rnft2		F1Q8R4	NP_001018369
ENSDARG00000094634	ENSDART00000132986	ENSDARP00000142447	si:ch211-120e1.7		A0A140LGR8	
ENSDARG00000103479	ENSDART00000186750	ENSDARP00000154553	ptprfa		A0A2R8QS03	
