Gene stable ID	Transcript stable ID	Protein stable ID	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene name	RefSeq peptide ID
WBGene00006941	C46C2.1t.1	C46C2.1t.1	177743	X5M5N0		wnk-1	NP_001294040	
WBGene00006941	C46C2.1u.1	C46C2.1u.1	177743	X5M5N0		wnk-1	NP_001294040	
WBGene00006941	C46C2.1v.1	C46C2.1v.1	177743	X5M5N0		wnk-1	NP_001294040	
WBGene00006942	F41D9.3a.1	F41D9.3a.1	181093		H2KZN8	wrk-1	NP_001360746	
WBGene00006942	F41D9.3b.1	F41D9.3b.1	181093		H2KZN9	wrk-1	NP_001360746	
WBGene00006942	F41D9.3c.1	F41D9.3c.1	181093		Q8MPV0	wrk-1	NP_001360746	
WBGene00006942	F41D9.3e.1	F41D9.3e.1	181093		Q5WRR1	wrk-1	NP_001360746	
WBGene00006942	F41D9.3f.1	F41D9.3f.1	181093		A0A4V0ING2	wrk-1	NP_001360746	
WBGene00006943	B0336.1a.1	B0336.1a.1	175802	Q10953		wrm-1	NP_001299856	
WBGene00006943	B0336.1b.1	B0336.1b.1	175802		A0A0K3AUT2	wrm-1	NP_001299856	
WBGene00006944	F18C5.2.1	F18C5.2.1	174081	Q19546		wrn-1	NP_495324	
WBGene00006945	Y80D3A.1.1	Y80D3A.1.1	180231		G5EDY2	wars-1	NP_507683	
WBGene00006946	C34E10.4a.1	C34E10.4a.1	175719	C0HKD7		prx-10	NP_001379766	
WBGene00006946	C34E10.4a.2	C34E10.4a.2	175719	C0HKD7		prx-10	NP_001379766	
WBGene00006946	C34E10.4b.1	C34E10.4b.1	175719	C0HKD6		prx-10	NP_001379766	
WBGene00006946	C34E10.4b.2	C34E10.4b.2	175719	C0HKD6		prx-10	NP_001379766	
WBGene00006946	C34E10.4b.3	C34E10.4b.3	175719	C0HKD6		prx-10	NP_001379766	
WBGene00006946	C34E10.4b.4	C34E10.4b.4	175719	C0HKD6		prx-10	NP_001379766	
WBGene00006946	C34E10.4b.5	C34E10.4b.5	175719	C0HKD6		prx-10	NP_001379766	
WBGene00006946	C34E10.4b.6	C34E10.4b.6	175719	C0HKD6		prx-10	NP_001379766	
WBGene00006947	ZK1290.12.1	ZK1290.12.1	174223	Q94128		wrt-1	NP_495579	
WBGene00006948	F52E4.6.1	F52E4.6.1	180597		Q20677	wrt-2	NP_508529	
WBGene00006949	F38E11.7a.1	F38E11.7a.1	177781	Q20170		wrt-3	NP_001294092	
WBGene00006949	F38E11.7b.1	F38E11.7b.1	177781		N1NSJ5	wrt-3	NP_001294092	
WBGene00006950	ZK678.5.1	ZK678.5.1	181664	Q94129		wrt-4	NP_510593	
WBGene00006951	W03D2.5a.1	W03D2.5a.1	177162	Q9U7D3		wrt-5	NP_001294406	
WBGene00006951	W03D2.5b.1	W03D2.5b.1	177162	Q9U7D3		wrt-5	NP_001294406	
WBGene00006951	W03D2.5c.1	W03D2.5c.1	177162		U4PM52	wrt-5	NP_001294406	
WBGene00006952	ZK377.1.1	ZK377.1.1	180638	P91573		wrt-6	NP_508597	
WBGene00006953	ZK1037.10.1	ZK1037.10.1	191504		O45992	wrt-7	NP_506803	
WBGene00006954	C29F3.2.1	C29F3.2.1	180035	Q94130		wrt-8	NP_506805	
WBGene00006955	B0344.2.1	B0344.2.1	181931		O61737	wrt-9	NP_508298	
WBGene00006956	ZK1290.8.1	ZK1290.8.1	174224		Q09635	wrt-10	NP_495580	
WBGene00006957	C07G1.4a.1	C07G1.4a.1	177616		Q17795	wsp-1	NP_001379549	
WBGene00006957	C07G1.4b.1	C07G1.4b.1	177616		Q8MQE6	wsp-1	NP_001379549	
WBGene00006958	R06C1.3a.1	R06C1.3a.1	187639		Q9XVK6	wve-1	NP_001251762	
WBGene00006958	R06C1.3b.1	R06C1.3b.1	187639		F5GUF0	wve-1	NP_001251762	
WBGene00006959	R74.3.1	R74.3.1	175541	G5EE07		xbp-1	NP_001076646	
WBGene00006959	R74.3.2	R74.3.2	175541	G5EE07		xbp-1	NP_001076646	
WBGene00006960	F02D8.3.1	F02D8.3.1	184080		Q19119	xbx-1	NP_506683	
WBGene00006961	B0041.7.1	B0041.7.1	172077	Q9U7E0		xnp-1	NP_001020958	
WBGene00006962	C18A11.5b.1	C18A11.5b.1	181061	Q23229		xol-1	NP_001024419	
WBGene00006962	C18A11.5c.1	C18A11.5c.1	181061	Q23229		xol-1	NP_001024419	
WBGene00006963	K07G5.2.1	K07G5.2.1	187120		Q21302	xpa-1	NP_492025	
WBGene00006964	Y48B6A.3.1	Y48B6A.3.1	175071	Q9U299		xrn-2	NP_496958	
WBGene00006965	F54F7.4.1	F54F7.4.1	192057		Q20791	xtr-1	NP_001309443	
WBGene00006966	F17A2.1a.1	F17A2.1a.1	192058		A0A131MBZ9	xtr-2	NP_001309688	
WBGene00006966	F17A2.1b.1	F17A2.1b.1	192058		A0A131MD22	xtr-2	NP_001309688	
WBGene00006968	K08F11.4a.1	K08F11.4a.1	177237		H2KZL6	yars-2	NP_001379855	
WBGene00006968	K08F11.4b.1	K08F11.4b.1	177237		Q8MPU1	yars-2	NP_001379855	
WBGene00006968	K08F11.4b.2	K08F11.4b.2	177237		Q8MPU1	yars-2	NP_001379855	
WBGene00006968	K08F11.4b.3	K08F11.4b.3	177237		Q8MPU1	yars-2	NP_001379855	
WBGene00006968	K08F11.4b.4	K08F11.4b.4	177237		Q8MPU1	yars-2	NP_001379855	
WBGene00006970	F28F9.1.1	F28F9.1.1	177144	G5EBU4		zag-1	NP_500424	
WBGene00006971	R13F6.6a.1	R13F6.6a.1	175954		H2KZW5	zak-1	NP_001367790	
WBGene00006971	R13F6.6a.2	R13F6.6a.2	175954		H2KZW5	zak-1	NP_001367790	
WBGene00006971	R13F6.6b.1	R13F6.6b.1	175954		Q8I7J0	zak-1	NP_001367790	
WBGene00006971	R13F6.6b.2	R13F6.6b.2	175954		Q8I7J0	zak-1	NP_001367790	
WBGene00006971	R13F6.6c.1	R13F6.6c.1	175954		H2KZW3	zak-1	NP_001367790	
WBGene00006974	M03D4.1a.1	M03D4.1a.1	177374		G5EG83	zen-4	NP_001360296	
WBGene00006974	M03D4.1b.1	M03D4.1b.1	177374		G5EC43	zen-4	NP_001360296	
WBGene00006974	M03D4.1b.2	M03D4.1b.2	177374		G5EC43	zen-4	NP_001360296	
WBGene00006974	M03D4.1c.1	M03D4.1c.1	177374		Q8MQ04	zen-4	NP_001360296	
WBGene00006974	M03D4.1d.1	M03D4.1d.1	177374		Q8MQ03	zen-4	NP_001360296	
WBGene00006974	M03D4.1d.2	M03D4.1d.2	177374		Q8MQ03	zen-4	NP_001360296	
WBGene00006974	M03D4.1e.1	M03D4.1e.1	177374		V6CLB1	zen-4	NP_001360296	
WBGene00006974	M03D4.1f.1	M03D4.1f.1	177374		V6CL80	zen-4	NP_001360296	
WBGene00006974	M03D4.1f.2	M03D4.1f.2	177374		V6CL80	zen-4	NP_001360296	
WBGene00006975	F54F2.2a.1	F54F2.2a.1	176237	P34447		zfp-1	NP_001370728	
WBGene00006975	F54F2.2a.2	F54F2.2a.2	176237	P34447		zfp-1	NP_001370728	
WBGene00006975	F54F2.2a.3	F54F2.2a.3	176237	P34447		zfp-1	NP_001370728	
WBGene00006975	F54F2.2a.4	F54F2.2a.4	176237	P34447		zfp-1	NP_001370728	
WBGene00006975	F54F2.2a.5	F54F2.2a.5	176237	P34447		zfp-1	NP_001370728	
WBGene00006975	F54F2.2a.6	F54F2.2a.6	176237	P34447		zfp-1	NP_001370728	
WBGene00006975	F54F2.2a.7	F54F2.2a.7	176237	P34447		zfp-1	NP_001370728	
WBGene00006975	F54F2.2b.1	F54F2.2b.1	176237	P34447		zfp-1	NP_001370728	
WBGene00006975	F54F2.2c.1	F54F2.2c.1	176237	P34447		zfp-1	NP_001370728	
WBGene00006975	F54F2.2c.2	F54F2.2c.2	176237	P34447		zfp-1	NP_001370728	
WBGene00006976	K02B12.8a.1	K02B12.8a.1	172644	C6KRL6		zhp-3	NP_001250802	
WBGene00006976	K02B12.8b.1	K02B12.8b.1	172644	C6KRL6		zhp-3	NP_001250802	
WBGene00006977	F59B2.6.1	F59B2.6.1	176274	P34482		zif-1	NP_498992	
WBGene00006978	K10C3.3.1	K10C3.3.1	192086	G5EGI7		zig-1	NP_492608	
WBGene00006979	F42F12.2.1	F42F12.2.1	192087	G5EDQ9		zig-2	NP_510069	
WBGene00006980	C14F5.2.1	C14F5.2.1	192088	G5EEY6		zig-3	NP_509336	
WBGene00006981	C09C7.1.1	C09C7.1.1	181051	G5ECB1		zig-4	NP_509335	
WBGene00006982	Y48A6A.1.1	Y48A6A.1.1	176527	Q9XXD7		zig-5	NP_499405	
WBGene00006983	T03G11.8.1	T03G11.8.1	192089	Q22125		zig-6	NP_508882	
WBGene00006984	F54D7.4.1	F54D7.4.1	172096	O44730		zig-7	NP_491451	
WBGene00006985	Y39E4B.8.1	Y39E4B.8.1	176732	G5ED00		zig-8	NP_499714	
WBGene00006986	Y75B8A.35a.1	Y75B8A.35a.1	176656		Q9U1S5	zip-1	NP_001293607	
WBGene00006986	Y75B8A.35a.2	Y75B8A.35a.2	176656		Q9U1S5	zip-1	NP_001293607	
WBGene00006986	Y75B8A.35b.1	Y75B8A.35b.1	176656		G5EE45	zip-1	NP_001293607	
WBGene00006986	Y75B8A.35b.2	Y75B8A.35b.2	176656		G5EE45	zip-1	NP_001293607	
WBGene00006986	Y75B8A.35b.3	Y75B8A.35b.3	176656		G5EE45	zip-1	NP_001293607	
WBGene00006986	Y75B8A.35c.1	Y75B8A.35c.1	176656		S6FWP2	zip-1	NP_001293607	
WBGene00006987	EGAP1.3.1	EGAP1.3.1	175839	G5EGM1		zmp-1	NP_741156	
WBGene00006988	F59E12.2.1	F59E12.2.1	173956	Q9GT24		zyg-1	NP_495103	
WBGene00006993	Y79H2A.11a.1	Y79H2A.11a.1	176639	Q95QC4		zyg-8	NP_001334209	
WBGene00006993	Y79H2A.11b.1	Y79H2A.11b.1	176639		A0A1I6CM54	zyg-8	NP_001334209	
WBGene00006994	F22B5.7.1	F22B5.7.1	174350	G5EEM5		zyg-9	NP_495784	
WBGene00006996	C08B11.1.1	C08B11.1.1	174284	P21541		zyg-11	NP_495677	
WBGene00006997	ZK546.1a.1	ZK546.1a.1	24105291	Q23529		zyg-12	NP_001293521	
WBGene00006997	ZK546.1a.2	ZK546.1a.2	24105291	Q23529		zyg-12	NP_001293521	
WBGene00006997	ZK546.1a.3	ZK546.1a.3	24105291	Q23529		zyg-12	NP_001293521	
WBGene00006997	ZK546.1b.1	ZK546.1b.1	24105291	Q23529		zyg-12	NP_001293521	
WBGene00006997	ZK546.1c.1	ZK546.1c.1	24105291	Q23529		zyg-12	NP_001293521	
WBGene00006997	ZK546.1d.1	ZK546.1d.1	24105291	Q23529		zyg-12	NP_001293521	
WBGene00006997	ZK546.1d.2	ZK546.1d.2	24105291	Q23529		zyg-12	NP_001293521	
WBGene00006997	ZK546.1d.3	ZK546.1d.3	24105291	Q23529		zyg-12	NP_001293521	
WBGene00006999	F42G4.3a.1	F42G4.3a.1	174951	Q9U3F4		zyx-1	NP_001254364	
WBGene00006999	F42G4.3a.2	F42G4.3a.2	174951	Q9U3F4		zyx-1	NP_001254364	
WBGene00006999	F42G4.3b.1	F42G4.3b.1	174951	Q9U3F4		zyx-1	NP_001254364	
WBGene00006999	F42G4.3c.1	F42G4.3c.1	174951	Q9U3F4		zyx-1	NP_001254364	
WBGene00006999	F42G4.3d.1	F42G4.3d.1	174951	Q9U3F4		zyx-1	NP_001254364	
WBGene00006999	F42G4.3e.1	F42G4.3e.1	174951	Q9U3F4		zyx-1	NP_001254364	
WBGene00007000	Y71H2AM.23.1	Y71H2AM.23.1	175398		G5ECM6	tufm-1	NP_497623	
WBGene00007001	C43E11.4.1	C43E11.4.1	172024		G5EDF5	tufm-2	NP_491338	
WBGene00007006	C10C6.2.1	C10C6.2.1	182494		P90745	npr-3	NP_502162	
WBGene00007007	C44C8.6.1	C44C8.6.1	176914	Q965G5		mak-2	NP_001379801	
WBGene00007007	C44C8.6.2	C44C8.6.2	176914	Q965G5		mak-2	NP_001379801	
WBGene00007008	R05D3.4a.1	R05D3.4a.1	176180	P34537		rfp-1	NP_001022700	
WBGene00007008	R05D3.4b.1	R05D3.4b.1	176180	P34537		rfp-1	NP_001022700	
WBGene00007009	Y65B4BR.4a.1	Y65B4BR.4a.1	171647	Q9N2Z7		wwp-1	NP_001293272	
WBGene00007009	Y65B4BR.4b.1	Y65B4BR.4b.1	171647	Q9N2Z7		wwp-1	NP_001293272	
WBGene00007009	Y65B4BR.4c.1	Y65B4BR.4c.1	171647	Q9N2Z7		wwp-1	NP_001293272	
WBGene00007009	Y65B4BR.4d.1	Y65B4BR.4d.1	171647	Q9N2Z7		wwp-1	NP_001293272	
WBGene00007010	R10E12.1a.1	R10E12.1a.1	176410	P34552		alx-1	NP_001022715	
WBGene00007010	R10E12.1b.1	R10E12.1b.1	176410	P34552		alx-1	NP_001022715	
WBGene00007010	R10E12.1c.1	R10E12.1c.1	176410	P34552		alx-1	NP_001022715	
WBGene00007010	R10E12.1d.1	R10E12.1d.1	176410	P34552		alx-1	NP_001022715	
WBGene00007011	T23C6.1.1	T23C6.1.1	181755	O02042		mdt-1.2	NP_510778	
WBGene00007012	ZK546.13.1	ZK546.13.1	173852	Q23523		mdt-4	NP_494905	
WBGene00007013	Y62F5A.1a.1	Y62F5A.1a.1	174763	Q9U1W2		mdt-8	NP_496463	
WBGene00007013	Y62F5A.1b.1	Y62F5A.1b.1	174763	Q9U1W2		mdt-8	NP_496463	
WBGene00007014	T09A5.6.1	T09A5.6.1	188311	P45966		mdt-10	NP_495650	
WBGene00007015	R144.9.1	R144.9.1	175682	Q9BI74		mdt-11	NP_498066	
WBGene00007016	R12B2.5a.1	R12B2.5a.1	175817	Q21955		mdt-15	NP_741151	
WBGene00007016	R12B2.5a.2	R12B2.5a.2	175817	Q21955		mdt-15	NP_741151	
WBGene00007016	R12B2.5a.3	R12B2.5a.3	175817	Q21955		mdt-15	NP_741151	
WBGene00007016	R12B2.5b.1	R12B2.5b.1	175817	Q21955		mdt-15	NP_741151	
WBGene00007016	R12B2.5b.2	R12B2.5b.2	175817	Q21955		mdt-15	NP_741151	
WBGene00007017	Y113G7B.18a.1	Y113G7B.18a.1	180325	Q9NAL4		mdt-17	NP_001256910	
WBGene00007017	Y113G7B.18a.2	Y113G7B.18a.2	180325	Q9NAL4		mdt-17	NP_001256910	
WBGene00007017	Y113G7B.18b.1	Y113G7B.18b.1	180325	Q9NAL4		mdt-17	NP_001256910	
WBGene00007017	Y113G7B.18b.2	Y113G7B.18b.2	180325	Q9NAL4		mdt-17	NP_001256910	
WBGene00007018	C55B7.9a.1	C55B7.9a.1	183844	Q966M5		mdt-18	NP_001380190	
WBGene00007018	C55B7.9a.2	C55B7.9a.2	183844	Q966M5		mdt-18	NP_001380190	
WBGene00007018	C55B7.9a.3	C55B7.9a.3	183844	Q966M5		mdt-18	NP_001380190	
WBGene00007018	C55B7.9b.1	C55B7.9b.1	183844		A0A131MCJ5	mdt-18	NP_001380190	
WBGene00007019	Y71H2B.6.1	Y71H2B.6.1	175378	Q9N4F2		mdt-19	NP_497587	
WBGene00007019	Y71H2B.6.2	Y71H2B.6.2	175378	Q9N4F2		mdt-19	NP_497587	
WBGene00007020	Y104H12D.1a.1	Y104H12D.1a.1	176937	Q9N5A1		mdt-20	NP_001368264	
WBGene00007020	Y104H12D.1b.1	Y104H12D.1b.1	176937		U4PEP3	mdt-20	NP_001368264	
WBGene00007021	C24H11.6.1	C24H11.6.1	182863		Q9XVD2	immp-1	NP_499523	
WBGene00007022	ZK970.3.1	ZK970.3.1	174595	Q23679		mdt-22	NP_496216	
WBGene00007023	T18H9.6.1	T18H9.6.1	179303		Q22550	mdt-27	NP_505386	
WBGene00007024	W01A8.1a.1	W01A8.1a.1	172437	A8WHP8		plin-1	NP_001122526	
WBGene00007024	W01A8.1b.1	W01A8.1b.1	172437	A8WHP8		plin-1	NP_001122526	
WBGene00007024	W01A8.1b.2	W01A8.1b.2	172437	A8WHP8		plin-1	NP_001122526	
WBGene00007024	W01A8.1c.1	W01A8.1c.1	172437	A8WHP8		plin-1	NP_001122526	
WBGene00007025	K08E3.8.1	K08E3.8.1	176817	Q9XUS2		mdt-29	NP_499847	
WBGene00007025	K08E3.8.2	K08E3.8.2	176817	Q9XUS2		mdt-29	NP_499847	
WBGene00007026	F32H2.2a.1	F32H2.2a.1	185213	P91869		mdt-31	NP_001250947	
WBGene00007026	F32H2.2b.1	F32H2.2b.1	185213	P91869		mdt-31	NP_001250947	
WBGene00007027	Y111B2A.22a.1	Y111B2A.22a.1	190954	Q9NEL2		ssl-1	NP_001367266	
WBGene00007027	Y111B2A.22b.1	Y111B2A.22b.1	190954	Q9NEL2		ssl-1	NP_001367266	
WBGene00007027	Y111B2A.22c.1	Y111B2A.22c.1	190954	Q9NEL2		ssl-1	NP_001367266	
WBGene00007027	Y111B2A.22d.1	Y111B2A.22d.1	190954	Q9NEL2		ssl-1	NP_001367266	
WBGene00007028	C47D12.1a.1	C47D12.1a.1	174788	G5EEV2		trr-1	NP_001364647	
WBGene00007028	C47D12.1b.1	C47D12.1b.1	174788	G5EEV2		trr-1	NP_001364647	
WBGene00007028	C47D12.1c.1	C47D12.1c.1	174788	G5EEV2		trr-1	NP_001364647	
WBGene00007029	VC5.4.1	VC5.4.1	179096	Q9TYU5		mys-1	NP_504796	
WBGene00007030	Y111B2A.11.1	Y111B2A.11.1	176679		G5EC14	epc-1	NP_001370109	
WBGene00007030	Y111B2A.11.2	Y111B2A.11.2	176679		G5EC14	epc-1	NP_001370109	
WBGene00007036	ZK430.3.1	ZK430.3.1	173776		Q27538	sod-5	NP_494779	
WBGene00007041	T24F1.6a.1	T24F1.6a.1	174730		G5EGL3	tag-180	NP_001022364	
WBGene00007041	T24F1.6b.1	T24F1.6b.1	174730		G5EG74	tag-180	NP_001022364	
WBGene00007042	C26C6.1a.1	C26C6.1a.1	172504		G5EEY5	pbrm-1	NP_001379442	
WBGene00007042	C26C6.1b.1	C26C6.1b.1	172504		Q565A2	pbrm-1	NP_001379442	
WBGene00007042	C26C6.1b.2	C26C6.1b.2	172504		Q565A2	pbrm-1	NP_001379442	
WBGene00007042	C26C6.1b.3	C26C6.1b.3	172504		Q565A2	pbrm-1	NP_001379442	
WBGene00007043	T24D1.4.1	T24D1.4.1	172855		O02332	algn-10	NP_492634	
WBGene00007044	B0495.10a.1	B0495.10a.1	174248	Q09219		cpna-5	NP_001367323	
WBGene00007044	B0495.10b.1	B0495.10b.1	174248	Q09219		cpna-5	NP_001367323	
WBGene00007044	B0495.10c.1	B0495.10c.1	174248	Q09219		cpna-5	NP_001367323	
WBGene00007045	T04A8.12.1	T04A8.12.1	188041	Q22141		pgap-2	NP_001369853	
WBGene00007047	T20F10.1.1	T20F10.1.1	172896	O45797		wts-1	NP_492699	
WBGene00007048	C16A3.7.1	C16A3.7.1	175902	Q18034		nfx-1	NP_498394	
WBGene00007049	C53A5.4.1	C53A5.4.1	179960		O17693	tag-191	NP_506600	
WBGene00007050	F18C5.3.1	F18C5.3.1	174080		Q19545	utp-20	NP_001364733	
WBGene00007053	T04D1.4.1	T04D1.4.1	172079		O61845	chd-7	NP_491426	
WBGene00007054	B0379.4a.1	B0379.4a.1	181944	Q8T3G2		scpl-1	NP_001122411	
WBGene00007054	B0379.4b.1	B0379.4b.1	181944	Q8T3G2		scpl-1	NP_001122411	
WBGene00007054	B0379.4c.1	B0379.4c.1	181944	Q8T3G2		scpl-1	NP_001122411	
WBGene00007055	F41E6.6.1	F41E6.6.1	179240		O16454	tag-196	NP_505215	
WBGene00007056	F09G8.2.1	F09G8.2.1	176166	P34387		crn-7	NP_498817	
WBGene00007057	W02D3.6.1	W02D3.6.1	189112		O01813	ant-1.2	NP_491927	
WBGene00007058	F13G11.1b.1	F13G11.1b.1	178392		O62159	dmd-6	NP_001255817	
WBGene00007058	F13G11.1b.2	F13G11.1b.2	178392		O62159	dmd-6	NP_001255817	
WBGene00007058	F13G11.1c.1	F13G11.1c.1	178392		D3YT85	dmd-6	NP_001255817	
WBGene00007058	F13G11.1d.1	F13G11.1d.1	178392		D3YT86	dmd-6	NP_001255817	
WBGene00007059	F08C6.3.1	F08C6.3.1	181018	G5EFV8		vps-52	NP_509282	
WBGene00007060	T26A5.1.1	T26A5.1.1	188911		Q22802	wht-6	NP_498425	
WBGene00007062	Y59A8B.9.1	Y59A8B.9.1	180181		Q9GRZ0	ebp-3	NP_507528	
WBGene00007063	2L52.1a.1	2L52.1a.1	181792		A4F336	2L52.1	NP_001368507	
WBGene00007063	2L52.1b.1	2L52.1b.1	181792		A0A0K3AWR5	2L52.1	NP_001368507	
WBGene00007064	2RSSE.1a.1	2RSSE.1a.1	353411		A4F337	rga-9	NP_001350983	
WBGene00007064	2RSSE.1b.1	2RSSE.1b.1	353411		U4PAK0	rga-9	NP_001350983	
WBGene00007064	2RSSE.1c.1	2RSSE.1c.1	353411		A0A2X0T1Z3	rga-9	NP_001350983	
WBGene00007065	3R5.1a.1	3R5.1a.1	181793		G5EFG7	pot-3	NP_001380122	
WBGene00007065	3R5.1b.1	3R5.1b.1	181793		J7SA53	pot-3	NP_001380122	
WBGene00007067	4R79.2a.1	4R79.2a.1	181797		Q9XXA4	4R79.2	NP_001255967	
WBGene00007067	4R79.2b.1	4R79.2b.1	181797		D3NQA2	4R79.2	NP_001255967	
WBGene00007068	cTel55X.1a.1	cTel55X.1a.1	181791		A4F305	cTel55X.1	NP_510864	
WBGene00007068	cTel55X.1b.1	cTel55X.1b.1	181791		H2KY55	cTel55X.1	NP_510864	
WBGene00007070	AC3.2.1	AC3.2.1	179446		Q17399	ugt-49	NP_505666	
WBGene00007071	AC3.5a.1	AC3.5a.1	179447	Q17405		AC3.5	NP_001256215	
WBGene00007071	AC3.5b.1	AC3.5b.1	179447		H9G2W1	AC3.5	NP_001256215	
WBGene00007072	AC3.7.1	AC3.7.1	179449		Q17403	ugt-1	NP_505671	
WBGene00007073	AC3.8.1	AC3.8.1	179450		Q17404	ugt-2	NP_505672	
WBGene00007075	AC8.3.1	AC8.3.1	3564787		G5EDW3	AC8.3	NP_001359777	
WBGene00007076	AC8.4.1	AC8.4.1	180378		G5EFZ2	AC8.4	NP_508043	
WBGene00007080	AH6.2.1	AH6.2.1	181807	Q09201		sfxn-1.1	NP_496040	
WBGene00007081	AH6.3.1	AH6.3.1	181808	Q09202		AH6.3	NP_496041	
WBGene00007082	AH10.1.1	AH10.1.1	179913		O02200	acs-10	NP_506502	
WBGene00007083	AH10.2.1	AH10.2.1	181812		G5EF13	AH10.2	NP_506503	
WBGene00007085	AH10.4.1	AH10.4.1	353456		Q9XVT8	AH10.4	NP_506500	
WBGene00007087	B0001.2.1	B0001.2.1	178164		Q17411	B0001.2	NP_502308	
WBGene00007088	B0001.3a.1	B0001.3a.1	178163		Q17412	B0001.3	NP_001293870	
WBGene00007088	B0001.3b.1	B0001.3b.1	178163		A7LPH1	B0001.3	NP_001293870	
WBGene00007088	B0001.3c.1	B0001.3c.1	178163		A0A061ACH8	B0001.3	NP_001293870	
WBGene00007089	B0001.4a.1	B0001.4a.1	178160	Q17413		B0001.4	NP_001355517	
WBGene00007089	B0001.4c.1	B0001.4c.1	178160		A0A3P6N643	B0001.4	NP_001355517	
WBGene00007090	B0001.5.1	B0001.5.1	178162		Q17414	B0001.5	NP_502306	
WBGene00007091	B0001.6.1	B0001.6.1	178166		Q17415	eri-12	NP_001369910	
WBGene00007091	B0001.6.2	B0001.6.2	178166		Q17415	eri-12	NP_001369910	
WBGene00007092	B0001.7a.1	B0001.7a.1	178165		Q17416	B0001.7	NP_001255629	
WBGene00007092	B0001.7b.1	B0001.7b.1	178165		H9G2U9	B0001.7	NP_001255629	
WBGene00007092	B0001.7c.1	B0001.7c.1	178165		H9G2U8	B0001.7	NP_001255629	
WBGene00007093	B0001.8a.1	B0001.8a.1	178161		Q8WQH2	B0001.8	NP_001355518	
WBGene00007093	B0001.8b.1	B0001.8b.1	178161		K8ESC8	B0001.8	NP_001355518	
WBGene00007093	B0001.8c.1	B0001.8c.1	178161		A0A0K3ARG5	B0001.8	NP_001355518	
WBGene00007093	B0001.8d.1	B0001.8d.1	178161		A0A3P6NIB1	B0001.8	NP_001355518	
WBGene00007093	B0001.8d.2	B0001.8d.2	178161		A0A3P6NIB1	B0001.8	NP_001355518	
WBGene00007093	B0001.8d.3	B0001.8d.3	178161		A0A3P6NIB1	B0001.8	NP_001355518	
WBGene00007093	B0001.8d.4	B0001.8d.4	178161		A0A3P6NIB1	B0001.8	NP_001355518	
WBGene00007094	B0019.2.1	B0019.2.1	173147		G5EBL4	B0019.2	NP_493237	
WBGene00007096	B0024.3.1	B0024.3.1	181815		Q17419	B0024.3	NP_505645	
WBGene00007097	B0024.4.1	B0024.4.1	179432		Q17420	B0024.4	NP_505648	
WBGene00007099	B0024.9a.1	B0024.9a.1	179434	Q17424		trx-2	NP_001256208	
WBGene00007099	B0024.9b.1	B0024.9b.1	179434		G3MU08	trx-2	NP_001256208	
WBGene00007100	B0024.10.1	B0024.10.1	179435		Q17425	asps-1	NP_505652	
WBGene00007101	B0024.11.1	B0024.11.1	179436	Q17426		B0024.11	NP_505653	
WBGene00007102	B0024.13.1	B0024.13.1	179438	Q17428		B0024.13	NP_001256209	
WBGene00007103	B0024.14a.1	B0024.14a.1	179439		G5EEX3	crm-1	NP_001256210	
WBGene00007103	B0024.14b.1	B0024.14b.1	179439		G5EF34	crm-1	NP_001256210	
WBGene00007103	B0024.14d.1	B0024.14d.1	179439		G5EBZ2	crm-1	NP_001256210	
WBGene00007103	B0024.14f.1	B0024.14f.1	179439		E1B6S3	crm-1	NP_001256210	
WBGene00007104	B0024.15.1	B0024.15.1	266924		Q8MQG4	B0024.15	NP_741615	
WBGene00007105	B0035.1a.1	B0035.1a.1	178042		Q93156	znf-207	NP_502124	
WBGene00007105	B0035.1b.1	B0035.1b.1	178042		Q9U3S8	znf-207	NP_502124	
WBGene00007106	B0035.3.1	B0035.3.1	178044		Q17432	B0035.3	NP_502127	
WBGene00007107	B0035.4.1	B0035.4.1	178045	Q17435		pfd-4	NP_502128	
WBGene00007108	B0035.5.1	B0035.5.1	178046	Q27464		gspd-1	NP_502129	
WBGene00007109	B0035.6.1	B0035.6.1	178047	Q17436		edg-1	NP_502130	
WBGene00007110	B0035.11.1	B0035.11.1	178052	Q17431		leo-1	NP_502135	
WBGene00007111	B0035.12.1	B0035.12.1	178053	Q17430		sart-3	NP_502136	
WBGene00007111	B0035.12.2	B0035.12.2	178053	Q17430		sart-3	NP_502136	
WBGene00007112	B0035.13.1	B0035.13.1	178041		Q17437	B0035.13	NP_502123	
WBGene00007113	B0035.15.1	B0035.15.1	178039	Q17439		B0035.15	NP_502121	
WBGene00007114	B0035.16.1	B0035.16.1	178038	Q17440		mttu-1	NP_502120	
WBGene00007115	B0198.2a.1	B0198.2a.1	181375		Q17442	B0198.2	NP_001257182	
WBGene00007115	B0198.2b.1	B0198.2b.1	181375		D0VWN1	B0198.2	NP_001257182	
WBGene00007115	B0198.2b.2	B0198.2b.2	181375		D0VWN1	B0198.2	NP_001257182	
WBGene00007116	B0198.3a.1	B0198.3a.1	181830		Q17443	B0198.3	NP_001361822	
WBGene00007116	B0198.3a.2	B0198.3a.2	181830		Q17443	B0198.3	NP_001361822	
WBGene00007117	B0240.2.1	B0240.2.1	353452		Q17461	spe-42	NP_872213	
WBGene00007118	B0240.4.1	B0240.4.1	179607	Q8I4N3		npp-22	NP_505962	
