Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	NCBI gene (formerly Entrezgene) ID
WBGene00005876	C44C3.2.1	C44C3.2.1	srw-129	183441
WBGene00005877	T24A6.14.1	T24A6.14.1	srw-130	188831
WBGene00005878	K12D9.13			
WBGene00005879	T05B4.5			
WBGene00005880	T05B4.6.1	T05B4.6.1	srw-133	188102
WBGene00005881	T05B4.7.1	T05B4.7.1	srw-134	188103
WBGene00005882	K12D9.11.1	K12D9.11.1	srw-135	13212128
WBGene00005883	K12D9.10.1	K12D9.10.1	srw-136	187331
WBGene00005884	H27D07.4.1	H27D07.4.1	srw-137	186789
WBGene00005885	C44C3.3.1	C44C3.3.1	srw-138	183442
WBGene00005886	C44C3.7.1	C44C3.7.1	srw-139	183445
WBGene00005887	C03A7.3.1	C03A7.3.1	srw-140	182135
WBGene00005888	H27D07.2.1	H27D07.2.1	srw-141	186787
WBGene00005889	H05B21.3.1	H05B21.3.1	srw-142	186692
WBGene00005890	H27D07.3a.1	H27D07.3a.1	srw-143	186788
WBGene00005890	H27D07.3b.1	H27D07.3b.1	srw-143	186788
WBGene00005891	H05B21.4.1	H05B21.4.1	srw-144	186693
WBGene00005892	F59E11.1.1	F59E11.1.1	srx-1	24104676
WBGene00005893	R03H4.2.1	R03H4.2.1	srx-2	187548
WBGene00005894	R03H4.3.1	R03H4.3.1	srx-3	187549
WBGene00005895	Y49C4A.5.1	Y49C4A.5.1	srx-4	190064
WBGene00005896	Y49C4A.4a.1	Y49C4A.4a.1	srx-5	190063
WBGene00005896	Y49C4A.4b.1	Y49C4A.4b.1	srx-5	190063
WBGene00005897	F07G11.8.1	F07G11.8.1	srx-6	184161
WBGene00005898	C14C6.1.1	C14C6.1.1	srx-7	182600
WBGene00005899	C14C6.9.1	C14C6.9.1	srx-8	182605
WBGene00005900	R13D7.6.1	R13D7.6.1	srx-9	187859
WBGene00005901	R10D12.4.1	R10D12.4.1	srx-10	187761
WBGene00005902	Y97E10B.6			
WBGene00005903	Y55F3AM.2.1	Y55F3AM.2.1	srx-12	190306
WBGene00005904	C44B12.4.1	C44B12.4.1	srx-13	183437
WBGene00005905	C44B12.8.1	C44B12.8.1	srx-14	3564967
WBGene00005906	C53D6.9			
WBGene00005907	T07H8.1.1	T07H8.1.1	srx-16	188256
WBGene00005908	F55B12.8.1	F55B12.8.1	srx-17	186284
WBGene00005909	C47A10.8.1	C47A10.8.1	srx-18	183532
WBGene00005910	T05A12.1.1	T05A12.1.1	srx-19	188098
WBGene00005911	R13H7.1.1	R13H7.1.1	srx-20	187875
WBGene00005912	F31F4.4.1	F31F4.4.1	srx-21	185166
WBGene00005913	F31F4.3.1	F31F4.3.1	srx-22	185165
WBGene00005914	F31F4.2.1	F31F4.2.1	srx-23	185164
WBGene00005915	C24B9.16.1	C24B9.16.1	srx-24	3565787
WBGene00005916	C24B9.13			
WBGene00005917	R05D8.4.1	R05D8.4.1	srx-26	187605
WBGene00005918	R05D8.12			
WBGene00005919	R05D8.5.1	R05D8.5.1	srx-28	187606
WBGene00005920	K06B4.9.1	K06B4.9.1	srx-29	187057
WBGene00005921	F41H8.3			
WBGene00005922	F41H8.4.1	F41H8.4.1	srx-31	185640
WBGene00005923	R13D11.9.1	R13D11.9.1	srx-32	187868
WBGene00005924	T01C4.3.1	T01C4.3.1	srx-33	187943
WBGene00005925	T01C4.4.1	T01C4.4.1	srx-34	187944
WBGene00005926	T01C4.5			
WBGene00005927	T01C4.6.1	T01C4.6.1	srx-36	187946
WBGene00005928	T01C4.7			
WBGene00005929	C03A7.5.1	C03A7.5.1	srx-38	182137
WBGene00005930	C03A7.6.1	C03A7.6.1	srx-39	182138
WBGene00005931	T06E6.3.1	T06E6.3.1	fbxa-199	188182
WBGene00005932	F59B1.7.1	F59B1.7.1	srx-41	186592
WBGene00005933	C06B3.11.1	C06B3.11.1	srx-42	182296
WBGene00005934	T10C6.3.1	T10C6.3.1	srx-43	188374
WBGene00005935	T10C6.4.1	T10C6.4.1	srx-44	188375
WBGene00005936	K01B6.2.1	K01B6.2.1	srx-45	186838
WBGene00005937	E02C12.2.1	E02C12.2.1	srx-46	183984
WBGene00005938	E02C12.3.1	E02C12.3.1	srx-47	183985
WBGene00005939	T26H8.2.1	T26H8.2.1	srx-48	188961
WBGene00005940	T26H8.3			
WBGene00005941	Y43B11AL.2a.1	Y43B11AL.2a.1	srx-50	177478
WBGene00005941	Y43B11AL.2b.1	Y43B11AL.2b.1	srx-50	177478
WBGene00005942	T10H4.9.1	T10H4.9.1	srx-51	188398
WBGene00005943	T27C5.3			
WBGene00005944	T27C5.2			
WBGene00005945	Y102A5C.22.1	Y102A5C.22.1	srx-54	190845
WBGene00005946	Y102A5C.24			
WBGene00005947	C03G6.2.1	C03G6.2.1	srx-56	182168
WBGene00005948	C03G6.1			
WBGene00005949	C29F3.6.1	C29F3.6.1	srx-58	183007
WBGene00005950	T07H8.3.1	T07H8.3.1	srx-59	188258
WBGene00005951	R13D7.4.1	R13D7.4.1	srx-60	187858
WBGene00005952	T20C7.1			
WBGene00005953	K09D9.10.1	K09D9.10.1	srx-62	187212
WBGene00005954	K07C6.6.1	K07C6.6.1	srx-63	187094
WBGene00005955	K07C6.7.1	K07C6.7.1	srx-64	187095
WBGene00005956	K07C6.8.1	K07C6.8.1	srx-65	187096
WBGene00005957	K07C6.9.1	K07C6.9.1	srx-66	187097
WBGene00005958	K07C6.10.1	K07C6.10.1	srx-67	187098
WBGene00005958	K07C6.10.2	K07C6.10.2	srx-67	187098
WBGene00005959	K07C6.11a.1	K07C6.11a.1	srx-68	187099
WBGene00005959	K07C6.11b.1	K07C6.11b.1	srx-68	187099
WBGene00005960	K07C6.13			
WBGene00005961	K07C6.15			
WBGene00005962	F38B7.6			
WBGene00005963	F38B7.9			
WBGene00005964	F41F3.7.1	F41F3.7.1	srx-73	185629
WBGene00005965	F41F3.6a.1	F41F3.6a.1	srx-74	185628
WBGene00005965	F41F3.6b		srx-74	185628
WBGene00005966	F41F3.5			
WBGene00005967	K12G11.5.1	K12G11.5.1	srx-76	187336
WBGene00005968	K03B4.5.1	K03B4.5.1	srx-77	186920
WBGene00005969	C01G10.3.1	C01G10.3.1	srx-78	182080
WBGene00005970	C01G10.2			
WBGene00005971	F43A11.4.1	F43A11.4.1	srx-80	3564918
WBGene00005972	F43A11.5			
WBGene00005973	F43A11.6.1	F43A11.6.1	srx-82	3565043
WBGene00005974	F43A11.7			
WBGene00005975	F35B12.1a.1	F35B12.1a.1	srx-84	353451
WBGene00005975	F35B12.1b.1	F35B12.1b.1	srx-84	353451
WBGene00005976	F38B7.4.1	F38B7.4.1	srx-85	185457
WBGene00005977	F38B7.7.1	F38B7.7.1	srx-86	3565908
WBGene00005978	F38B7.8.1	F38B7.8.1	srx-87	3565609
WBGene00005979	F43A11.1.1	F43A11.1.1	srx-88	185689
WBGene00005980	F43A11.3			
WBGene00005981	H12C20.5.1	H12C20.5.1	srx-90	186725
WBGene00005982	H12C20.4			
WBGene00005983	F10G2.6a.1	F10G2.6a.1	srx-92	184316
WBGene00005983	F10G2.6a.2	F10G2.6a.2	srx-92	184316
WBGene00005983	F10G2.6b.1	F10G2.6b.1	srx-92	184316
WBGene00005984	F59B1.3.1	F59B1.3.1	srx-93	186588
WBGene00005985	F59B1.5			
WBGene00005986	F41G3.11.1	F41G3.11.1	srx-95	185633
WBGene00005987	T01D3.4a.1	T01D3.4a.1	srx-96	187951
WBGene00005987	T01D3.4b		srx-96	187951
WBGene00005988	F19B10.7.1	F19B10.7.1	srx-97	184672
WBGene00005989	F19B10.8.1	F19B10.8.1	srx-98	184673
WBGene00005990	F19B10.12			
WBGene00005991	F40H7.3			
WBGene00005992	F40H7.4.1	F40H7.4.1	srx-101	185581
WBGene00005993	F40H7.5.1	F40H7.5.1	srx-102	185582
WBGene00005994	F40H7.11			
WBGene00005995	F40H7.7.1	F40H7.7.1	srx-104	185583
WBGene00005996	F40H7.8.1	F40H7.8.1	srx-105	185584
WBGene00005997	F40H7.9			
WBGene00005998	F40H7.10			
WBGene00005999	F40H7.2.1	F40H7.2.1	srx-108	185579
WBGene00006000	F40H7.1			
WBGene00006001	C46E10.6.1	C46E10.6.1	srx-110	183508
WBGene00006002	T24E12.4.1	T24E12.4.1	srx-111	188863
WBGene00006003	T24E12.8.1	T24E12.8.1	srx-112	188865
WBGene00006004	F56H9.1.1	F56H9.1.1	srx-113	186424
WBGene00006005	F07F6.9.1	F07F6.9.1	srx-114	259893
WBGene00006006	B0507.11.1	B0507.11.1	srx-115	3565596
WBGene00006007	W05B10.5a.1	W05B10.5a.1	srx-116	189212
WBGene00006007	W05B10.5b.1	W05B10.5b.1	srx-116	189212
WBGene00006008	C14C11.5.1	C14C11.5.1	srx-117	182611
WBGene00006009	T21B4.12.1	T21B4.12.1	srx-118	188681
WBGene00006010	F49C5.1.1	F49C5.1.1	srx-119	186012
WBGene00006011	F49C5.2.1	F49C5.2.1	srx-120	186013
WBGene00006012	C04E12.8.1	C04E12.8.1	srx-121	182213
WBGene00006013	F35F10.8.1	F35F10.8.1	srx-122	185313
WBGene00006014	K09H11.2			
WBGene00006015	K09H11.8			
WBGene00006016	F32H5.6a.1	F32H5.6a.1	srx-125	185218
WBGene00006016	F32H5.6b.1	F32H5.6b.1	srx-125	185218
WBGene00006016	F32H5.6c.1	F32H5.6c.1	srx-125	185218
WBGene00006017	T08G3.9			
WBGene00006018	R10D12.3			
WBGene00006019	F55B12.7.1	F55B12.7.1	srx-128	186283
WBGene00006020	F55B12.9.1	F55B12.9.1	srx-129	3565982
WBGene00006020	F55B12.9.2	F55B12.9.2	srx-129	3565982
WBGene00006021	F09F3.1a.1	F09F3.1a.1	srx-130	184249
WBGene00006021	F09F3.1b.1	F09F3.1b.1	srx-130	184249
WBGene00006022	F09F3.2.1	F09F3.2.1	srx-131	184250
WBGene00006023	F09F3.3			
WBGene00006024	F09F3.4.1	F09F3.4.1	srx-133	184252
WBGene00006025	F09F3.7.1	F09F3.7.1	srx-134	184254
WBGene00006026	F09F3.11.1	F09F3.11.1	srx-135	184256
WBGene00006027	F09F3.12.1	F09F3.12.1	srx-136	184257
WBGene00006028	F09F3.13.1	F09F3.13.1	srx-137	184258
WBGene00006029	T07H8.2			
WBGene00006038	E03H12.10.1	E03H12.10.1	ssp-9	177264
WBGene00006039	K07F5.9.1	K07F5.9.1	ssp-10	177834
WBGene00006040	T28H11.6.1	T28H11.6.1	ssp-11	177266
WBGene00006044	T27A3.3.1	T27A3.3.1	ssp-16	172294
WBGene00006047	C55C2.2.1	C55C2.2.1	ssp-19	171813
WBGene00006048	ZK1225.6.1	ZK1225.6.1	ssp-31	173187
WBGene00006049	F32B6.7.1	F32B6.7.1	ssp-32	191963
WBGene00006050	K07F5.11.1	K07F5.11.1	ssq-1	177835
WBGene00006051	T28H11.5.1	T28H11.5.1	ssq-2	177265
WBGene00006052	ZC477.1.1	ZC477.1.1	ssq-3	191964
WBGene00006053	T28H11.1.1	T28H11.1.1	ssq-4	177269
WBGene00006055	C14A11.7.1	C14A11.7.1	ssr-2	191965
WBGene00006056	F32B6.5.1	F32B6.5.1	sss-1	177843
WBGene00006057	F47B8.11			
WBGene00006058	F54C1.9.1	F54C1.9.1	sst-20	172125
WBGene00006059	F54C9.2.1	F54C9.2.1	stc-1	174368
WBGene00006060	ZC513.12.1	ZC513.12.1	sth-1	179188
WBGene00006061	F30A10.5a.1	F30A10.5a.1	stl-1	172777
WBGene00006061	F30A10.5b.1	F30A10.5b.1	stl-1	172777
WBGene00006062	F30A10.8.1	F30A10.8.1	stn-1	266844
WBGene00006062	F30A10.8.2	F30A10.8.2	stn-1	266844
WBGene00006062	F30A10.8.3	F30A10.8.3	stn-1	266844
WBGene00006063	F08C6.4a.1	F08C6.4a.1	sto-1	181017
WBGene00006063	F08C6.4b.1	F08C6.4b.1	sto-1	181017
WBGene00006064	F32A6.5a.1	F32A6.5a.1	sto-2	180802
WBGene00006064	F32A6.5b.1	F32A6.5b.1	sto-2	180802
WBGene00006064	F32A6.5c.1	F32A6.5c.1	sto-2	180802
WBGene00006064	F32A6.5d.1	F32A6.5d.1	sto-2	180802
WBGene00006065	F52D10.5.1	F52D10.5.1	sto-3	191966
WBGene00006066	Y71H9A.3.1	Y71H9A.3.1	sto-4	181350
WBGene00006066	Y71H9A.3.2	Y71H9A.3.2	sto-4	181350
WBGene00006067	F41G4.3a.1	F41G4.3a.1	sto-5	181730
WBGene00006067	F41G4.3b.1	F41G4.3b.1	sto-5	181730
WBGene00006067	F41G4.3c.1	F41G4.3c.1	sto-5	181730
WBGene00006067	F41G4.3d.1	F41G4.3d.1	sto-5	181730
WBGene00006067	F41G4.3d.2	F41G4.3d.2	sto-5	181730
WBGene00006067	F41G4.3d.3	F41G4.3d.3	sto-5	181730
WBGene00006067	F41G4.3e.1	F41G4.3e.1	sto-5	181730
WBGene00006068	Y71H9A.2.1	Y71H9A.2.1	sto-6	190619
WBGene00006069	C42D4.5.1	C42D4.5.1	str-1	191967
WBGene00006070	C50C10.7.1	C50C10.7.1	str-2	179377
WBGene00006071	M7.13.1	M7.13.1	str-3	187459
WBGene00006072	C50B6.10.1	C50B6.10.1	str-4	183637
WBGene00006073	T23D5.12.1	T23D5.12.1	str-5	188791
WBGene00006074	T23D5.10.1	T23D5.10.1	str-6	188789
WBGene00006075	F22B8.5a.1	F22B8.5a.1	str-7	184824
WBGene00006075	F22B8.5b		str-7	184824
WBGene00006075	F22B8.5c.1	F22B8.5c.1	str-7	184824
WBGene00006076	T23D5.11.1	T23D5.11.1	str-8	188790
WBGene00006077	F57A10.1.1	F57A10.1.1	str-9	186433
WBGene00006078	R03G8.5a.1	R03G8.5a.1	str-10	187547
WBGene00006078	R03G8.5b.1	R03G8.5b.1	str-10	187547
WBGene00006079	Y73F8A.7			
WBGene00006080	B0391.4.1	B0391.4.1	str-12	353481
WBGene00006081	C24B9.8.1	C24B9.8.1	str-13	191968
WBGene00006082	T08G3.2.1	T08G3.2.1	str-14	188293
WBGene00006083	T08G3.1.1	T08G3.1.1	str-15	188292
WBGene00006084	Y73C8A.1a		str-16	191969
WBGene00006084	Y73C8A.1b.1	Y73C8A.1b.1	str-16	191969
WBGene00006085	T23D5.6.1	T23D5.6.1	str-18	188785
WBGene00006086	T23D5.7.1	T23D5.7.1	str-19	188786
WBGene00006086	T23D5.7.2	T23D5.7.2	str-19	188786
WBGene00006087	C05E4.2a.1	C05E4.2a.1	str-20	191970
WBGene00006087	C05E4.2b.1	C05E4.2b.1	str-20	191970
WBGene00006088	C08F1.2			
WBGene00006089	C08F1.7			
WBGene00006090	C55A1.5.1	C55A1.5.1	str-23	183826
WBGene00006091	R13D7.9			
WBGene00006092	F44G3.11a.1	F44G3.11a.1	str-25	185759
WBGene00006092	F44G3.11b		str-25	185759
WBGene00006093	T23D5.1.1	T23D5.1.1	str-27	188782
WBGene00006094	F25E5.12.1	F25E5.12.1	str-28	191971
WBGene00006095	C18B10.9			
WBGene00006096	T27C4.3.1	T27C4.3.1	str-30	191972
WBGene00006097	C54F6.10.1	C54F6.10.1	str-31	179136
WBGene00006098	T19H12.7.1	T19H12.7.1	str-32	191973
WBGene00006099	C24B9.1.1	C24B9.1.1	str-33	191974
WBGene00006100	T08H10.5			
WBGene00006101	T08H10.2.1	T08H10.2.1	str-35	13212612
WBGene00006102	C50B6.12.1	C50B6.12.1	str-37	183639
WBGene00006103	T23D5.2.1	T23D5.2.1	str-38	188783
WBGene00006104	F37B4.12.1	F37B4.12.1	str-39	191975
WBGene00006105	C50H11.12.1	C50H11.12.1	str-40	191976
WBGene00006106	R13D7.1.1	R13D7.1.1	str-41	179129
WBGene00006107	K09D9.5			
WBGene00006108	T23D5.9.1	T23D5.9.1	str-43	188788
WBGene00006109	C42D4.4.1	C42D4.4.1	str-44	191978
WBGene00006110	T09F5.3.1	T09F5.3.1	str-45	188343
WBGene00006111	C31B8.6a.1	C31B8.6a.1	str-46	191979
WBGene00006111	C31B8.6b		str-46	191979
WBGene00006112	F07C4.1.1	F07C4.1.1	str-47	184129
WBGene00006113	C34D4.8.1	C34D4.8.1	str-48	191980
WBGene00006114	C34D4.7			
WBGene00006115	C34D4.16			
WBGene00006116	C34D4.6			
WBGene00006117	C45H4.12.1	C45H4.12.1	str-52	183493
WBGene00006118	T02B11.2			
WBGene00006119	R11G11.15			
WBGene00006120	F26D2.7.1	F26D2.7.1	str-55	184963
WBGene00006121	T06C12.3.1	T06C12.3.1	str-56	188164
WBGene00006122	T06C12.2.1	T06C12.2.1	str-57	188163
WBGene00006123	T28A11.8			
WBGene00006124	T06C12.1.1	T06C12.1.1	str-60	188162
WBGene00006125	F14F8.1.1	F14F8.1.1	str-61	184475
WBGene00006126	C17B7.1.1	C17B7.1.1	str-63	191981
WBGene00006127	T28A11.1.1	T28A11.1.1	str-64	191982
WBGene00006128	Y73C8C.5.1	Y73C8C.5.1	str-66	191983
WBGene00006129	K10C9.6.1	K10C9.6.1	str-67	191984
WBGene00006130	Y73C8C.6a.1	Y73C8C.6a.1	str-68	191985
WBGene00006130	Y73C8C.6b.1	Y73C8C.6b.1	str-68	191985
WBGene00006131	Y73C8C.11.1	Y73C8C.11.1	str-69	191986
WBGene00006132	C50H11.16			
WBGene00006133	T23F1.4.1	T23F1.4.1	str-71	188801
WBGene00006134	F26D2.1.1	F26D2.1.1	str-73	184960
WBGene00006135	C14H10.4.1	C14H10.4.1	str-74	182621
WBGene00006136	C01B4.10.1	C01B4.10.1	str-76	191987
WBGene00006137	W06D12.4.1	W06D12.4.1	str-77	189247
WBGene00006138	Y40H7A.1.1	Y40H7A.1.1	str-78	189800
WBGene00006139	F52D2.9.1	F52D2.9.1	str-79	191988
WBGene00006140	T26H2.6a.1	T26H2.6a.1	str-81	188951
WBGene00006140	T26H2.6b		str-81	188951
WBGene00006141	B0213.8.1	B0213.8.1	str-82	191989
WBGene00006142	B0213.7.1	B0213.7.1	str-83	191990
WBGene00006143	F59E11.13.1	F59E11.13.1	str-84	191991
WBGene00006144	F59E11.15.1	F59E11.15.1	str-85	191992
WBGene00006145	F59E11.14.1	F59E11.14.1	str-86	191993
WBGene00006146	F59E11.16.1	F59E11.16.1	str-87	191994
WBGene00006147	R08H2.2.1	R08H2.2.1	str-88	187709
WBGene00006148	F59A1.4.1	F59A1.4.1	str-89	186558
WBGene00006149	F58G4.2.1	F58G4.2.1	str-90	191995
WBGene00006150	F59A1.3.1	F59A1.3.1	str-92	186557
WBGene00006151	F59A1.14.1	F59A1.14.1	str-93	3565280
WBGene00006152	F07C3.8.1	F07C3.8.1	str-94	191996
WBGene00006153	T10H4.2.1	T10H4.2.1	str-96	188391
WBGene00006154	F10A3.8.1	F10A3.8.1	str-97	184278
WBGene00006155	F10A3.6.1	F10A3.6.1	str-99	184276
WBGene00006156	Y6E2A.2.1	Y6E2A.2.1	str-101	189373
WBGene00006157	R08H2.13.1	R08H2.13.1	str-102	187720
WBGene00006158	F44G3.1.1	F44G3.1.1	str-103	185753
WBGene00006159	K05D4.2.1	K05D4.2.1	str-106	187023
WBGene00006160	F10A3.13.1	F10A3.13.1	str-108	184282
WBGene00006161	F10A3.5.1	F10A3.5.1	str-109	184275
WBGene00006162	F10A3.15.1	F10A3.15.1	str-111	184283
WBGene00006163	F10D2.4.1	F10D2.4.1	str-112	191997
WBGene00006164	Y39H10B.1a.1	Y39H10B.1a.1	str-113	191998
WBGene00006164	Y39H10B.1b.1	Y39H10B.1b.1	str-113	191998
WBGene00006165	F59B1.1a.1	F59B1.1a.1	str-114	191999
WBGene00006165	F59B1.1b.1	F59B1.1b.1	str-114	191999
WBGene00006166	F07B10.3.1	F07B10.3.1	str-115	184122
WBGene00006167	F07B10.2.1	F07B10.2.1	str-116	184121
WBGene00006168	T26H5.7			
WBGene00006169	F57A8.3a.1	F57A8.3a.1	str-118	186429
WBGene00006169	F57A8.3b.1	F57A8.3b.1	str-118	186429
WBGene00006169	F57A8.3c.1	F57A8.3c.1	str-118	186429
WBGene00006170	C13B7.5.1	C13B7.5.1	str-119	192000
WBGene00006171	C13B7.2.1	C13B7.2.1	str-120	192001
WBGene00006172	R02C2.5.1	R02C2.5.1	str-121	192002
WBGene00006173	W03D2.10			
WBGene00006174	T22H6.4.1	T22H6.4.1	str-123	188769
WBGene00006175	T22H6.3.1	T22H6.3.1	str-124	188768
WBGene00006176	T05E12.1.1	T05E12.1.1	str-125	188134
WBGene00006177	C09H5.8			
WBGene00006178	F58G4.5.1	F58G4.5.1	str-129	192004
WBGene00006179	C09H5.9.1	C09H5.9.1	str-130	192005
WBGene00006180	C09H5.6.1	C09H5.6.1	str-131	192006
WBGene00006181	C05E4.5			
WBGene00006182	C05E4.6a.1	C05E4.6a.1	str-134	192007
WBGene00006182	C05E4.6b.1	C05E4.6b.1	str-134	192007
WBGene00006183	F21F8.10.1	F21F8.10.1	str-135	192008
WBGene00006184	F21F8.9.1	F21F8.9.1	str-136	192009
WBGene00006185	F21F8.8			
WBGene00006186	ZC513.9.1	ZC513.9.1	str-139	192010
WBGene00006187	ZC513.11.1	ZC513.11.1	str-138	192011
WBGene00006188	C09H5.3.1	C09H5.3.1	str-140	192012
WBGene00006189	F47G9.2.1	F47G9.2.1	str-141	185949
WBGene00006190	C09H5.4.1	C09H5.4.1	str-143	192013
WBGene00006191	C09H5.5.1	C09H5.5.1	str-144	192014
WBGene00006192	F58G4.7.1	F58G4.7.1	str-145	192015
WBGene00006193	F58G4.6.1	F58G4.6.1	str-146	192016
WBGene00006194	C12D5.1			
WBGene00006195	M01D1.1a.1	M01D1.1a.1	str-148	173486
WBGene00006195	M01D1.1b.1	M01D1.1b.1	str-148	173486
WBGene00006196	Y32B12B.5.1	Y32B12B.5.1	str-149	189568
WBGene00006197	T03E6.4.1	T03E6.4.1	str-150	188017
WBGene00006198	T03E6.1.1	T03E6.1.1	str-151	188014
WBGene00006199	Y9C9A.7.1	Y9C9A.7.1	str-153	189413
WBGene00006200	Y45G12C.12a.1	Y45G12C.12a.1	str-154	192017
WBGene00006200	Y45G12C.12b.1	Y45G12C.12b.1	str-154	192017
WBGene00006201	Y9C9A.10.1	Y9C9A.10.1	str-155	189415
WBGene00006202	Y9C9A.11.1	Y9C9A.11.1	str-156	189416
WBGene00006203	Y9C9A.9.1	Y9C9A.9.1	str-158	189414
WBGene00006204	Y9C9A.18.1	Y9C9A.18.1	str-159	189423
WBGene00006205	ZK697.10.1	ZK697.10.1	str-160	192018
WBGene00006206	T08B6.3.1	T08B6.3.1	str-161	192019
WBGene00006207	E03H12.1.1	E03H12.1.1	str-162	192020
WBGene00006208	Y9C9A.3.1	Y9C9A.3.1	str-163	189409
WBGene00006209	Y9C9A.2.1	Y9C9A.2.1	str-164	189408
WBGene00006210	F55B12.6.1	F55B12.6.1	str-165	186282
WBGene00006211	T08B6.6.1	T08B6.6.1	str-166	192021
WBGene00006212	Y9C9A.6.1	Y9C9A.6.1	str-168	189412
WBGene00006213	Y9C9A.4.1	Y9C9A.4.1	str-169	189410
WBGene00006214	T08B6.7.1	T08B6.7.1	str-170	192022
WBGene00006215	T01G5.5.1	T01G5.5.1	str-171	187958
WBGene00006216	Y17G9A.5.1	Y17G9A.5.1	str-172	189462
WBGene00006217	Y17G9A.1.1	Y17G9A.1.1	str-173	189459
WBGene00006218	Y17G9A.7a.1	Y17G9A.7a.1	str-174	189464
WBGene00006218	Y17G9A.7b.1	Y17G9A.7b.1	str-174	189464
WBGene00006219	Y17G9A.6.1	Y17G9A.6.1	str-175	189463
WBGene00006220	T01B11.5a.1	T01B11.5a.1	str-176	13197055
WBGene00006220	T01B11.5b.1	T01B11.5b.1	str-176	13197055
WBGene00006221	T18H9.4.1	T18H9.4.1	str-177	192023
WBGene00006222	R11D1.5.1	R11D1.5.1	str-178	187806
WBGene00006223	F36H5.7			
WBGene00006224	T10H9.6a.1	T10H9.6a.1	str-180	192024
WBGene00006224	T10H9.6b.1	T10H9.6b.1	str-180	192024
WBGene00006225	R11D1.6.1	R11D1.6.1	str-181	187807
WBGene00006226	C12D8.12.1	C12D8.12.1	str-182	182544
WBGene00006227	T13F3.1			
WBGene00006228	R08C7.7.1	R08C7.7.1	str-185	192025
WBGene00006229	F26D10.8.1	F26D10.8.1	str-187	184970
WBGene00006230	F40F9.4.1	F40F9.4.1	str-188	185543
WBGene00006231	C18B10.7.1	C18B10.7.1	str-190	192026
WBGene00006232	C50C10.6.1	C50C10.6.1	str-193	183649
WBGene00006233	T01G6.3.1	T01G6.3.1	str-196	192027
WBGene00006234	ZK285.1.1	ZK285.1.1	str-198	191280
WBGene00006235	Y68A4A.3.1	Y68A4A.3.1	str-199	190524
WBGene00006236	F20E11.4.1	F20E11.4.1	str-200	184732
WBGene00006237	F10D2.1.1	F10D2.1.1	str-204	179102
WBGene00006238	C02E7.9.1	C02E7.9.1	str-205	192028
WBGene00006239	W06H8.7.1	W06H8.7.1	str-206	192029
WBGene00006240	F26G5.4.1	F26G5.4.1	str-207	184997
WBGene00006241	F26G5.2.1	F26G5.2.1	str-208	184996
WBGene00006242	F26G5.5.1	F26G5.5.1	str-209	184998
WBGene00006243	F26G5.11			
WBGene00006244	C02E7.13.1	C02E7.13.1	str-211	192030
WBGene00006245	C02E7.12			
WBGene00006246	C02E7.11			
WBGene00006247	C31A11.9.1	C31A11.9.1	str-214	183075
WBGene00006248	K02H11.5			
WBGene00006249	Y102A5C.28.1	Y102A5C.28.1	str-217	190851
WBGene00006250	C42D4.10			
WBGene00006251	C42D4.9.1	C42D4.9.1	str-220	192031
WBGene00006252	Y46H3D.2.1	Y46H3D.2.1	str-221	192032
WBGene00006253	Y46H3D.3.1	Y46H3D.3.1	str-222	192033
WBGene00006254	F49C5.6			
WBGene00006255	K10C9.8			
WBGene00006256	C07G3.6.1	C07G3.6.1	str-225	192035
WBGene00006257	C07G3.4.1	C07G3.4.1	str-226	192036
WBGene00006258	C07G3.3a.1	C07G3.3a.1	str-227	192037
WBGene00006258	C07G3.3b.1	C07G3.3b.1	str-227	192037
WBGene00006259	C07G3.5.1	C07G3.5.1	str-228	192038
WBGene00006260	C17E7.11.1	C17E7.11.1	str-229	192039
WBGene00006261	T16A9.2.1	T16A9.2.1	str-230	188548
WBGene00006262	C06C6.3.1	C06C6.3.1	str-231	182308
WBGene00006263	T10C6.1.1	T10C6.1.1	str-232	188372
WBGene00006264	C06C6.2.1	C06C6.2.1	str-233	182307
WBGene00006265	K02H11.3.1	K02H11.3.1	str-236	192040
WBGene00006266	R09E12.4.1	R09E12.4.1	str-238	192041
WBGene00006267	K02H11.1			
WBGene00006268	K02H11.2.1	K02H11.2.1	str-240	192042
WBGene00006269	Y73C8C.1			
WBGene00006270	K02H11.7.1	K02H11.7.1	str-243	192043
WBGene00006271	C50H11.9.1	C50H11.9.1	str-244	192044
WBGene00006272	F32A7.7.1	F32A7.7.1	str-245	185187
WBGene00006273	W09D6.3.1	W09D6.3.1	str-246	189316
WBGene00006274	B0213.9.1	B0213.9.1	str-247	181846
WBGene00006275	C55A1.3.1	C55A1.3.1	str-248	183824
WBGene00006276	C42D4.12.1	C42D4.12.1	str-249	13196560
WBGene00006277	C06B3.10.1	C06B3.10.1	str-250	182295
WBGene00006278	C06B3.9.1	C06B3.9.1	str-252	182294
WBGene00006279	F41B5.8a.1	F41B5.8a.1	str-253	185592
WBGene00006279	F41B5.8b		str-253	185592
WBGene00006280	F10A3.9.1	F10A3.9.1	str-254	184279
WBGene00006281	C45H4.15.1	C45H4.15.1	str-255	183495
WBGene00006282	T01G6.9.1	T01G6.9.1	str-256	192045
WBGene00006283	C01B4.1.1	C01B4.1.1	str-257	182052
