Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	NCBI gene (formerly Entrezgene) ID
ENSRNOG00000015488	ENSRNOT00000105758	ENSRNOP00000092848	Tead1	361630
ENSRNOG00000015488	ENSRNOT00000099524	ENSRNOP00000077383	Tead1	361630
ENSRNOG00000015488	ENSRNOT00000096896	ENSRNOP00000082861	Tead1	361630
ENSRNOG00000015488	ENSRNOT00000101620	ENSRNOP00000085279	Tead1	361630
ENSRNOG00000032412	ENSRNOT00000041980	ENSRNOP00000047287	Wfdc12	408227
ENSRNOG00000012034	ENSRNOT00000090543	ENSRNOP00000071888	Ces2i	292152
ENSRNOG00000032224	ENSRNOT00000040210	ENSRNOP00000039602		364723
ENSRNOG00000032224	ENSRNOT00000040210	ENSRNOP00000039602		295277
ENSRNOG00000015609	ENSRNOT00000020889	ENSRNOP00000020889	Wdr27	308222
ENSRNOG00000015609	ENSRNOT00000021141	ENSRNOP00000021141	Wdr27	308222
ENSRNOG00000005884	ENSRNOT00000008364	ENSRNOP00000008364	Emc7	296050
ENSRNOG00000030776	ENSRNOT00000114461	ENSRNOP00000096638	Sytl2	361604
ENSRNOG00000030776	ENSRNOT00000103814	ENSRNOP00000077270	Sytl2	361604
ENSRNOG00000030776	ENSRNOT00000045048	ENSRNOP00000048585	Sytl2	361604
ENSRNOG00000020308	ENSRNOT00000096349	ENSRNOP00000085027	Ech1	64526
ENSRNOG00000020308	ENSRNOT00000027537	ENSRNOP00000027537	Ech1	64526
ENSRNOG00000021222	ENSRNOT00000114809	ENSRNOP00000095488	Vps16	296159
ENSRNOG00000021222	ENSRNOT00000028821	ENSRNOP00000028821	Vps16	296159
ENSRNOG00000021222	ENSRNOT00000099262	ENSRNOP00000083827	Vps16	296159
ENSRNOG00000009491	ENSRNOT00000089477	ENSRNOP00000072169	Phc3	310258
ENSRNOG00000009491	ENSRNOT00000110653	ENSRNOP00000078977	Phc3	310258
ENSRNOG00000009491	ENSRNOT00000109697	ENSRNOP00000096050	Phc3	310258
ENSRNOG00000009491	ENSRNOT00000066495	ENSRNOP00000063002	Phc3	310258
ENSRNOG00000021032	ENSRNOT00000028549	ENSRNOP00000028549	Sphk2	308589
ENSRNOG00000068047	ENSRNOT00000043742	ENSRNOP00000051044	Olr439	295710
ENSRNOG00000053099	ENSRNOT00000090458	ENSRNOP00000073125	Wfdc15a	408226
ENSRNOG00000010084	ENSRNOT00000095002	ENSRNOP00000080941	Ythdf3	361920
ENSRNOG00000010084	ENSRNOT00000100939	ENSRNOP00000089267	Ythdf3	361920
ENSRNOG00000010084	ENSRNOT00000067556	ENSRNOP00000060081	Ythdf3	361920
ENSRNOG00000010084	ENSRNOT00000095703	ENSRNOP00000083673	Ythdf3	361920
ENSRNOG00000042705	ENSRNOT00000066725	ENSRNOP00000061585	Zc2hc1b	100361672
ENSRNOG00000042705	ENSRNOT00000081112	ENSRNOP00000070528	Zc2hc1b	100361672
ENSRNOG00000024046	ENSRNOT00000030295	ENSRNOP00000037841	Sprr3	310575
ENSRNOG00000011363	ENSRNOT00000086609	ENSRNOP00000073608	Napepld	296757
ENSRNOG00000011363	ENSRNOT00000104090	ENSRNOP00000082713	Napepld	296757
ENSRNOG00000011363	ENSRNOT00000116230	ENSRNOP00000082705	Napepld	296757
ENSRNOG00000011363	ENSRNOT00000117324	ENSRNOP00000094226	Napepld	296757
ENSRNOG00000011363	ENSRNOT00000015322	ENSRNOP00000015322	Napepld	296757
ENSRNOG00000015573	ENSRNOT00000020972	ENSRNOP00000020972	Ctbs	81652
ENSRNOG00000068628	ENSRNOT00000118250	ENSRNOP00000088798	Klk1c6	408242
ENSRNOG00000068628	ENSRNOT00000079624	ENSRNOP00000074118	Klk1c6	408242
ENSRNOG00000068628	ENSRNOT00000105261	ENSRNOP00000094719	Klk1c6	408242
ENSRNOG00000017191	ENSRNOT00000082645	ENSRNOP00000073760	Trim5	499223
ENSRNOG00000017191	ENSRNOT00000082645	ENSRNOP00000073760	Trim5	308906
ENSRNOG00000017191	ENSRNOT00000106057	ENSRNOP00000084719	Trim5	499223
ENSRNOG00000017191	ENSRNOT00000106057	ENSRNOP00000084719	Trim5	308906
ENSRNOG00000017191	ENSRNOT00000023100	ENSRNOP00000023099	Trim5	499223
ENSRNOG00000017191	ENSRNOT00000023100	ENSRNOP00000023099	Trim5	308906
ENSRNOG00000017191	ENSRNOT00000030827	ENSRNOP00000038739	Trim5	499223
ENSRNOG00000017191	ENSRNOT00000030827	ENSRNOP00000038739	Trim5	308906
ENSRNOG00000009565	ENSRNOT00000120230	ENSRNOP00000095804	Pdk4	89813
ENSRNOG00000009565	ENSRNOT00000012760	ENSRNOP00000012759	Pdk4	89813
ENSRNOG00000016624	ENSRNOT00000022273		AABR07000276.1	
ENSRNOG00000053696	ENSRNOT00000079637	ENSRNOP00000069510	AC135294.1	
ENSRNOG00000045997	ENSRNOT00000073587	ENSRNOP00000065940	Chst14	691394
ENSRNOG00000018236	ENSRNOT00000024593	ENSRNOP00000024593	Cym	56825
ENSRNOG00000070392	ENSRNOT00000118125	ENSRNOP00000091162	Spty2d1	100365259
ENSRNOG00000008170	ENSRNOT00000010939	ENSRNOP00000010938	Jph2	296345
ENSRNOG00000021670	ENSRNOT00000031487	ENSRNOP00000031592	Frem2	310418
ENSRNOG00000063151	ENSRNOT00000114505	ENSRNOP00000087920		
ENSRNOG00000063151	ENSRNOT00000104353	ENSRNOP00000092760		
ENSRNOG00000063151	ENSRNOT00000098534	ENSRNOP00000089700		
ENSRNOG00000063151	ENSRNOT00000094870	ENSRNOP00000087039		
ENSRNOG00000063151	ENSRNOT00000097413	ENSRNOP00000095376		
ENSRNOG00000053325	ENSRNOT00000087275	ENSRNOP00000073721	AABR07009105.1	
ENSRNOG00000053325	ENSRNOT00000098881	ENSRNOP00000090951	AABR07009105.1	
ENSRNOG00000018864	ENSRNOT00000025614	ENSRNOP00000025614	Klk4	408210
ENSRNOG00000018369	ENSRNOT00000103350	ENSRNOP00000089560	Prx	78960
ENSRNOG00000018369	ENSRNOT00000024771	ENSRNOP00000024771	Prx	78960
ENSRNOG00000025587	ENSRNOT00000030329	ENSRNOP00000030918	Plagl1	25157
ENSRNOG00000023053	ENSRNOT00000099989	ENSRNOP00000091423	Ice1	306665
ENSRNOG00000023053	ENSRNOT00000112308	ENSRNOP00000095586	Ice1	306665
ENSRNOG00000023053	ENSRNOT00000061873	ENSRNOP00000058589	Ice1	306665
ENSRNOG00000023053	ENSRNOT00000119576	ENSRNOP00000082427	Ice1	306665
ENSRNOG00000068970	ENSRNOT00000117701	ENSRNOP00000093821		
ENSRNOG00000050257	ENSRNOT00000040529	ENSRNOP00000073738	AABR07003273.1	
ENSRNOG00000071068	ENSRNOT00000035328	ENSRNOP00000033808	Ifnl3	685840
ENSRNOG00000068373	ENSRNOT00000096682			
ENSRNOG00000028779	ENSRNOT00000047560	ENSRNOP00000051128	Wfdc15b	408230
ENSRNOG00000066474	ENSRNOT00000098159	ENSRNOP00000076674		
ENSRNOG00000004755	ENSRNOT00000006628	ENSRNOP00000006628	Commd9	295956
ENSRNOG00000004755	ENSRNOT00000081984	ENSRNOP00000070509	Commd9	295956
ENSRNOG00000015678	ENSRNOT00000021063	ENSRNOP00000021063	Spata1	362056
ENSRNOG00000015678	ENSRNOT00000095066	ENSRNOP00000093363	Spata1	362056
ENSRNOG00000012199	ENSRNOT00000016236	ENSRNOP00000016236	Sox2	499593
ENSRNOG00000012785	ENSRNOT00000044020	ENSRNOP00000042700	Armc10	296758
ENSRNOG00000069023	ENSRNOT00000118758	ENSRNOP00000089258		102556043
ENSRNOG00000033498	ENSRNOT00000119387	ENSRNOP00000085326	Cib1	81823
ENSRNOG00000033498	ENSRNOT00000109833	ENSRNOP00000090872	Cib1	81823
ENSRNOG00000033498	ENSRNOT00000116201	ENSRNOP00000085818	Cib1	81823
ENSRNOG00000033498	ENSRNOT00000107481	ENSRNOP00000091119	Cib1	81823
ENSRNOG00000033498	ENSRNOT00000042558	ENSRNOP00000047025	Cib1	81823
ENSRNOG00000042852	ENSRNOT00000062030	ENSRNOP00000058735	AABR07000158.1	
ENSRNOG00000005545	ENSRNOT00000007336	ENSRNOP00000007336	Cst5	366219
ENSRNOG00000070184	ENSRNOT00000108772	ENSRNOP00000093357	1600012H06Rik	100125364
ENSRNOG00000070184	ENSRNOT00000095112	ENSRNOP00000080983	1600012H06Rik	100125364
ENSRNOG00000065015	ENSRNOT00000110306	ENSRNOP00000088859		
ENSRNOG00000019432	ENSRNOT00000026288	ENSRNOP00000026288	Lypd5	502308
ENSRNOG00000016146	ENSRNOT00000021604	ENSRNOP00000021604		
ENSRNOG00000012460	ENSRNOT00000016690	ENSRNOP00000016690	Cntf	25707
ENSRNOG00000063191	ENSRNOT00000110103	ENSRNOP00000086988		
ENSRNOG00000011383	ENSRNOT00000015217	ENSRNOP00000015217	Ndufs4	499529
ENSRNOG00000011383	ENSRNOT00000093889	ENSRNOP00000076767	Ndufs4	499529
ENSRNOG00000016842	ENSRNOT00000022731	ENSRNOP00000022731	Pifo	691223
ENSRNOG00000016842	ENSRNOT00000049155	ENSRNOP00000048012	Pifo	691223
ENSRNOG00000031202	ENSRNOT00000078058	ENSRNOP00000070617	Trim30c	102554102
ENSRNOG00000068605	ENSRNOT00000114730	ENSRNOP00000084729		
ENSRNOG00000069335	ENSRNOT00000105434	ENSRNOP00000096162		
ENSRNOG00000069335	ENSRNOT00000119834	ENSRNOP00000096560		
ENSRNOG00000009662	ENSRNOT00000012951	ENSRNOP00000012951	Rspo4	499918
ENSRNOG00000014483	ENSRNOT00000031672	ENSRNOP00000035575	Ino80	296084
ENSRNOG00000014483	ENSRNOT00000098694	ENSRNOP00000089433	Ino80	296084
ENSRNOG00000063141	ENSRNOT00000048152	ENSRNOP00000047971	Vom1r46	494286
ENSRNOG00000063141	ENSRNOT00000119156	ENSRNOP00000081891	Vom1r46	494286
ENSRNOG00000020057	ENSRNOT00000027202	ENSRNOP00000027202	Tex101	207113
ENSRNOG00000066298	ENSRNOT00000108950			
ENSRNOG00000013510	ENSRNOT00000018040	ENSRNOP00000018040	Tmem60	296761
ENSRNOG00000013510	ENSRNOT00000104955	ENSRNOP00000080072	Tmem60	296761
ENSRNOG00000008168	ENSRNOT00000011044	ENSRNOP00000011044	Wnt5b	282582
ENSRNOG00000019948	ENSRNOT00000027067	ENSRNOP00000027067	Phf20	311575
ENSRNOG00000019948	ENSRNOT00000095858	ENSRNOP00000090317	Phf20	311575
ENSRNOG00000026163	ENSRNOT00000035908	ENSRNOP00000032802	Cpt1c	308579
ENSRNOG00000061312	ENSRNOT00000085273	ENSRNOP00000072702	Phf10	292404
ENSRNOG00000015982	ENSRNOT00000021674	ENSRNOP00000021674	Wnt11	140584
ENSRNOG00000069649	ENSRNOT00000099075	ENSRNOP00000093169		
ENSRNOG00000004779	ENSRNOT00000006362	ENSRNOP00000006362	Cstl1	296220
ENSRNOG00000013662	ENSRNOT00000018294	ENSRNOP00000018294	Erich6	499626
ENSRNOG00000004918	ENSRNOT00000006524	ENSRNOP00000006524	Kcna4	25469
ENSRNOG00000068087	ENSRNOT00000110303	ENSRNOP00000087379		
ENSRNOG00000068273	ENSRNOT00000047147	ENSRNOP00000051358	Vom2r31	286985
ENSRNOG00000011977	ENSRNOT00000016506	ENSRNOP00000016506	Sema5a	310207
ENSRNOG00000011977	ENSRNOT00000085094	ENSRNOP00000074231	Sema5a	310207
ENSRNOG00000040242	ENSRNOT00000061930	ENSRNOP00000058646	Epm2a	114005
ENSRNOG00000040242	ENSRNOT00000099572	ENSRNOP00000076978	Epm2a	114005
ENSRNOG00000027392	ENSRNOT00000036178	ENSRNOP00000032369	Ccdc187	499759
ENSRNOG00000027392	ENSRNOT00000117358	ENSRNOP00000086756	Ccdc187	499759
ENSRNOG00000027392	ENSRNOT00000105690	ENSRNOP00000091202	Ccdc187	499759
ENSRNOG00000025462	ENSRNOT00000067022	ENSRNOP00000061347	Wdr41	361879
ENSRNOG00000025462	ENSRNOT00000036748	ENSRNOP00000031387	Wdr41	361879
ENSRNOG00000025462	ENSRNOT00000109022	ENSRNOP00000084562	Wdr41	361879
ENSRNOG00000021035	ENSRNOT00000103343	ENSRNOP00000096539	Rpl18	81766
ENSRNOG00000021035	ENSRNOT00000116461	ENSRNOP00000095503	Rpl18	81766
ENSRNOG00000021035	ENSRNOT00000028555	ENSRNOP00000028555	Rpl18	81766
ENSRNOG00000021035	ENSRNOT00000098847	ENSRNOP00000085693	Rpl18	81766
ENSRNOG00000021035	ENSRNOT00000097220	ENSRNOP00000077861	Rpl18	81766
ENSRNOG00000021035	ENSRNOT00000116041	ENSRNOP00000088224	Rpl18	81766
ENSRNOG00000020675	ENSRNOT00000028065	ENSRNOP00000028065	Ccdc97	292724
ENSRNOG00000016339	ENSRNOT00000021970	ENSRNOP00000021970	Uox	114768
ENSRNOG00000016339	ENSRNOT00000102853	ENSRNOP00000088332	Uox	114768
ENSRNOG00000016339	ENSRNOT00000107313	ENSRNOP00000087221	Uox	114768
ENSRNOG00000008721	ENSRNOT00000011762	ENSRNOP00000011762	Crnn	295186
ENSRNOG00000043455	ENSRNOT00000067015		Olr216-ps	
ENSRNOG00000053599	ENSRNOT00000082849	ENSRNOP00000070527	Pogz	310658
ENSRNOG00000053599	ENSRNOT00000114882	ENSRNOP00000081229	Pogz	310658
ENSRNOG00000053599	ENSRNOT00000094202	ENSRNOP00000090463	Pogz	310658
ENSRNOG00000053599	ENSRNOT00000084023	ENSRNOP00000070100	Pogz	310658
ENSRNOG00000013517	ENSRNOT00000066739	ENSRNOP00000059716	Phtf2	296762
ENSRNOG00000032769	ENSRNOT00000081843	ENSRNOP00000071418	AABR07054186.1	
ENSRNOG00000007805	ENSRNOT00000010343	ENSRNOP00000010343	Mybl2	296344
ENSRNOG00000012036	ENSRNOT00000100985	ENSRNOP00000089163	Pcsk5	116548
ENSRNOG00000012036	ENSRNOT00000016164	ENSRNOP00000016164	Pcsk5	116548
ENSRNOG00000066683	ENSRNOT00000098239	ENSRNOP00000091130	Mettl15	295985
ENSRNOG00000066683	ENSRNOT00000095522	ENSRNOP00000094764	Mettl15	295985
ENSRNOG00000021800	ENSRNOT00000058241	ENSRNOP00000055040	Zfp541	308108
ENSRNOG00000015551	ENSRNOT00000020946	ENSRNOP00000020946	Fuca2	292485
ENSRNOG00000069813	ENSRNOT00000109421	ENSRNOP00000089310		
ENSRNOG00000051068	ENSRNOT00000076912	ENSRNOP00000085070	AABR07012788.1	
ENSRNOG00000025360	ENSRNOT00000038365	ENSRNOP00000038378	Exd1	311334
ENSRNOG00000004808	ENSRNOT00000006427	ENSRNOP00000006427	Cst11	245916
ENSRNOG00000021855	ENSRNOT00000050795	ENSRNOP00000043530	Kcp	296952
ENSRNOG00000011561	ENSRNOT00000082755	ENSRNOP00000069520	Nln	117041
ENSRNOG00000011561	ENSRNOT00000066925	ENSRNOP00000059652	Nln	117041
ENSRNOG00000020683	ENSRNOT00000028100	ENSRNOP00000028100	Hnrnpul1	361522
ENSRNOG00000019283	ENSRNOT00000114931	ENSRNOP00000077949	P2ry2	29597
ENSRNOG00000019283	ENSRNOT00000026115	ENSRNOP00000026115	P2ry2	29597
ENSRNOG00000068715	ENSRNOT00000099470	ENSRNOP00000086599		
ENSRNOG00000065807	ENSRNOT00000114320	ENSRNOP00000090209		
ENSRNOG00000055650	ENSRNOT00000087572	ENSRNOP00000072745	Pou2f2	117058
ENSRNOG00000055650	ENSRNOT00000104344	ENSRNOP00000084371	Pou2f2	117058
ENSRNOG00000055650	ENSRNOT00000118587	ENSRNOP00000081328	Pou2f2	117058
ENSRNOG00000055650	ENSRNOT00000103845	ENSRNOP00000089154	Pou2f2	117058
ENSRNOG00000055650	ENSRNOT00000084569	ENSRNOP00000075463	Pou2f2	117058
ENSRNOG00000008869	ENSRNOT00000104466	ENSRNOP00000078577	Ppp1r9a	84685
ENSRNOG00000008869	ENSRNOT00000011756	ENSRNOP00000011756	Ppp1r9a	84685
ENSRNOG00000010473	ENSRNOT00000014217	ENSRNOP00000014217	Cand2	192226
ENSRNOG00000010473	ENSRNOT00000014207	ENSRNOP00000014207	Cand2	192226
ENSRNOG00000064555	ENSRNOT00000117425	ENSRNOP00000081840		120097724
ENSRNOG00000064293	ENSRNOT00000105496	ENSRNOP00000077743	Gdpgp1	308763
ENSRNOG00000064293	ENSRNOT00000099095	ENSRNOP00000091474	Gdpgp1	308763
ENSRNOG00000064293	ENSRNOT00000114630	ENSRNOP00000083453	Gdpgp1	308763
ENSRNOG00000064293	ENSRNOT00000032429	ENSRNOP00000086802	Gdpgp1	308763
ENSRNOG00000036952	ENSRNOT00000055522	ENSRNOP00000052385		296235
ENSRNOG00000021223	ENSRNOT00000055801	ENSRNOP00000052657	Ptpra	25167
ENSRNOG00000021223	ENSRNOT00000080379	ENSRNOP00000069583	Ptpra	25167
ENSRNOG00000070088	ENSRNOT00000097390	ENSRNOP00000096385	Olr219	293365
ENSRNOG00000021039	ENSRNOT00000028564	ENSRNOP00000028564	Fam83e	292913
ENSRNOG00000009581	ENSRNOT00000012691	ENSRNOP00000012692	Lce1m	688413
ENSRNOG00000004742	ENSRNOT00000056405	ENSRNOP00000053243	Chp1	64152
ENSRNOG00000014434	ENSRNOT00000019358	ENSRNOP00000019358	Chd1	308215
ENSRNOG00000014434	ENSRNOT00000083968	ENSRNOP00000073550	Chd1	308215
ENSRNOG00000015969	ENSRNOT00000021705	ENSRNOP00000021705	Rpf1	499725
ENSRNOG00000015969	ENSRNOT00000100500	ENSRNOP00000077854	Rpf1	499725
ENSRNOG00000014290	ENSRNOT00000044325	ENSRNOP00000047790	Grm1	24414
ENSRNOG00000014290	ENSRNOT00000019319	ENSRNOP00000019319	Grm1	24414
ENSRNOG00000007041	ENSRNOT00000009546	ENSRNOP00000009546	Abcg2	312382
ENSRNOG00000011440	ENSRNOT00000084521	ENSRNOP00000069773	Ccdc39	310315
ENSRNOG00000011440	ENSRNOT00000065469	ENSRNOP00000061948	Ccdc39	310315
ENSRNOG00000066778	ENSRNOT00000101833	ENSRNOP00000093708	Olr222	293368
ENSRNOG00000066778	ENSRNOT00000026487	ENSRNOP00000026487	Olr222	293368
ENSRNOG00000070752	ENSRNOT00000106858	ENSRNOP00000089010		
ENSRNOG00000065357	ENSRNOT00000114706	ENSRNOP00000083654	Zfp697	295310
ENSRNOG00000020812	ENSRNOT00000028271	ENSRNOP00000028271	Gys1	690987
ENSRNOG00000020812	ENSRNOT00000100462	ENSRNOP00000083575	Gys1	690987
ENSRNOG00000005037	ENSRNOT00000006689	ENSRNOP00000006689	Kif18a	362186
ENSRNOG00000005037	ENSRNOT00000085176	ENSRNOP00000069771	Kif18a	362186
ENSRNOG00000007792	ENSRNOT00000010246	ENSRNOP00000010246	Gcc1	100361513
ENSRNOG00000020546	ENSRNOT00000027910	ENSRNOP00000027911	Lipe	25330
ENSRNOG00000020546	ENSRNOT00000099694	ENSRNOP00000096661	Lipe	25330
ENSRNOG00000065013	ENSRNOT00000098854	ENSRNOP00000076774	Olr223	293369
ENSRNOG00000013431	ENSRNOT00000094077	ENSRNOP00000089742	Rsbn1l	311987
ENSRNOG00000013431	ENSRNOT00000046142	ENSRNOP00000051335	Rsbn1l	311987
ENSRNOG00000013431	ENSRNOT00000108690	ENSRNOP00000082614	Rsbn1l	311987
ENSRNOG00000050469	ENSRNOT00000074048	ENSRNOP00000065818	Gng11	64199
ENSRNOG00000006858	ENSRNOT00000008973	ENSRNOP00000008973	Pyurf	502782
ENSRNOG00000012524	ENSRNOT00000016804	ENSRNOP00000016804	Zfp91	246282
ENSRNOG00000012524	ENSRNOT00000098545	ENSRNOP00000090785	Zfp91	246282
ENSRNOG00000007806	ENSRNOT00000010429	ENSRNOP00000010429	Arf5	79117
ENSRNOG00000042777	ENSRNOT00000020523	ENSRNOP00000020523	Zfp78	103690110
ENSRNOG00000042777	ENSRNOT00000020523	ENSRNOP00000020523	Zfp78	102548693
ENSRNOG00000042777	ENSRNOT00000096770	ENSRNOP00000097324	Zfp78	103690110
ENSRNOG00000042777	ENSRNOT00000096770	ENSRNOP00000097324	Zfp78	102548693
ENSRNOG00000042777	ENSRNOT00000035217	ENSRNOP00000036346	Zfp78	103690110
ENSRNOG00000042777	ENSRNOT00000035217	ENSRNOP00000036346	Zfp78	102548693
ENSRNOG00000042777	ENSRNOT00000035184	ENSRNOP00000037545	Zfp78	103690110
ENSRNOG00000042777	ENSRNOT00000035184	ENSRNOP00000037545	Zfp78	102548693
ENSRNOG00000005195	ENSRNOT00000101785	ENSRNOP00000090275	Cst3	25307
ENSRNOG00000005195	ENSRNOT00000007175	ENSRNOP00000007175	Cst3	25307
ENSRNOG00000016262	ENSRNOT00000021861	ENSRNOP00000021861	Dnase2b	59296
ENSRNOG00000016262	ENSRNOT00000099823	ENSRNOP00000086872	Dnase2b	59296
ENSRNOG00000012103	ENSRNOT00000016215	ENSRNOP00000016215	Nmbr	25264
ENSRNOG00000012103	ENSRNOT00000076049	ENSRNOP00000067986	Nmbr	25264
ENSRNOG00000026989	ENSRNOT00000100184	ENSRNOP00000090032	Gapt	686075
ENSRNOG00000026989	ENSRNOT00000039720	ENSRNOP00000036954	Gapt	686075
ENSRNOG00000049819	ENSRNOT00000071944	ENSRNOP00000065070	Dnajc19	502525
ENSRNOG00000049819	ENSRNOT00000108781	ENSRNOP00000079072	Dnajc19	502525
ENSRNOG00000049819	ENSRNOT00000118761	ENSRNOP00000083714	Dnajc19	502525
ENSRNOG00000049819	ENSRNOT00000118548	ENSRNOP00000083629	Dnajc19	502525
ENSRNOG00000049819	ENSRNOT00000109197	ENSRNOP00000086942	Dnajc19	502525
ENSRNOG00000049819	ENSRNOT00000104976	ENSRNOP00000089472	Dnajc19	502525
ENSRNOG00000049819	ENSRNOT00000118294	ENSRNOP00000080178	Dnajc19	502525
ENSRNOG00000045649	ENSRNOT00000072849	ENSRNOP00000067658	Arrdc3	309945
ENSRNOG00000045649	ENSRNOT00000106948	ENSRNOP00000078331	Arrdc3	309945
ENSRNOG00000021229	ENSRNOT00000028833	ENSRNOP00000028833	Avp	24221
ENSRNOG00000019728	ENSRNOT00000086003	ENSRNOP00000073093	Itgam	25021
ENSRNOG00000019728	ENSRNOT00000093862	ENSRNOP00000088977	Itgam	25021
ENSRNOG00000019728	ENSRNOT00000026748	ENSRNOP00000026748	Itgam	25021
ENSRNOG00000019728	ENSRNOT00000111931	ENSRNOP00000082821	Itgam	25021
ENSRNOG00000019728	ENSRNOT00000117515	ENSRNOP00000077846	Itgam	25021
ENSRNOG00000012972	ENSRNOT00000017633	ENSRNOP00000017633	Alox5	25290
ENSRNOG00000012972	ENSRNOT00000082907	ENSRNOP00000068941	Alox5	25290
ENSRNOG00000063232	ENSRNOT00000119691	ENSRNOP00000076478		
ENSRNOG00000068395	ENSRNOT00000113338	ENSRNOP00000087582		
ENSRNOG00000071080	ENSRNOT00000110864	ENSRNOP00000090214	Olr226	65140
ENSRNOG00000071080	ENSRNOT00000116307	ENSRNOP00000092840	Olr226	65140
ENSRNOG00000017821	ENSRNOT00000024035	ENSRNOP00000024035	Agxt2	83784
ENSRNOG00000010420	ENSRNOT00000013841	ENSRNOP00000013841	Sem1	680532
ENSRNOG00000046874	ENSRNOT00000100236	ENSRNOP00000087544	Snx9	683687
ENSRNOG00000046874	ENSRNOT00000095948	ENSRNOP00000095135	Snx9	683687
ENSRNOG00000046874	ENSRNOT00000096582	ENSRNOP00000093750	Snx9	683687
ENSRNOG00000046874	ENSRNOT00000102774	ENSRNOP00000091916	Snx9	683687
ENSRNOG00000046874	ENSRNOT00000111709	ENSRNOP00000089654	Snx9	683687
ENSRNOG00000046874	ENSRNOT00000075268	ENSRNOP00000066186	Snx9	683687
ENSRNOG00000020744	ENSRNOT00000093799	ENSRNOP00000090863	Adar	81635
ENSRNOG00000020744	ENSRNOT00000028181	ENSRNOP00000028181	Adar	81635
ENSRNOG00000027405	ENSRNOT00000114744	ENSRNOP00000082093	Ccp110	361634
ENSRNOG00000027405	ENSRNOT00000107470	ENSRNOP00000097512	Ccp110	361634
ENSRNOG00000027405	ENSRNOT00000110002	ENSRNOP00000086219	Ccp110	361634
ENSRNOG00000027405	ENSRNOT00000111681	ENSRNOP00000078065	Ccp110	361634
ENSRNOG00000027405	ENSRNOT00000117264	ENSRNOP00000079730	Ccp110	361634
ENSRNOG00000027405	ENSRNOT00000037870	ENSRNOP00000035030	Ccp110	361634
ENSRNOG00000063072	ENSRNOT00000108727	ENSRNOP00000092215	Lcn3	502611
ENSRNOG00000068792	ENSRNOT00000005458	ENSRNOP00000069819		
ENSRNOG00000004989	ENSRNOT00000006667	ENSRNOP00000006667	Cst8	29679
ENSRNOG00000026109	ENSRNOT00000113175	ENSRNOP00000078126	Prmt1	60421
ENSRNOG00000026109	ENSRNOT00000103705	ENSRNOP00000096484	Prmt1	60421
ENSRNOG00000026109	ENSRNOT00000100032	ENSRNOP00000087098	Prmt1	60421
ENSRNOG00000026109	ENSRNOT00000064272	ENSRNOP00000063624	Prmt1	60421
ENSRNOG00000026109	ENSRNOT00000115255	ENSRNOP00000087248	Prmt1	60421
ENSRNOG00000026109	ENSRNOT00000098850	ENSRNOP00000084758	Prmt1	60421
ENSRNOG00000065130	ENSRNOT00000115813	ENSRNOP00000079460	Rnf133	681395
ENSRNOG00000020538	ENSRNOT00000027854	ENSRNOP00000027854	AC121639.1	
ENSRNOG00000008364	ENSRNOT00000011230	ENSRNOP00000011230	Cat	24248
ENSRNOG00000008364	ENSRNOT00000120007	ENSRNOP00000092755	Cat	24248
ENSRNOG00000062993	ENSRNOT00000108417	ENSRNOP00000081068		
ENSRNOG00000029766	ENSRNOT00000047239	ENSRNOP00000049973	Olr224	365342
ENSRNOG00000011283	ENSRNOT00000015286	ENSRNOP00000015286	Sdhaf3	
ENSRNOG00000021046	ENSRNOT00000067430	ENSRNOP00000060264	Sult2b1	292915
ENSRNOG00000021046	ENSRNOT00000028570	ENSRNOP00000028570	Sult2b1	292915
ENSRNOG00000021046	ENSRNOT00000099585	ENSRNOP00000088463	Sult2b1	292915
ENSRNOG00000021046	ENSRNOT00000103455	ENSRNOP00000089238	Sult2b1	292915
ENSRNOG00000068685	ENSRNOT00000107012	ENSRNOP00000081904	Klk1c2	24841
ENSRNOG00000068685	ENSRNOT00000081095	ENSRNOP00000070080	Klk1c2	24841
ENSRNOG00000015660	ENSRNOT00000021524	ENSRNOP00000021524	Pex3	83519
ENSRNOG00000015660	ENSRNOT00000114484	ENSRNOP00000096147	Pex3	83519
ENSRNOG00000067569	ENSRNOT00000104538	ENSRNOP00000096015	Vom1r47	494266
ENSRNOG00000067569	ENSRNOT00000099659	ENSRNOP00000095988	Vom1r47	494266
ENSRNOG00000064942	ENSRNOT00000064437	ENSRNOP00000062290		108348196
ENSRNOG00000005694	ENSRNOT00000007507		AABR07048253.1	
ENSRNOG00000068625	ENSRNOT00000115204	ENSRNOP00000078950	Olr363	405025
ENSRNOG00000021230	ENSRNOT00000028834	ENSRNOP00000028834	Ubox5	296161
ENSRNOG00000021230	ENSRNOT00000115127	ENSRNOP00000084405	Ubox5	296161
ENSRNOG00000020098	ENSRNOT00000027226	ENSRNOP00000027225	Lypd4	681194
ENSRNOG00000039383	ENSRNOT00000060353	ENSRNOP00000057100	Fam71f2	500060
ENSRNOG00000017854	ENSRNOT00000024156	ENSRNOP00000024156	Ucp2	54315
ENSRNOG00000010746	ENSRNOT00000014493	ENSRNOP00000014493	Rpl32	100363869
ENSRNOG00000010746	ENSRNOT00000014493	ENSRNOP00000014493	Rpl32	28298
ENSRNOG00000007525	ENSRNOT00000009913	ENSRNOP00000009913	Defb22	171412
