Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	RefSeq peptide ID
ENSRNOG00000008663	ENSRNOT00000012094	ENSRNOP00000012094	Nat10		G3V752	
ENSRNOG00000024016	ENSRNOT00000054742	ENSRNOP00000051625	Cyp2c6v1		F1LR47	NP_001013926
ENSRNOG00000069797	ENSRNOT00000104632	ENSRNOP00000089714				
ENSRNOG00000058790	ENSRNOT00000084017	ENSRNOP00000069852	Fam120b		D4AE88	NP_001100936
ENSRNOG00000067296	ENSRNOT00000086126	ENSRNOP00000069315			A0A0G2JV17	
ENSRNOG00000006675	ENSRNOT00000008840	ENSRNOP00000008841	Fabp1	P02692		NP_036688
ENSRNOG00000006419	ENSRNOT00000065752	ENSRNOP00000062695	Aven		D3Z853	NP_001101227
ENSRNOG00000067830	ENSRNOT00000030148	ENSRNOP00000044007			D3ZWV2	
ENSRNOG00000069709	ENSRNOT00000105696	ENSRNOP00000096674	Tmem167b			NP_001128732
ENSRNOG00000008663	ENSRNOT00000086745	ENSRNOP00000069351	Nat10		A0A0G2JV51	
ENSRNOG00000020371	ENSRNOT00000076894	ENSRNOP00000068251	Pgap2	Q2ABP3		NP_446347
ENSRNOG00000014996	ENSRNOT00000099868	ENSRNOP00000092318	Katna1			
ENSRNOG00000009555	ENSRNOT00000012841	ENSRNOP00000012841	Lrriq3	Q6AYL8		NP_001019478
ENSRNOG00000017914	ENSRNOT00000024119	ENSRNOP00000024119	Cavin3	Q9Z1H9		NP_604444
ENSRNOG00000058790	ENSRNOT00000118789	ENSRNOP00000083603	Fam120b			
ENSRNOG00000029732	ENSRNOT00000050860	ENSRNOP00000072652	AABR07006451.1		A0A0G2K3I6	
ENSRNOG00000006419	ENSRNOT00000110947	ENSRNOP00000078951	Aven			
ENSRNOG00000069709	ENSRNOT00000095170	ENSRNOP00000096943	Tmem167b			
ENSRNOG00000016993	ENSRNOT00000022789	ENSRNOP00000022789	Olr148		D3ZLM3	NP_001000165
ENSRNOG00000009555	ENSRNOT00000095686	ENSRNOP00000097180	Lrriq3			
ENSRNOG00000014705	ENSRNOT00000054685	ENSRNOP00000051570	Rbm20	E9PT37		NP_001101081
ENSRNOG00000024016	ENSRNOT00000093050	ENSRNOP00000094011	Cyp2c6v1			
ENSRNOG00000058790	ENSRNOT00000082790	ENSRNOP00000074634	Fam120b		A0A0G2K8J8	
ENSRNOG00000068071	ENSRNOT00000047382	ENSRNOP00000043079	Olr634		D3Z8G6	NP_001000647
ENSRNOG00000006419	ENSRNOT00000118480	ENSRNOP00000080229	Aven			
ENSRNOG00000009555	ENSRNOT00000109356	ENSRNOP00000076522	Lrriq3			
ENSRNOG00000014705	ENSRNOT00000113904	ENSRNOP00000091922	Rbm20			
ENSRNOG00000020643	ENSRNOT00000056227	ENSRNOP00000053070	Bub3		F1LZG1	
ENSRNOG00000020371	ENSRNOT00000055235	ENSRNOP00000052110	Pgap2		D4ACY7	
ENSRNOG00000066288	ENSRNOT00000038429	ENSRNOP00000043492			F1LU03	
ENSRNOG00000058790	ENSRNOT00000119393	ENSRNOP00000084163	Fam120b			
ENSRNOG00000014705	ENSRNOT00000110758	ENSRNOP00000096791	Rbm20			
ENSRNOG00000013886	ENSRNOT00000018634	ENSRNOP00000018634	Fyb1	D3ZIE4		NP_001102646
ENSRNOG00000026440	ENSRNOT00000036657	ENSRNOP00000038570	RGD1559891		D4A298	
ENSRNOG00000024016	ENSRNOT00000092928	ENSRNOP00000076032	Cyp2c6v1		A0A1B0GWV3	
ENSRNOG00000011195	ENSRNOT00000015624	ENSRNOP00000015624	Prkra		G3V7J2	NP_001019951
ENSRNOG00000016812	ENSRNOT00000022790	ENSRNOP00000022790	Adamts16		D3ZLL7	NP_001358944
ENSRNOG00000067894	ENSRNOT00000065927	ENSRNOP00000059436			F1M5J8	
ENSRNOG00000018686	ENSRNOT00000080605	ENSRNOP00000070616	Atxn2l		A0A0G2JYE0	
ENSRNOG00000065706	ENSRNOT00000100080	ENSRNOP00000080421				
ENSRNOG00000047137	ENSRNOT00000118358	ENSRNOP00000083915	Erbin			
ENSRNOG00000011195	ENSRNOT00000118415	ENSRNOP00000085624	Prkra			
ENSRNOG00000036807	ENSRNOT00000055216	ENSRNOP00000052090	RGD1562433		A0JPP0	NP_001071146
ENSRNOG00000013886	ENSRNOT00000104137	ENSRNOP00000083646	Fyb1			
ENSRNOG00000022353	ENSRNOT00000039531	ENSRNOP00000032820	Klk13		D3ZJ70	NP_001163876
ENSRNOG00000065706	ENSRNOT00000101481	ENSRNOP00000094990				
ENSRNOG00000015825	ENSRNOT00000119286	ENSRNOP00000088690	Aurkc			NP_001295465
ENSRNOG00000066089	ENSRNOT00000085537	ENSRNOP00000072972	Olr636		A0A0G2K4B1	NP_001000645
ENSRNOG00000066089	ENSRNOT00000085537	ENSRNOP00000072972	Olr636		A0A0G2K4B1	NP_001000340
ENSRNOG00000018686	ENSRNOT00000100664	ENSRNOP00000088482	Atxn2l			
ENSRNOG00000015825	ENSRNOT00000119494	ENSRNOP00000078675	Aurkc			
ENSRNOG00000047137	ENSRNOT00000096272	ENSRNOP00000090634	Erbin			
ENSRNOG00000018997	ENSRNOT00000025859	ENSRNOP00000025859	Myh7b		B6RK61	NP_001101264
ENSRNOG00000026059	ENSRNOT00000092620	ENSRNOP00000075918	Paqr6		A0A0U1RS35	
ENSRNOG00000050343	ENSRNOT00000075286	ENSRNOP00000065789	Jmy		M0R8J3	
ENSRNOG00000018491	ENSRNOT00000110708	ENSRNOP00000091717	Chchd5			NP_001099979
ENSRNOG00000031086	ENSRNOT00000042738	ENSRNOP00000074729	AABR07006504.1		A0A0G2K8T5	
ENSRNOG00000013886	ENSRNOT00000113006	ENSRNOP00000085597	Fyb1			
ENSRNOG00000020643	ENSRNOT00000093995	ENSRNOP00000082645	Bub3			
ENSRNOG00000015825	ENSRNOT00000021245	ENSRNOP00000021248	Aurkc		D4AD76	
ENSRNOG00000050343	ENSRNOT00000108057	ENSRNOP00000088902	Jmy			
ENSRNOG00000013069	ENSRNOT00000017466	ENSRNOP00000017466	Sapcd2		B0BN66	NP_001102888
ENSRNOG00000009152	ENSRNOT00000012428	ENSRNOP00000012428	Caprin1	Q5M9G3	A0A0G2K8H0	NP_001012185
ENSRNOG00000026059	ENSRNOT00000092688	ENSRNOP00000075922	Paqr6		A0A0U1RS38	
ENSRNOG00000016872	ENSRNOT00000022625	ENSRNOP00000022625	Plppr4		G3V864	NP_001001508
ENSRNOG00000064500	ENSRNOT00000116842	ENSRNOP00000088788				
ENSRNOG00000064970	ENSRNOT00000079174	ENSRNOP00000071844	Zfp939		A0A0G2K1H6	
ENSRNOG00000070889	ENSRNOT00000114802	ENSRNOP00000078507	Vom1r1		Q5J3J0	
ENSRNOG00000017016	ENSRNOT00000022852	ENSRNOP00000022852	Ubqlnl	Q5XIP4		NP_001013921
ENSRNOG00000018491	ENSRNOT00000024942	ENSRNOP00000024942	Chchd5		B0BMY5	
ENSRNOG00000062632	ENSRNOT00000108413	ENSRNOP00000079027	Olr673			NP_001000351
ENSRNOG00000047137	ENSRNOT00000098587	ENSRNOP00000091667	Erbin			
ENSRNOG00000000095	ENSRNOT00000094385	ENSRNOP00000096860	Gpr89b			
ENSRNOG00000070889	ENSRNOT00000102699	ENSRNOP00000093174	Vom1r1		Q5J3J0	
ENSRNOG00000013314	ENSRNOT00000120311	ENSRNOP00000079827	Avl9			
ENSRNOG00000016872	ENSRNOT00000114094	ENSRNOP00000084199	Plppr4			
ENSRNOG00000014840	ENSRNOT00000020201	ENSRNOP00000020201	Gna14		Q5EAP4	NP_001013169
ENSRNOG00000026059	ENSRNOT00000036143	ENSRNOP00000030755	Paqr6		D4A4X5	NP_001178006
ENSRNOG00000004784	ENSRNOT00000006412	ENSRNOP00000006412	Ndufaf5	B2GV71		NP_001119843
ENSRNOG00000013069	ENSRNOT00000097743	ENSRNOP00000093941	Sapcd2			
ENSRNOG00000018686	ENSRNOT00000100297	ENSRNOP00000096452	Atxn2l			
ENSRNOG00000020643	ENSRNOT00000087065	ENSRNOP00000068979	Bub3		Q4FZS2	NP_001041371
ENSRNOG00000013314	ENSRNOT00000104639	ENSRNOP00000086344	Avl9			
ENSRNOG00000025060	ENSRNOT00000036203	ENSRNOP00000033820	Nanos1		D4A1F8	
ENSRNOG00000018491	ENSRNOT00000105268	ENSRNOP00000081621	Chchd5			
ENSRNOG00000047137	ENSRNOT00000095613	ENSRNOP00000088858	Erbin			
ENSRNOG00000004784	ENSRNOT00000116882	ENSRNOP00000081769	Ndufaf5			
ENSRNOG00000000095	ENSRNOT00000000106	ENSRNOP00000000106	Gpr89b		F1LTD0	NP_001132958
ENSRNOG00000047571	ENSRNOT00000074382	ENSRNOP00000067361	RGD1563231		M0RCN6	
ENSRNOG00000013314	ENSRNOT00000018425	ENSRNOP00000018426	Avl9		D3ZVU6	
ENSRNOG00000017138	ENSRNOT00000023002	ENSRNOP00000023002	Olr149		D4A3P2	NP_001000166
ENSRNOG00000026059	ENSRNOT00000092653	ENSRNOP00000075881	Paqr6		A0A0U1RS02	
ENSRNOG00000010153	ENSRNOT00000013831	ENSRNOP00000013831	Raf1	P11345		
ENSRNOG00000047137	ENSRNOT00000075196	ENSRNOP00000066263	Erbin		M0R9T2	
ENSRNOG00000067634	ENSRNOT00000071385	ENSRNOP00000067618	Olr675		M0RCK1	NP_001000632
ENSRNOG00000012580	ENSRNOT00000037015	ENSRNOP00000036469	Ccdc141		D3ZEY0	
ENSRNOG00000005162	ENSRNOT00000006869	ENSRNOP00000006869	Cst9l		D3ZMS9	NP_001102067
ENSRNOG00000000095	ENSRNOT00000117688	ENSRNOP00000091933	Gpr89b			
ENSRNOG00000009932	ENSRNOT00000046645	ENSRNOP00000042098	Mctp2		D4A733	
ENSRNOG00000020865	ENSRNOT00000090653	ENSRNOP00000071306	Ano1		A0A0G2K052	
ENSRNOG00000020131	ENSRNOT00000027270	ENSRNOP00000027270			D3ZQT2	NP_001102944
ENSRNOG00000018686	ENSRNOT00000068529	ENSRNOP00000059876	Atxn2l		B3DMA1	NP_001123569
ENSRNOG00000066986	ENSRNOT00000094980	ENSRNOP00000082543	Zfp619			
ENSRNOG00000046947	ENSRNOT00000072048	ENSRNOP00000065527	Ak5		M0R7U1	NP_001102421
ENSRNOG00000019270	ENSRNOT00000050227	ENSRNOP00000049439	P2ry6	Q63371		NP_476465
ENSRNOG00000047137	ENSRNOT00000118167	ENSRNOP00000079671	Erbin			
ENSRNOG00000066577	ENSRNOT00000112811	ENSRNOP00000079612				
ENSRNOG00000066986	ENSRNOT00000106390	ENSRNOP00000094965	Zfp619			
ENSRNOG00000010153	ENSRNOT00000105918	ENSRNOP00000082418	Raf1			
ENSRNOG00000027098	ENSRNOT00000037405	ENSRNOP00000035589	Sez6l2		D4A6P1	NP_001101020
ENSRNOG00000017311	ENSRNOT00000095307	ENSRNOP00000089037	Me3			
ENSRNOG00000018762	ENSRNOT00000067916	ENSRNOP00000063027	Rsph3		F1LRY1	NP_001101933
ENSRNOG00000070613	ENSRNOT00000084196	ENSRNOP00000075567	Paep		B3EY86	NP_001129281
ENSRNOG00000009932	ENSRNOT00000077049	ENSRNOP00000068515	Mctp2		A0A096MKH3	NP_001178554
ENSRNOG00000046947	ENSRNOT00000114476	ENSRNOP00000095588	Ak5			
ENSRNOG00000015956	ENSRNOT00000116912	ENSRNOP00000086513	Usp29			
ENSRNOG00000046036	ENSRNOT00000081605	ENSRNOP00000070524	Itprip		A0A096MJ54	
ENSRNOG00000019270	ENSRNOT00000108172	ENSRNOP00000081429	P2ry6			
ENSRNOG00000010517	ENSRNOT00000014023	ENSRNOP00000014023	Fam126a		D4AE31	
ENSRNOG00000018541	ENSRNOT00000025003	ENSRNOP00000025003	Olr40		D4A044	NP_001000127
ENSRNOG00000065604	ENSRNOT00000096095	ENSRNOP00000084232	Olr551			NP_001000670
ENSRNOG00000015268	ENSRNOT00000020475	ENSRNOP00000020475	Plpp6	Q66H88		NP_001030026
ENSRNOG00000017311	ENSRNOT00000087067	ENSRNOP00000072989	Me3		A0A0G2K4C6	
ENSRNOG00000046036	ENSRNOT00000075570	ENSRNOP00000067995	Itprip		A0A096MJ54	
ENSRNOG00000015956	ENSRNOT00000055721	ENSRNOP00000052581	Usp29		D4AEI6	NP_001101935
ENSRNOG00000010153	ENSRNOT00000109662	ENSRNOP00000092271	Raf1			NP_036771
ENSRNOG00000046947	ENSRNOT00000103415	ENSRNOP00000080521	Ak5			
ENSRNOG00000032002	ENSRNOT00000042958	ENSRNOP00000045959	Hapln1	P03994		NP_062062
ENSRNOG00000019270	ENSRNOT00000116084	ENSRNOP00000087971	P2ry6			
ENSRNOG00000027098	ENSRNOT00000118351	ENSRNOP00000080735	Sez6l2			
ENSRNOG00000018019	ENSRNOT00000109008	ENSRNOP00000086907	Hspa12a			
ENSRNOG00000020865	ENSRNOT00000028329	ENSRNOP00000028329	Ano1		D4A915	NP_001101034
ENSRNOG00000010482	ENSRNOT00000014274	ENSRNOP00000014274	Impa1		F1M978	NP_114446
ENSRNOG00000018742	ENSRNOT00000025055	ENSRNOP00000025055	Klk11		D3ZZK6	NP_001099722
ENSRNOG00000019270	ENSRNOT00000111790	ENSRNOP00000094637	P2ry6			
ENSRNOG00000018686	ENSRNOT00000114675	ENSRNOP00000082404	Atxn2l			
ENSRNOG00000010153	ENSRNOT00000119226	ENSRNOP00000094673	Raf1			
ENSRNOG00000017311	ENSRNOT00000023329	ENSRNOP00000023329	Me3		F1M5N4	NP_001101961
ENSRNOG00000010517	ENSRNOT00000080229	ENSRNOP00000072584	Fam126a		A0A0G2K3C7	
ENSRNOG00000032002	ENSRNOT00000108518	ENSRNOP00000094436	Hapln1			
ENSRNOG00000047464	ENSRNOT00000048493	ENSRNOP00000048203	AABR07060886.1		F1LUS1	
ENSRNOG00000019270	ENSRNOT00000107101	ENSRNOP00000088558	P2ry6			
ENSRNOG00000020643	ENSRNOT00000028020	ENSRNOP00000028020	Bub3		D4A567	
ENSRNOG00000057858	ENSRNOT00000079582	ENSRNOP00000097821	AABR07006025.2			
ENSRNOG00000015226	ENSRNOT00000067000	ENSRNOP00000060243	Man1a2		D3ZR49	NP_001099922
ENSRNOG00000069644	ENSRNOT00000044669	ENSRNOP00000043136	Vom2r4		D3ZF80	
ENSRNOG00000065201	ENSRNOT00000113894	ENSRNOP00000096640	Vom1r88		Q5J3I6	
ENSRNOG00000070069	ENSRNOT00000050849	ENSRNOP00000050258	Olr670		D3ZGE3	NP_001000633
ENSRNOG00000016372	ENSRNOT00000078039	ENSRNOP00000074714	Slc12a7		A0A0G2K8S1	
ENSRNOG00000017143	ENSRNOT00000023007	ENSRNOP00000023007	Olr150		F1M6U9	NP_001000739
ENSRNOG00000065201	ENSRNOT00000103887	ENSRNOP00000077404	Vom1r88		Q5J3I6	
ENSRNOG00000010517	ENSRNOT00000101848	ENSRNOP00000078404	Fam126a			NP_001178898
ENSRNOG00000019152	ENSRNOT00000026091	ENSRNOP00000026091	Trpc4ap		B2RYF4	NP_001094218
ENSRNOG00000018019	ENSRNOT00000024548	ENSRNOP00000024548	Hspa12a		D3ZC55	NP_001100915
ENSRNOG00000069644	ENSRNOT00000099894	ENSRNOP00000090453	Vom2r4			NP_001092928
ENSRNOG00000065201	ENSRNOT00000103599	ENSRNOP00000088090	Vom1r88		Q5J3I6	
ENSRNOG00000015226	ENSRNOT00000105480	ENSRNOP00000095157	Man1a2			
ENSRNOG00000017376	ENSRNOT00000110753	ENSRNOP00000097142	Il21			NP_001102413
ENSRNOG00000069644	ENSRNOT00000113739	ENSRNOP00000081115	Vom2r4			
ENSRNOG00000020714	ENSRNOT00000041513	ENSRNOP00000041387	Trpm4		A0A0H2UHX0	NP_001129701
ENSRNOG00000020865	ENSRNOT00000106504	ENSRNOP00000080012	Ano1			
ENSRNOG00000042222	ENSRNOT00000058288	ENSRNOP00000055090	RGD1563562		D3ZH11	
ENSRNOG00000063775	ENSRNOT00000115314	ENSRNOP00000078439				
ENSRNOG00000062892	ENSRNOT00000116619	ENSRNOP00000086220				
ENSRNOG00000016372	ENSRNOT00000022635	ENSRNOP00000022635	Slc12a7	Q5RK27		NP_001013162
ENSRNOG00000019296	ENSRNOT00000026237	ENSRNOP00000026237	Gnat2		D4AA42	NP_001102420
ENSRNOG00000013448	ENSRNOT00000017958	ENSRNOP00000017958	Mrgprd	Q7TN41	W8W3F8	NP_001001506
ENSRNOG00000017376	ENSRNOT00000023348	ENSRNOP00000023348	Il21	A3QPB9		
ENSRNOG00000063775	ENSRNOT00000096479	ENSRNOP00000081563				
ENSRNOG00000018019	ENSRNOT00000100455	ENSRNOP00000090050	Hspa12a			
ENSRNOG00000020714	ENSRNOT00000113541	ENSRNOP00000090318	Trpm4			
ENSRNOG00000050486	ENSRNOT00000071075	ENSRNOP00000088650				
ENSRNOG00000063356	ENSRNOT00000012872	ENSRNOP00000012872	Olr479		D3ZAC2	NP_001000305
ENSRNOG00000004783	ENSRNOT00000006504	ENSRNOP00000006504	Fam171b		D3ZTG3	
ENSRNOG00000064747	ENSRNOT00000071859	ENSRNOP00000066715	Olr263		M0RAZ5	NP_001000220
ENSRNOG00000049759	ENSRNOT00000073464	ENSRNOP00000066377	Nlrp2		M0RA38	
ENSRNOG00000019812	ENSRNOT00000026862	ENSRNOP00000026862	Nr1h2	Q62755		NP_113814
ENSRNOG00000070257	ENSRNOT00000103491	ENSRNOP00000093479				
ENSRNOG00000020714	ENSRNOT00000100339	ENSRNOP00000089776	Trpm4			
ENSRNOG00000016372	ENSRNOT00000081339	ENSRNOP00000071618	Slc12a7		A0A0G2K0X6	
ENSRNOG00000042814	ENSRNOT00000066924	ENSRNOP00000060946	Henmt1		F1LQ15	NP_001032744
ENSRNOG00000004783	ENSRNOT00000097868	ENSRNOP00000082253	Fam171b			
ENSRNOG00000070048	ENSRNOT00000114884	ENSRNOP00000076662				
ENSRNOG00000064697	ENSRNOT00000112012	ENSRNOP00000085556				
ENSRNOG00000067076	ENSRNOT00000102194	ENSRNOP00000088077	Frat1			
ENSRNOG00000020865	ENSRNOT00000114399	ENSRNOP00000094289	Ano1			
ENSRNOG00000068327	ENSRNOT00000017708	ENSRNOP00000017708	Pdcd5		D4ADF5	NP_001099717
ENSRNOG00000020393	ENSRNOT00000117183	ENSRNOP00000096983	Rhog			
ENSRNOG00000061414	ENSRNOT00000078919	ENSRNOP00000075534	Acot12		A0A0G2KAU8	NP_570103
ENSRNOG00000006030	ENSRNOT00000008719	ENSRNOP00000008719	Ptprz1		F1LMY3	NP_037212
ENSRNOG00000020393	ENSRNOT00000101823	ENSRNOP00000086185	Rhog			NP_001032272
ENSRNOG00000042814	ENSRNOT00000115077	ENSRNOP00000095551	Henmt1			
ENSRNOG00000020714	ENSRNOT00000099429	ENSRNOP00000082333	Trpm4			
ENSRNOG00000025940	ENSRNOT00000039186	ENSRNOP00000037064	Mettl9		D3ZZ04	NP_001156636
ENSRNOG00000068327	ENSRNOT00000074804	ENSRNOP00000066699	Pdcd5		D4ADF5	
ENSRNOG00000020393	ENSRNOT00000027641	ENSRNOP00000027641	Rhog		Q32PX6	
ENSRNOG00000016372	ENSRNOT00000112535	ENSRNOP00000088698	Slc12a7			
ENSRNOG00000025219	ENSRNOT00000035057	ENSRNOP00000032213	RGD1559622		D3ZXW5	
ENSRNOG00000010131	ENSRNOT00000086409	ENSRNOP00000072197	Rin2		A0A0G2K2D2	
ENSRNOG00000020714	ENSRNOT00000107811	ENSRNOP00000082706	Trpm4			
ENSRNOG00000030127	ENSRNOT00000041215	ENSRNOP00000046691	Eml2	Q6P6T4		NP_620276
ENSRNOG00000042068	ENSRNOT00000078288	ENSRNOP00000073488	Otud7b		D3ZH40	NP_001101167
ENSRNOG00000006030	ENSRNOT00000116498	ENSRNOP00000097069	Ptprz1			
ENSRNOG00000067797	ENSRNOT00000049630	ENSRNOP00000046706	Olr480		D3ZLQ7	NP_001000685
ENSRNOG00000068967	ENSRNOT00000099463	ENSRNOP00000082725	RGD1560718			
ENSRNOG00000062390	ENSRNOT00000103375	ENSRNOP00000082914				
ENSRNOG00000010131	ENSRNOT00000064695	ENSRNOP00000059327	Rin2		D4A6C4	NP_001101256
ENSRNOG00000067278	ENSRNOT00000107756	ENSRNOP00000091741				
ENSRNOG00000014969	ENSRNOT00000048843	ENSRNOP00000042095	Lzts2		F7FLS6	NP_001014269
ENSRNOG00000067541	ENSRNOT00000110264	ENSRNOP00000086126	RGD1564319		B1H286	NP_001119762
ENSRNOG00000066280	ENSRNOT00000099343	ENSRNOP00000085132				
ENSRNOG00000065360	ENSRNOT00000107510	ENSRNOP00000084620				
ENSRNOG00000068967	ENSRNOT00000098257	ENSRNOP00000089370	RGD1560718			
ENSRNOG00000010308	ENSRNOT00000084336	ENSRNOP00000072005	Nr2f2		A0A0G2K1W0	
ENSRNOG00000046395	ENSRNOT00000049732	ENSRNOP00000048620	AABR07006576.1		D3ZG05	
ENSRNOG00000010131	ENSRNOT00000096314	ENSRNOP00000083107	Rin2			
ENSRNOG00000010308	ENSRNOT00000100190	ENSRNOP00000078685	Nr2f2			
ENSRNOG00000042927	ENSRNOT00000066307	ENSRNOP00000060533	Sbk3		D3ZNQ2	
ENSRNOG00000013426	ENSRNOT00000119902	ENSRNOP00000083488	Mrgprf		W8W3G4	
ENSRNOG00000062390	ENSRNOT00000095034	ENSRNOP00000088076				
ENSRNOG00000017277	ENSRNOT00000023262	ENSRNOP00000023262	Igsf6		G3V884	NP_598226
ENSRNOG00000048043	ENSRNOT00000074626	ENSRNOP00000065624	F2r		M0R834	NP_037082
ENSRNOG00000048043	ENSRNOT00000074626	ENSRNOP00000065624	F2r		Q5U324	NP_037082
ENSRNOG00000017851	ENSRNOT00000024083	ENSRNOP00000024083	Etfb	Q68FU3		NP_001004220
ENSRNOG00000010308	ENSRNOT00000014152	ENSRNOP00000014152	Nr2f2	O09018		NP_542956
ENSRNOG00000013426	ENSRNOT00000017948	ENSRNOP00000017948	Mrgprf		G3V7Q5	NP_714944
ENSRNOG00000065112	ENSRNOT00000104861	ENSRNOP00000093213				
ENSRNOG00000030127	ENSRNOT00000113449	ENSRNOP00000096394	Eml2			
ENSRNOG00000010840	ENSRNOT00000032106	ENSRNOP00000029738	Adamtsl3		D4ADD4	NP_001101003
ENSRNOG00000065285	ENSRNOT00000117015	ENSRNOP00000090915				
ENSRNOG00000068353	ENSRNOT00000096362	ENSRNOP00000089424				
ENSRNOG00000068788	ENSRNOT00000106216	ENSRNOP00000088951				
ENSRNOG00000049721	ENSRNOT00000071782	ENSRNOP00000067421	Olr482		M0RCT7	NP_001000561
ENSRNOG00000017851	ENSRNOT00000118657	ENSRNOP00000087196	Etfb			
ENSRNOG00000022182	ENSRNOT00000106589	ENSRNOP00000082957	Rint1			
ENSRNOG00000062547	ENSRNOT00000099227	ENSRNOP00000093375				
ENSRNOG00000042465	ENSRNOT00000063808	ENSRNOP00000059222	Zbtb32		D4A2U2	NP_001102987
ENSRNOG00000030127	ENSRNOT00000107022	ENSRNOP00000097902	Eml2			
ENSRNOG00000022182	ENSRNOT00000035034	ENSRNOP00000030177	Rint1		D4A4T6	
ENSRNOG00000002524	ENSRNOT00000003593	ENSRNOP00000003593	Gpr37	Q9QYC6		NP_476549
ENSRNOG00000017998	ENSRNOT00000024202	ENSRNOP00000024202	S100z		D3ZEJ4	NP_001178630
ENSRNOG00000038625	ENSRNOT00000058956	ENSRNOP00000055736	Sbk2	B1WBU5		NP_001121011
ENSRNOG00000065098	ENSRNOT00000102987	ENSRNOP00000077050				
ENSRNOG00000030127	ENSRNOT00000111912	ENSRNOP00000096567	Eml2			
ENSRNOG00000065322	ENSRNOT00000046685	ENSRNOP00000049692	Olr120		D3ZJB3	NP_001000154
ENSRNOG00000009533	ENSRNOT00000012638	ENSRNOP00000012638	Erich3		F1MA76	
ENSRNOG00000029394	ENSRNOT00000044565	ENSRNOP00000046497	Dusp8		D3ZNK9	NP_001101980
ENSRNOG00000017884	ENSRNOT00000024056	ENSRNOP00000083144	AABR07006160.1			
ENSRNOG00000068609	ENSRNOT00000115369	ENSRNOP00000094273				
ENSRNOG00000063688	ENSRNOT00000099956	ENSRNOP00000078199				
ENSRNOG00000009533	ENSRNOT00000100545	ENSRNOP00000082310	Erich3			
ENSRNOG00000021082	ENSRNOT00000028627	ENSRNOP00000028627	Kdelr1	Q569A6		NP_001017385
ENSRNOG00000062438	ENSRNOT00000094263	ENSRNOP00000096542				
ENSRNOG00000021240	ENSRNOT00000028847	ENSRNOP00000028847	Atrn	Q99J86		NP_112641
ENSRNOG00000020197	ENSRNOT00000027339	ENSRNOP00000027339	Cd248		D3ZN06	NP_001099795
ENSRNOG00000030127	ENSRNOT00000078336	ENSRNOP00000075212	Eml2	Q6P6T4		
ENSRNOG00000069291	ENSRNOT00000048499	ENSRNOP00000051204	Olr121		D3ZV48	NP_001000155
ENSRNOG00000016687	ENSRNOT00000022480	ENSRNOP00000022480	Ssc5d		D3ZPK4	NP_001128017
ENSRNOG00000065630	ENSRNOT00000106218	ENSRNOP00000094414				
ENSRNOG00000068507	ENSRNOT00000117861	ENSRNOP00000094744				
ENSRNOG00000015058	ENSRNOT00000020513	ENSRNOP00000020513	Gucy2e	P51839		NP_570093
ENSRNOG00000064627	ENSRNOT00000115361	ENSRNOP00000076745	Lrrc70			
ENSRNOG00000065630	ENSRNOT00000108162	ENSRNOP00000085121				
ENSRNOG00000066299	ENSRNOT00000117340	ENSRNOP00000090202				
ENSRNOG00000011439	ENSRNOT00000015687	ENSRNOP00000015687	Grk5		Q66HL7	NP_110456
ENSRNOG00000063131	ENSRNOT00000080981	ENSRNOP00000074518	Olr736		A0A0G2K894	NP_001001384
ENSRNOG00000059984	ENSRNOT00000080429	ENSRNOP00000073159	Dll1		G3V7W6	NP_114452
ENSRNOG00000021240	ENSRNOT00000104219	ENSRNOP00000097783	Atrn			
ENSRNOG00000065630	ENSRNOT00000105216	ENSRNOP00000079170				
ENSRNOG00000022729	ENSRNOT00000030162	ENSRNOP00000033757			E9PTZ8	
ENSRNOG00000017635	ENSRNOT00000054890	ENSRNOP00000051774	Inpp5a	D3ZZX1		NP_001102393
ENSRNOG00000029978	ENSRNOT00000050333	ENSRNOP00000046309	Olr122		D3ZKU2	NP_001000156
ENSRNOG00000033843	ENSRNOT00000041410	ENSRNOP00000046427	AABR07007121.1		D3ZPL5	
ENSRNOG00000059984	ENSRNOT00000113128	ENSRNOP00000089438	Dll1			
ENSRNOG00000021151	ENSRNOT00000100460	ENSRNOP00000095830	Ppp1r14b			NP_742042
ENSRNOG00000030127	ENSRNOT00000115540	ENSRNOP00000090007	Eml2			
ENSRNOG00000021817	ENSRNOT00000029819	ENSRNOP00000034508	Irak2	Q4QQS0		NP_001020593
ENSRNOG00000062326	ENSRNOT00000102579	ENSRNOP00000079761				
ENSRNOG00000021151	ENSRNOT00000051749	ENSRNOP00000040750	Ppp1r14b	Q8K3F3		
ENSRNOG00000011439	ENSRNOT00000114259	ENSRNOP00000089346	Grk5			
ENSRNOG00000020363	ENSRNOT00000105598	ENSRNOP00000093019	Med25			
ENSRNOG00000052463	ENSRNOT00000088256	ENSRNOP00000071069	Olr737		A0A0G2JZJ2	NP_001000616
ENSRNOG00000069636	ENSRNOT00000106239	ENSRNOP00000079178				
ENSRNOG00000030404	ENSRNOT00000118341	ENSRNOP00000095275	Arrb1			
ENSRNOG00000032984	ENSRNOT00000051398	ENSRNOP00000047851	AC107531.1		F1M2P3	
ENSRNOG00000021093	ENSRNOT00000028635	ENSRNOP00000028635	Syngr4		Q4KLY7	NP_001020815
