Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	RefSeq peptide ID
WBGene00007424	C08B6.3a.1	C08B6.3a.1	C08B6.3		Q17815	NP_505599
WBGene00007424	C08B6.3b.1	C08B6.3b.1	C08B6.3		N1NSH4	NP_001294705
WBGene00007425	C08B6.4a.1	C08B6.4a.1	C08B6.4		Q17816	NP_001366780
WBGene00007425	C08B6.4b.1	C08B6.4b.1	C08B6.4		Q65ZB0	NP_001023635
WBGene00007426	C08B6.5.1	C08B6.5.1	C08B6.5		Q17817	NP_505601
WBGene00007427	C08B6.6.1	C08B6.6.1	C08B6.6		Q17822	NP_505602
WBGene00007428	C08B6.7a.1	C08B6.7a.1	wdr-20	D9N129		NP_001335505
WBGene00007428	C08B6.7a.2	C08B6.7a.2	wdr-20	D9N129		NP_001335505
WBGene00007428	C08B6.7b.1	C08B6.7b.1	wdr-20	D9N129		NP_001370272
WBGene00007428	C08B6.7b.2	C08B6.7b.2	wdr-20	D9N129		NP_001370272
WBGene00007428	C08B6.7c.1	C08B6.7c.1	wdr-20		A0A1N7SYT4	NP_001368633
WBGene00007429	C08B6.8a.1	C08B6.8a.1	C08B6.8	Q17819		NP_001256185
WBGene00007429	C08B6.8b.1	C08B6.8b.1	C08B6.8		G3MU09	NP_001256186
WBGene00007430	C08B6.10.1	C08B6.10.1	C08B6.10		Q17821	NP_505603
WBGene00007431	C08B6.11.1	C08B6.11.1	C08B6.11		Q8MQE5	NP_001379307
WBGene00007431	C08B6.11.2	C08B6.11.2	C08B6.11		Q8MQE5	NP_001379307
WBGene00007432	C08B6.12.1	C08B6.12.1	srxa-18		Q7YTS7	NP_001023631
WBGene00007433	C08B11.3a.1	C08B11.3a.1	swsn-7	Q09441		NP_495679
WBGene00007433	C08B11.3b.1	C08B11.3b.1	swsn-7		A0A2K5ATP7	NP_001348697
WBGene00007434	C08B11.6.1	C08B11.6.1	arp-6	Q09443		NP_495681
WBGene00007435	C08B11.8.1	C08B11.8.1	algn-6	Q09226		NP_495685
WBGene00007435	C08B11.8.2	C08B11.8.2	algn-6	Q09226		NP_495685
WBGene00007436	C08B11.9.1	C08B11.9.1	C08B11.9	Q09227		NP_001021934
WBGene00007437	C08E8.1.1	C08E8.1.1	C08E8.1		O62039	NP_507591
WBGene00007438	C08E8.2.1	C08E8.2.1	C08E8.2		O62040	NP_507590
WBGene00007439	C08E8.3.1	C08E8.3.1	C08E8.3		O62042	NP_507589
WBGene00007440	C08E8.4.1	C08E8.4.1	C08E8.4		G5EFJ3	NP_001379202
WBGene00007441	C08E8.5.1	C08E8.5.1	C08E8.5		Q7YX98	NP_001023636
WBGene00007442	C08E8.6.1	C08E8.6.1	C08E8.6		Q7YX97	NP_001023637
WBGene00007443	C08F8.1a.1	C08F8.1a.1	pfd-1	Q17827		NP_001255540
WBGene00007443	C08F8.1b.1	C08F8.1b.1	pfd-1	Q17827		NP_001255541
WBGene00007444	C08F8.2b.1	C08F8.2b.1	C08F8.2	Q17828		NP_001040912
WBGene00007444	C08F8.2c.1	C08F8.2c.1	C08F8.2	Q17828		NP_001255542
WBGene00007445	C08F8.3a.1	C08F8.3a.1	C08F8.3		Q17829	NP_502090
WBGene00007445	C08F8.3b.1	C08F8.3b.1	C08F8.3		S6FN37	NP_001293859
WBGene00007446	C08F8.4b.1	C08F8.4b.1	mboa-4		H9G2W5	NP_001255544
WBGene00007446	C08F8.4c.1	C08F8.4c.1	mboa-4		H9G2W6	NP_001255543
WBGene00007447	C08F8.5.1	C08F8.5.1	fbxb-9		Q17830	NP_502092
WBGene00007448	C08F8.6.1	C08F8.6.1	C08F8.6		Q17825	NP_001379133
WBGene00007448	C08F8.6.2	C08F8.6.2	C08F8.6		Q17825	NP_001379133
WBGene00007448	C08F8.6.3	C08F8.6.3	C08F8.6		Q17825	NP_001379133
WBGene00007449	C08F8.9.1	C08F8.9.1	C08F8.9		Q7YX96	NP_001021313
WBGene00007450	C08F11.1.1	C08F11.1.1	C08F11.1		Q9U3Q9	NP_502629
WBGene00007452	C08F11.3.1	C08F11.3.1	C08F11.3		O62049	NP_502627
WBGene00007453	C08F11.5a.1	C08F11.5a.1	fbxa-98		Q9U3Q8	NP_502631
WBGene00007453	C08F11.5b.1	C08F11.5b.1	fbxa-98		K8FDX4	NP_001263810
WBGene00007454	C08F11.7.1	C08F11.7.1	C08F11.7		Q9U3Q7	NP_502632
WBGene00007454	C08F11.7.2	C08F11.7.2	C08F11.7		Q9U3Q7	NP_502632
WBGene00007455	C08F11.8.1	C08F11.8.1	ugt-22		Q9U3Q6	NP_502633
WBGene00007455	C08F11.8.2	C08F11.8.2	ugt-22		Q9U3Q6	NP_502633
WBGene00007456	C08F11.9.1	C08F11.9.1	srz-29		O62051	NP_502634
WBGene00007457	C08F11.10.1	C08F11.10.1	C08F11.10		O62052	NP_502636
WBGene00007458	C08F11.11.1	C08F11.11.1	ule-4	O62053		NP_502635
WBGene00007458	C08F11.11.2	C08F11.11.2	ule-4	O62053		NP_502635
WBGene00007459	C08F11.12.1	C08F11.12.1	C08F11.12	Q9U3R0		NP_502637
WBGene00007460	C08F11.13a.1	C08F11.13a.1	C08F11.13		O62054	NP_001255752
WBGene00007460	C08F11.13b.1	C08F11.13b.1	C08F11.13		G1K0Z6	NP_001379532
WBGene00007460	C08F11.13c.1	C08F11.13c.1	C08F11.13		G1K0Z7	NP_001359766
WBGene00007460	C08F11.13c.2	C08F11.13c.2	C08F11.13		G1K0Z7	NP_001359766
WBGene00007462	C08H9.1.1	C08H9.1.1	ctsa-3.2	P52714		NP_001364589
WBGene00007463	C08H9.2.1	C08H9.2.1	vgln-1		Q17832	NP_496136
WBGene00007464	C08H9.3a.1	C08H9.3a.1	algn-8	P52887		NP_001021940
WBGene00007464	C08H9.3b.1	C08H9.3b.1	algn-8	P52887		NP_001379427
WBGene00007465	C08H9.4a.1	C08H9.4a.1	chil-1		Q17838	NP_001366733
WBGene00007465	C08H9.4b.1	C08H9.4b.1	chil-1		Q14V32	NP_001040740
WBGene00007465	C08H9.4b.2	C08H9.4b.2	chil-1		Q14V32	NP_001040740
WBGene00007466	C08H9.6.1	C08H9.6.1	chil-2		Q17841	NP_496133
WBGene00007467	C08H9.7.1	C08H9.7.1	chil-3		Q17837	NP_496128
WBGene00007469	C08H9.10.1	C08H9.10.1	chil-4		Q17834	NP_496125
WBGene00007470	C08H9.11.1	C08H9.11.1	chil-5		Q17835	NP_496127
WBGene00007471	C08H9.12.1	C08H9.12.1	chil-6		Q17836	NP_496126
WBGene00007472	C08H9.13.1	C08H9.13.1	chil-7		Q17839	NP_496131
WBGene00007473	C08H9.14.1	C08H9.14.1	chil-8		Q17840	NP_001379090
WBGene00007474	C08H9.15.1	C08H9.15.1	C08H9.15		Q7YX93	NP_001021939
WBGene00007476	C09E9.1a.1	C09E9.1a.1	C09E9.1	Q93196		NP_741315
WBGene00007476	C09E9.1b.1	C09E9.1b.1	C09E9.1		U4PRQ9	NP_001368277
WBGene00007476	C09E9.1c.1	C09E9.1c.1	C09E9.1		U4PEV1	NP_001368278
WBGene00007476	C09E9.1d.1	C09E9.1d.1	C09E9.1		U4PBM6	NP_001360251
WBGene00007476	C09E9.1d.2	C09E9.1d.2	C09E9.1		U4PBM6	NP_001360251
WBGene00007478	C09F9.1.1	C09F9.1.1	C09F9.1		O62058	NP_497052
WBGene00007478	C09F9.1.2	C09F9.1.2	C09F9.1		O62058	NP_497052
WBGene00007479	C09F9.2.1	C09F9.2.1	C09F9.2		O62055	NP_497053
WBGene00007480	C09F9.3a.1	C09F9.3a.1	glna-1		B0M0N9	NP_497054
WBGene00007480	C09F9.3a.2	C09F9.3a.2	glna-1		B0M0N9	NP_497054
WBGene00007480	C09F9.3b.1	C09F9.3b.1	glna-1		B0M0P0	NP_001367181
WBGene00007480	C09F9.3c.1	C09F9.3c.1	glna-1		B6VQ90	NP_001254447
WBGene00007480	C09F9.3d.1	C09F9.3d.1	glna-1		H2L2H3	NP_001368095
WBGene00007480	C09F9.3e.1	C09F9.3e.1	glna-1		H2L2H2	NP_001254448
WBGene00007480	C09F9.3f.1	C09F9.3f.1	glna-1		U4PRW7	NP_001293582
WBGene00007482	C09F12.2.1	C09F12.2.1	C09F12.2		Q93199	NP_509848
WBGene00007483	C09F12.3.1	C09F12.3.1	C09F12.3		G5EE93	NP_001024385
WBGene00007484	C09G1.2.1	C09G1.2.1	C09G1.2		Q17863	NP_001366725
WBGene00007486	C09G1.4.1	C09G1.4.1	C09G1.4	Q17865		NP_510621
WBGene00007486	C09G1.4.2	C09G1.4.2	C09G1.4	Q17865		NP_510621
WBGene00007487	C09G1.5a.1	C09G1.5a.1	C09G1.5		Q7YTR3	NP_001370166
WBGene00007487	C09G1.5a.2	C09G1.5a.2	C09G1.5		Q7YTR3	NP_001370166
WBGene00007487	C09G1.5b.1	C09G1.5b.1	C09G1.5		A0A2K5AU03	NP_001348792
WBGene00007487	C09G1.5b.2	C09G1.5b.2	C09G1.5		A0A2K5AU03	NP_001348792
WBGene00007488	C09G5.2a.1	C09G5.2a.1	dph-2	Q09454		NP_001254257
WBGene00007488	C09G5.2b.1	C09G5.2b.1	dph-2	Q09454		NP_001254258
WBGene00007489	C09G5.7.1	C09G5.7.1	C09G5.7	Q09458		NP_496312
WBGene00007490	C09G5.8a.1	C09G5.8a.1	mks-5	Q09459		NP_001254260
WBGene00007490	C09G5.8b.1	C09G5.8b.1	mks-5	Q09459		NP_001254261
WBGene00007492	C09G9.1a.1	C09G9.1a.1	C09G9.1		Q17871	NP_501536
WBGene00007492	C09G9.1a.2	C09G9.1a.2	C09G9.1		Q17871	NP_501536
WBGene00007492	C09G9.1b.1	C09G9.1b.1	C09G9.1		L8E712	NP_001263757
WBGene00007492	C09G9.1c.1	C09G9.1c.1	C09G9.1		L8E6N6	NP_001263758
WBGene00007493	C09G9.2a.1	C09G9.2a.1	npp-23		Q17872	NP_501537
WBGene00007493	C09G9.2b.1	C09G9.2b.1	npp-23		B3GWB1	NP_001129845
WBGene00007494	C09G9.3a.1	C09G9.3a.1	C09G9.3		B2MZB6	NP_501538
WBGene00007494	C09G9.3b.1	C09G9.3b.1	C09G9.3		B2MZB7	NP_001129846
WBGene00007494	C09G9.3c.1	C09G9.3c.1	C09G9.3		H9G2Q1	NP_001255344
WBGene00007495	C09G9.5a.1	C09G9.5a.1	C09G9.5		Q17875	NP_001255350
WBGene00007495	C09G9.5b.1	C09G9.5b.1	C09G9.5		D3YT10	NP_001255351
WBGene00007495	C09G9.5c.1	C09G9.5c.1	C09G9.5		N1NV27	NP_001294090
WBGene00007496	C09G9.7a.1	C09G9.7a.1	npax-4		Q17876	NP_001255346
WBGene00007496	C09G9.7b.1	C09G9.7b.1	npax-4		H9G2Q0	NP_001255345
WBGene00007497	C09G9.8a.1	C09G9.8a.1	C09G9.8		Q7YX87	NP_001255348
WBGene00007497	C09G9.8b.1	C09G9.8b.1	C09G9.8		C6KRI6	NP_001255347
WBGene00007497	C09G9.8c.1	C09G9.8c.1	C09G9.8		F5GU85	NP_001255349
WBGene00007499	C09H10.5a.1	C09H10.5a.1	C09H10.5		Q17882	NP_001379079
WBGene00007499	C09H10.5b.1	C09H10.5b.1	C09H10.5		E3W728	NP_001254277
WBGene00007499	C09H10.5c.1	C09H10.5c.1	C09H10.5		E3W729	NP_001367268
WBGene00007500	C09H10.6.1	C09H10.6.1	nasp-1	Q17886		NP_496380
WBGene00007501	C09H10.7.1	C09H10.7.1	apc-17		Q17883	NP_001379080
WBGene00007502	C09H10.8.1	C09H10.8.1	glb-4		Q17884	NP_496382
WBGene00007503	C09H10.9.1	C09H10.9.1	C09H10.9		Q17885	NP_496379
WBGene00007504	C09H10.10a.1	C09H10.10a.1	nbs-1		Q9U3Q2	NP_496374
WBGene00007504	C09H10.10b.1	C09H10.10b.1	nbs-1		A0A2K5ATP9	NP_001348699
WBGene00007505	C10C5.1a.1	C10C5.1a.1	pezo-1	A0A061ACU2		NP_001255389
WBGene00007505	C10C5.1b.1	C10C5.1b.1	pezo-1	A0A061ACU2		NP_001255390
WBGene00007505	C10C5.1c.1	C10C5.1c.1	pezo-1	A0A061ACU2		NP_001255387
WBGene00007505	C10C5.1d.1	C10C5.1d.1	pezo-1	A0A061ACU2		NP_001255388
WBGene00007505	C10C5.1e.1	C10C5.1e.1	pezo-1	A0A061ACU2		NP_001255391
WBGene00007505	C10C5.1f.1	C10C5.1f.1	pezo-1	A0A061ACU2		NP_001293979
WBGene00007505	C10C5.1g.1	C10C5.1g.1	pezo-1	A0A061ACU2		NP_001293980
WBGene00007505	C10C5.1h.1	C10C5.1h.1	pezo-1	A0A061ACU2		NP_001293981
WBGene00007505	C10C5.1i.1	C10C5.1i.1	pezo-1	A0A061ACU2		NP_001255385
WBGene00007505	C10C5.1j.1	C10C5.1j.1	pezo-1	A0A061ACU2		NP_001255386
WBGene00007505	C10C5.1k.1	C10C5.1k.1	pezo-1	A0A061ACU2		NP_001368483
WBGene00007505	C10C5.1l.1	C10C5.1l.1	pezo-1	A0A061ACU2		NP_001293677
WBGene00007506	C10C5.2.1	C10C5.2.1	fbxc-58		Q17896	NP_501649
WBGene00007507	C10C5.3.1	C10C5.3.1	C10C5.3		Q17898	NP_501650
WBGene00007508	C10C5.4.1	C10C5.4.1	C10C5.4		Q17899	NP_501651
WBGene00007509	C10C5.5.1	C10C5.5.1	C10C5.5		Q17900	NP_501652
WBGene00007511	C10C5.7.1	C10C5.7.1	C10C5.7		Q7YX82	NP_001021322
WBGene00007512	C10C6.3a.1	C10C6.3a.1	C10C6.3		P90743	NP_502163
WBGene00007512	C10C6.3b.1	C10C6.3b.1	C10C6.3		I7J4D0	NP_001263789
WBGene00007513	C10C6.5.1	C10C6.5.1	wht-2		P90746	NP_502164
WBGene00007514	C10C6.6.1	C10C6.6.1	catp-8	P90747		NP_502165
WBGene00007515	C10C6.7b.1	C10C6.7b.1	C10C6.7		A0T4F7	NP_001076661
WBGene00007515	C10C6.7c.1	C10C6.7c.1	C10C6.7		I7LHW0	NP_001263790
WBGene00007516	C11E4.1.1	C11E4.1.1	gpx-5		Q93204	NP_509615
WBGene00007517	C11E4.2.1	C11E4.2.1	gpx-3	Q95003		NP_509616
WBGene00007518	C11E4.3a.1	C11E4.3a.1	del-8		Q93205	NP_509617
WBGene00007518	C11E4.3b.1	C11E4.3b.1	del-8		A0A3B1DVT2	NP_001364849
WBGene00007520	C11E4.6.1	C11E4.6.1	C11E4.6		Q93203	NP_509620
WBGene00007521	C11E4.7a.1	C11E4.7a.1	C11E4.7		Q93206	NP_001257080
WBGene00007521	C11E4.7b.1	C11E4.7b.1	C11E4.7		G1K0X9	NP_001257081
WBGene00007522	C11E4.8a.1	C11E4.8a.1	C11E4.8		A0A4V0IJX9	NP_001360621
WBGene00007522	C11E4.8b.1	C11E4.8b.1	C11E4.8		A0A4V0IIN0	NP_001360622
WBGene00007522	C11E4.8c.1	C11E4.8c.1	C11E4.8		A0A4V0IL44	NP_001024387
WBGene00007522	C11E4.8d.1	C11E4.8d.1	C11E4.8		A0A4V0IN19	NP_001360656
WBGene00007522	C11E4.8d.2	C11E4.8d.2	C11E4.8		A0A4V0IN19	NP_001360656
WBGene00007523	C11G6.2.1	C11G6.2.1	C11G6.2		Q17908	NP_510656
WBGene00007525	C11G10.1.1	C11G10.1.1	C11G10.1		Q17903	NP_510517
WBGene00007528	C11H1.2.1	C11H1.2.1	C11H1.2		Q17912	NP_510384
WBGene00007529	C11H1.3.1	C11H1.3.1	C11H1.3		Q17911	NP_510385
WBGene00007530	C11H1.5.1	C11H1.5.1	C11H1.5		Q17910	NP_510387
WBGene00007531	C11H1.7a.1	C11H1.7a.1	C11H1.7		G5EDB0	NP_001379119
WBGene00007531	C11H1.7a.2	C11H1.7a.2	C11H1.7		G5EDB0	NP_001379119
WBGene00007531	C11H1.7b.1	C11H1.7b.1	C11H1.7		A0A078BQJ2	NP_001294801
WBGene00007533	C12C8.2a.1	C12C8.2a.1	cbl-1		O02215	NP_492486
WBGene00007533	C12C8.2b.1	C12C8.2b.1	cbl-1		A5JYW2	NP_001122419
WBGene00007534	C12D8.1a.1	C12D8.1a.1	fubl-1		Q17935	NP_505632
WBGene00007534	C12D8.1b.1	C12D8.1b.1	fubl-1		Q17936	NP_505633
WBGene00007534	C12D8.1b.2	C12D8.1b.2	fubl-1		Q17936	NP_505633
WBGene00007534	C12D8.1c.1	C12D8.1c.1	fubl-1		Q2XMZ9	NP_001367132
WBGene00007535	C12D8.4.1	C12D8.4.1	ttr-19		Q17937	NP_505630
WBGene00007536	C12D8.5.1	C12D8.5.1	daf-36	Q17938		NP_505629
WBGene00007537	C12D8.6.1	C12D8.6.1	fipr-8		Q17934	NP_001366784
WBGene00007538	C12D8.9a.1	C12D8.9a.1	C12D8.9		Q17940	NP_001256201
WBGene00007538	C12D8.9b.1	C12D8.9b.1	C12D8.9		D7SFN2	NP_001256202
WBGene00007540	C12D8.13a.1	C12D8.13a.1	C12D8.13		Q7YTS4	NP_001023649
WBGene00007540	C12D8.13b.1	C12D8.13b.1	C12D8.13		A0A1N7SYR5	NP_001335554
WBGene00007541	C12D8.14.1	C12D8.14.1	fipr-4		Q7YTS3	NP_001023650
WBGene00007542	C12D8.15.1	C12D8.15.1	C12D8.15		Q7YTS2	NP_001023651
WBGene00007543	C12D8.16.1	C12D8.16.1	fipr-7		Q7YTS1	NP_001023652
WBGene00007544	C12D8.17.1	C12D8.17.1	fipr-6		Q7YTS0	NP_001023653
WBGene00007545	C13B4.1a.1	C13B4.1a.1	C13B4.1		O45247	NP_497005
WBGene00007545	C13B4.1b.1	C13B4.1b.1	C13B4.1		A5Z2V3	NP_001370236
WBGene00007545	C13B4.1c.1	C13B4.1c.1	C13B4.1		U4PRV8	NP_001293581
WBGene00007545	C13B4.1d.1	C13B4.1d.1	C13B4.1		A0A486WXC8	NP_001360457
WBGene00007545	C13B4.1e.1	C13B4.1e.1	C13B4.1		A0A486WTC7	NP_001360458
WBGene00007546	C13C4.1.1	C13C4.1.1	nhr-153	O01929		NP_001355367
WBGene00007547	C13C4.2.1	C13C4.2.1	nhr-154	O01931		NP_506037
WBGene00007548	C13C4.4.1	C13C4.4.1	C13C4.4		O01926	NP_506040
WBGene00007548	C13C4.4.2	C13C4.4.2	C13C4.4		O01926	NP_506040
WBGene00007549	C13C4.5.1	C13C4.5.1	spin-1		O01927	NP_506041
WBGene00007550	C13C4.6.1	C13C4.6.1	C13C4.6		O01928	NP_506042
WBGene00007551	C13C4.7.1	C13C4.7.1	C13C4.7		Q7YTR4	NP_001023656
WBGene00007552	C13C12.2.1	C13C12.2.1	dyf-4	Q17944		NP_506139
WBGene00007552	C13C12.2.2	C13C12.2.2	dyf-4	Q17944		NP_506139
WBGene00007552	C13C12.2.3	C13C12.2.3	dyf-4	Q17944		NP_506139
WBGene00007553	C13G3.1.1	C13G3.1.1	C13G3.1		Q17947	NP_505805
WBGene00007554	C13G3.3a.1	C13G3.3a.1	pptr-2		Q17948	NP_001369938
WBGene00007554	C13G3.3a.2	C13G3.3a.2	pptr-2		Q17948	NP_001369938
WBGene00007554	C13G3.3a.3	C13G3.3a.3	pptr-2		Q17948	NP_001369938
WBGene00007554	C13G3.3a.4	C13G3.3a.4	pptr-2		Q17948	NP_001369938
WBGene00007554	C13G3.3b.1	C13G3.3b.1	pptr-2		Q9U3Q1	NP_001369939
WBGene00007554	C13G3.3b.2	C13G3.3b.2	pptr-2		Q9U3Q1	NP_001369939
WBGene00007554	C13G3.3b.3	C13G3.3b.3	pptr-2		Q9U3Q1	NP_001369939
WBGene00007554	C13G3.3c.1	C13G3.3c.1	pptr-2		A9UJN4	NP_001122845
WBGene00007554	C13G3.3d.1	C13G3.3d.1	pptr-2		H9G2X3	NP_001256283
WBGene00007555	C14A4.1.1	C14A4.1.1	dohh-1	Q17949		NP_496279
WBGene00007556	C14A4.3.1	C14A4.3.1	algn-9	P54002		NP_496282
WBGene00007557	C14A4.6.1	C14A4.6.1	C14A4.6		Q17953	NP_496285
WBGene00007558	C14A4.7a.1	C14A4.7a.1	C14A4.7		Q17954	NP_001021951
WBGene00007558	C14A4.7b.1	C14A4.7b.1	C14A4.7		Q7JMG5	NP_001021952
WBGene00007559	C14A4.8.1	C14A4.8.1	C14A4.8		Q17955	NP_496287
WBGene00007560	C14A4.9.1	C14A4.9.1	C14A4.9		Q17956	NP_496288
WBGene00007561	C14A4.11.1	C14A4.11.1	ccm-3	Q17958		NP_496290
WBGene00007562	C14A4.12a.1	C14A4.12a.1	C14A4.12		Q17959	NP_001021948
WBGene00007562	C14A4.12b.1	C14A4.12b.1	C14A4.12		Q7JMG4	NP_001021949
WBGene00007563	C14A4.13.1	C14A4.13.1	C14A4.13		G5EFC2	NP_496292
WBGene00007564	C14A4.14.1	C14A4.14.1	mrps-22		Q9U3Q0	NP_496281
WBGene00007565	C14A6.1.1	C14A6.1.1	clec-48		Q9XVE1	NP_507547
WBGene00007567	C14A6.3.1	C14A6.3.1	C14A6.3		Q9XVE2	NP_001366878
WBGene00007569	C14A6.5.1	C14A6.5.1	C14A6.5		Q9XVE3	NP_507548
WBGene00007570	C14A6.6.1	C14A6.6.1	C14A6.6		Q9XVE4	NP_507549
WBGene00007571	C14A6.7.1	C14A6.7.1	C14A6.7		Q9XVD9	NP_507550
WBGene00007572	C14A6.8.1	C14A6.8.1	C14A6.8		Q9XVD8	NP_507551
WBGene00007573	C14B1.2.1	C14B1.2.1	C14B1.2		Q17961	NP_497747
WBGene00007574	C14B1.3.1	C14B1.3.1	C14B1.3		Q17962	NP_497748
WBGene00007576	C14B1.5.1	C14B1.5.1	dph-1	P49958		NP_497750
WBGene00007577	C14B1.6a.1	C14B1.6a.1	nrde-1		Q17968	NP_497752
WBGene00007577	C14B1.6b.1	C14B1.6b.1	nrde-1		A0A2K5ATT7	NP_001348738
WBGene00007579	C14B1.8.1	C14B1.8.1	C14B1.8		Q17964	NP_497753
WBGene00007580	C14B1.9.1	C14B1.9.1	C14B1.9		Q17966	NP_497755
WBGene00007581	C14B1.10.1	C14B1.10.1	alkb-8		Q9U3P9	NP_497751
WBGene00007583	C14B4.2.1	C14B4.2.1	C14B4.2		G5ED06	NP_507767
WBGene00007583	C14B4.2.2	C14B4.2.2	C14B4.2		G5ED06	NP_507767
WBGene00007584	C14C10.1.1	C14C10.1.1	C14C10.1		Q17970	NP_506148
WBGene00007585	C14C10.2a.1	C14C10.2a.1	C14C10.2		Q17972	NP_001041082
WBGene00007585	C14C10.2b.1	C14C10.2b.1	C14C10.2		Q2PJ75	NP_001041083
WBGene00007586	C14C10.3a.1	C14C10.3a.1	ril-2		Q17973	NP_001023658
WBGene00007586	C14C10.3b.1	C14C10.3b.1	ril-2		Q52GY7	NP_001023659
WBGene00007586	C14C10.3c.1	C14C10.3c.1	ril-2		E3W740	NP_001256436
WBGene00007587	C14C10.4.1	C14C10.4.1	mma-1		Q17974	NP_506151
WBGene00007588	C14C10.5a.1	C14C10.5a.1	C14C10.5		Q17971	NP_506153
WBGene00007588	C14C10.5b.1	C14C10.5b.1	C14C10.5		N1NTN5	NP_001294711
WBGene00007589	C14C10.6.1	C14C10.6.1	erg-28	G5EEQ9		NP_506154
WBGene00007590	C14C10.7.1	C14C10.7.1	ttr-43		Q95QW9	NP_506149
WBGene00007591	C14H10.1.1	C14H10.1.1	zipt-13		Q17996	NP_509719
WBGene00007592	C14H10.2a.1	C14H10.2a.1	C14H10.2		G5EDI1	NP_001359535
WBGene00007592	C14H10.2b.1	C14H10.2b.1	C14H10.2		Q0G832	NP_001076754
WBGene00007592	C14H10.2c.1	C14H10.2c.1	C14H10.2		A0A4V0ILK2	NP_001360623
WBGene00007592	C14H10.2d.1	C14H10.2d.1	C14H10.2		A0A4V0IJY6	NP_001360624
WBGene00007592	C14H10.2e.1	C14H10.2e.1	C14H10.2		A0A4V0IJU5	NP_001360625
WBGene00007593	C14H10.3a.1	C14H10.3a.1	C14H10.3		B1Q254	NP_001123108
WBGene00007593	C14H10.3b.1	C14H10.3b.1	C14H10.3		B1Q255	NP_001379485
WBGene00007593	C14H10.3b.2	C14H10.3b.2	C14H10.3		B1Q255	NP_001379485
WBGene00007594	C15A7.1.1	C15A7.1.1	lgc-23		Q17999	NP_510016
WBGene00007595	C15A7.2.1	C15A7.2.1	C15A7.2		Q18000	NP_510017
WBGene00007597	C15A11.2.1	C15A11.2.1	C15A11.2		Q93209	NP_492087
WBGene00007597	C15A11.2.2	C15A11.2.2	C15A11.2		Q93209	NP_492087
WBGene00007597	C15A11.2.3	C15A11.2.3	C15A11.2		Q93209	NP_492087
WBGene00007597	C15A11.2.4	C15A11.2.4	C15A11.2		Q93209	NP_492087
WBGene00007598	C15A11.4.1	C15A11.4.1	C15A11.4		Q93213	NP_001379173
WBGene00007599	C15A11.7a.1	C15A11.7a.1	C15A11.7		Q93211	NP_492092
WBGene00007600	C15C6.1.1	C15C6.1.1	C15C6.1		Q9XVT5	NP_493079
WBGene00007601	C15C6.2a.1	C15C6.2a.1	C15C6.2		Q9XVT4	NP_493081
WBGene00007601	C15C6.2b.1	C15C6.2b.1	C15C6.2		Q9XVT3	NP_493080
WBGene00007602	C15C6.3.1	C15C6.3.1	C15C6.3		Q9XVT2	NP_493082
WBGene00007603	C15C6.4.1	C15C6.4.1	popl-4		Q9XVT1	NP_493083
WBGene00007604	C15C8.1.1	C15C8.1.1	xbx-9		Q18017	NP_506183
WBGene00007605	C15C8.3a.1	C15C8.3a.1	hrg-7	Q18020		NP_001256448
WBGene00007605	C15C8.3b.1	C15C8.3b.1	hrg-7	Q18020		NP_001256449
WBGene00007606	C15C8.4.1	C15C8.4.1	C15C8.4		G5EF26	NP_506187
WBGene00007607	C15C8.5.1	C15C8.5.1	C15C8.5		Q18019	NP_001369948
WBGene00007607	C15C8.5.2	C15C8.5.2	C15C8.5		Q18019	NP_001369948
WBGene00007608	C15C8.6.1	C15C8.6.1	C15C8.6		Q18021	NP_506189
WBGene00007609	C15C8.7.1	C15C8.7.1	C15C8.7		G5EC11	NP_001379277
WBGene00007610	C15H7.3.1	C15H7.3.1	C15H7.3	P34337		NP_499135
WBGene00007610	C15H7.3.2	C15H7.3.2	C15H7.3	P34337		NP_499135
WBGene00007611	C15H7.4.1	C15H7.4.1	C15H7.4	P34338		NP_499136
WBGene00007613	C15H11.1.1	C15H11.1.1	C15H11.1		Q9XVS6	NP_506565
WBGene00007614	C15H11.2a.1	C15H11.2a.1	gnrr-2		Q9XVS5	NP_001256583
WBGene00007614	C15H11.2b.1	C15H11.2b.1	gnrr-2		D9N144	NP_001256584
WBGene00007615	C15H11.5.1	C15H11.5.1	set-31		O17585	NP_506569
WBGene00007615	C15H11.5.2	C15H11.5.2	set-31		O17585	NP_506569
WBGene00007616	C15H11.8.1	C15H11.8.1	rpoa-12		O17587	NP_506572
WBGene00007617	C15H11.9.1	C15H11.9.1	rrbs-1	Q9XVT0		NP_506573
WBGene00007618	C15H11.10.1	C15H11.10.1	C15H11.10		Q7YX89	NP_001379399
WBGene00007619	C15H11.11a.1	C15H11.11a.1	C15H11.11		Q7YX88	NP_001359666
WBGene00007619	C15H11.11b.1	C15H11.11b.1	C15H11.11		B5U8N3	NP_001129879
WBGene00007620	C16C2.3a.1	C16C2.3a.1	ocrl-1		O17590	NP_001361846
WBGene00007620	C16C2.3a.2	C16C2.3a.2	ocrl-1		O17590	NP_001361846
WBGene00007620	C16C2.3b.1	C16C2.3b.1	ocrl-1		A5Z2U3	NP_001122421
WBGene00007621	C16C2.4a.1	C16C2.4a.1	C16C2.4		O17591	NP_492583
