Gene stable ID	Transcript stable ID	Protein stable ID	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene name	RefSeq peptide ID
ENSRNOG00000061609	ENSRNOT00000092148	ENSRNOP00000074312	404892		A0A0G2K7R4	Olr456	NP_001000687	
ENSRNOG00000042441	ENSRNOT00000066891	ENSRNOP00000059116	293894		A0A0G2QC54	Tpd52l3	NP_001099819	
ENSRNOG00000042441	ENSRNOT00000066891	ENSRNOP00000059116	293894		D3ZQZ6	Tpd52l3	NP_001099819	
ENSRNOG00000012944	ENSRNOT00000017972	ENSRNOP00000017972	58918		Q9JHK1	Casp9		
ENSRNOG00000070835	ENSRNOT00000111460	ENSRNOP00000082233	689938			Ndufc1		
ENSRNOG00000018533	ENSRNOT00000094911	ENSRNOP00000096193	362437			Iffo1	NP_001102117	
ENSRNOG00000027002	ENSRNOT00000074941	ENSRNOP00000063928	103690045		M0R3L1	Mast4		
ENSRNOG00000007083	ENSRNOT00000009275	ENSRNOP00000009275	362614	D4A7C0		Gpn2	NP_001257888	
ENSRNOG00000012094	ENSRNOT00000113831	ENSRNOP00000088184	59106			Ltbp2	NP_067597	
ENSRNOG00000049783	ENSRNOT00000073989	ENSRNOP00000063912	102554884		B5DEY2	Rcor1		
ENSRNOG00000016377	ENSRNOT00000022133	ENSRNOP00000022133	294074	Q4V7C8		Cep55	NP_001020817	
ENSRNOG00000050114	ENSRNOT00000070908	ENSRNOP00000065885	313936	Q5XIN5		Fam228a		
ENSRNOG00000048450	ENSRNOT00000060210	ENSRNOP00000056957	691312		F7F0Y6	Cyp4f37		
ENSRNOG00000047493	ENSRNOT00000046598	ENSRNOP00000040237	170698	O35913		Slco1a4	NP_110465	
ENSRNOG00000047493	ENSRNOT00000046598	ENSRNOP00000040237	80900	O35913		Slco1a4	NP_110465	
ENSRNOG00000012944	ENSRNOT00000088523	ENSRNOP00000072787	58918		A0A0G2K3V0	Casp9		
ENSRNOG00000066458	ENSRNOT00000096628	ENSRNOP00000084065	315219			Sco2		
ENSRNOG00000067061	ENSRNOT00000114713	ENSRNOP00000082550	288850		D3ZSQ0	Olr1029	NP_001001366	
ENSRNOG00000027002	ENSRNOT00000117433	ENSRNOP00000087068	103690045			Mast4		
ENSRNOG00000012944	ENSRNOT00000080721	ENSRNOP00000068713	58918		Q920G4	Casp9		
ENSRNOG00000066458	ENSRNOT00000095915	ENSRNOP00000091776	315219			Sco2		
ENSRNOG00000049783	ENSRNOT00000010676	ENSRNOP00000010676	102554884		F1LXS5	Rcor1		
ENSRNOG00000047493	ENSRNOT00000113317	ENSRNOP00000090137	170698			Slco1a4	NP_110465	
ENSRNOG00000047493	ENSRNOT00000113317	ENSRNOP00000090137	80900			Slco1a4	NP_110465	
ENSRNOG00000030662	ENSRNOT00000043965	ENSRNOP00000044726	295729		D3ZVQ4	Olr459	NP_001000293	
ENSRNOG00000069999	ENSRNOT00000108285	ENSRNOP00000082707						
ENSRNOG00000050114	ENSRNOT00000094984	ENSRNOP00000091169	313936			Fam228a		
ENSRNOG00000018920	ENSRNOT00000025925	ENSRNOP00000025925	300083	P50503		Slc25a17	NP_112384	
ENSRNOG00000018920	ENSRNOT00000025925	ENSRNOP00000025925	81800	P50503		Slc25a17	NP_112384	
ENSRNOG00000027002	ENSRNOT00000105995	ENSRNOP00000091893	103690045			Mast4		
ENSRNOG00000012094	ENSRNOT00000031331	ENSRNOP00000038437	59106		F1M7L7	Ltbp2	NP_067597	
ENSRNOG00000033153	ENSRNOT00000043959	ENSRNOP00000040819			G3V9A3	Sfn		
ENSRNOG00000020857	ENSRNOT00000092748	ENSRNOP00000075947	293645		A0A1B0GWM2	Ppfia1		
ENSRNOG00000027002	ENSRNOT00000106636	ENSRNOP00000081279	103690045			Mast4		
ENSRNOG00000018920	ENSRNOT00000107864	ENSRNOP00000084383	300083			Slc25a17	NP_112384	
ENSRNOG00000018920	ENSRNOT00000107864	ENSRNOP00000084383	81800			Slc25a17	NP_112384	
ENSRNOG00000047493	ENSRNOT00000043374	ENSRNOP00000042595	170698	O35913		Slco1a4	NP_110465	
ENSRNOG00000047493	ENSRNOT00000043374	ENSRNOP00000042595	80900	O35913		Slco1a4	NP_110465	
ENSRNOG00000012094	ENSRNOT00000077458	ENSRNOP00000075533	59106		A0A0G2KAU7	Ltbp2	NP_067597	
ENSRNOG00000018642	ENSRNOT00000111838	ENSRNOP00000093659	361506			Leng8	NP_001032879	
ENSRNOG00000018920	ENSRNOT00000117864	ENSRNOP00000088669	300083			Slc25a17	NP_112384	
ENSRNOG00000018920	ENSRNOT00000117864	ENSRNOP00000088669	81800			Slc25a17	NP_112384	
ENSRNOG00000020857	ENSRNOT00000078810	ENSRNOP00000072693	293645		A0A0G2K3L9	Ppfia1		
ENSRNOG00000047493	ENSRNOT00000049569	ENSRNOP00000048288	170698	O88397		Slco1a4	NP_110465	
ENSRNOG00000047493	ENSRNOT00000049569	ENSRNOP00000048288	80900	O88397		Slco1a4	NP_110465	
ENSRNOG00000068651	ENSRNOT00000117656	ENSRNOP00000092924						
ENSRNOG00000006236	ENSRNOT00000008254	ENSRNOP00000008255	499933		Q4V7C0	Dsn1		
ENSRNOG00000018642	ENSRNOT00000025338	ENSRNOP00000025338	361506		D3ZX52	Leng8	NP_001032879	
ENSRNOG00000051828	ENSRNOT00000079401	ENSRNOP00000072855	295730		A0A0G2K408	Olr461	NP_001000294	
ENSRNOG00000032394	ENSRNOT00000040541	ENSRNOP00000039935	315219	Q5FVR2		Tymp	NP_001012122	
ENSRNOG00000013628	ENSRNOT00000018349	ENSRNOP00000018349	24332	P00774		Cela2a	NP_036685	
ENSRNOG00000018752	ENSRNOT00000114622	ENSRNOP00000089160	365395					
ENSRNOG00000006236	ENSRNOT00000109507	ENSRNOP00000091357	499933			Dsn1		
ENSRNOG00000005522	ENSRNOT00000104926	ENSRNOP00000097804	362724			Sh3yl1		
ENSRNOG00000018752	ENSRNOT00000025342	ENSRNOP00000025343	365395		F7EKG3			
ENSRNOG00000006236	ENSRNOT00000100568	ENSRNOP00000091670	499933			Dsn1		
ENSRNOG00000047493	ENSRNOT00000015112	ENSRNOP00000015112	170698	P70502		Slco1a4	NP_110465	
ENSRNOG00000047493	ENSRNOT00000015112	ENSRNOP00000015112	80900	P70502		Slco1a4	NP_110465	
ENSRNOG00000018642	ENSRNOT00000077964	ENSRNOP00000071606	361506		A0A0G2K0W4	Leng8	NP_001032879	
ENSRNOG00000014445	ENSRNOT00000019696	ENSRNOP00000019696	313647		F1M6V1	Hp1bp3	NP_954539	
ENSRNOG00000010199	ENSRNOT00000014170	ENSRNOP00000014170	25456	P20781		Glrb		
ENSRNOG00000066941	ENSRNOT00000111339	ENSRNOP00000077453	288851			Olr1024	NP_001000068	
ENSRNOG00000066941	ENSRNOT00000051724	ENSRNOP00000045827	288851		D4A1A8	Olr1024	NP_001000068	
ENSRNOG00000028650	ENSRNOT00000018225	ENSRNOP00000018225	362790		E9PT22	Inf2		
ENSRNOG00000018642	ENSRNOT00000106606	ENSRNOP00000088396	361506			Leng8	NP_001032879	
ENSRNOG00000010199	ENSRNOT00000095924	ENSRNOP00000081954	25456			Glrb		
ENSRNOG00000049615	ENSRNOT00000114842	ENSRNOP00000091958	100363146			Fam228b		
ENSRNOG00000058567	ENSRNOT00000084229	ENSRNOP00000069138	295735		A0A0G2JUK9	Olr465	NP_001000297	
ENSRNOG00000049615	ENSRNOT00000072340	ENSRNOP00000065753	100363146		M0R8F7	Fam228b		
ENSRNOG00000067067	ENSRNOT00000094175	ENSRNOP00000085890						
ENSRNOG00000014445	ENSRNOT00000075852	ENSRNOP00000067949	313647	Q6P747	A0A096MJ10	Hp1bp3	NP_954539	
ENSRNOG00000018630	ENSRNOT00000110793	ENSRNOP00000084281	498881			Gapdh	NP_058704	
ENSRNOG00000018630	ENSRNOT00000110793	ENSRNOP00000084281	24383			Gapdh	NP_058704	
ENSRNOG00000063901	ENSRNOT00000106181	ENSRNOP00000080608						
ENSRNOG00000005522	ENSRNOT00000068208	ENSRNOP00000060428	362724	B0BNA1		Sh3yl1		
ENSRNOG00000049615	ENSRNOT00000113530	ENSRNOP00000084574	100363146			Fam228b		
ENSRNOG00000013256	ENSRNOT00000018470	ENSRNOP00000018470	293614		B1H241	Ric8a	NP_001093990	
ENSRNOG00000037060	ENSRNOT00000055805	ENSRNOP00000052661	500917		D4AD19	Odf3b	NP_001178921	
ENSRNOG00000019163	ENSRNOT00000094540	ENSRNOP00000081725	60565			Syt6	NP_071527	
ENSRNOG00000005522	ENSRNOT00000114306	ENSRNOP00000097062	362724			Sh3yl1		
ENSRNOG00000005577	ENSRNOT00000007424	ENSRNOP00000007424	315160	Q4KM30		Desi1		
ENSRNOG00000018630	ENSRNOT00000114924	ENSRNOP00000088495	498881			Gapdh	NP_058704	
ENSRNOG00000018630	ENSRNOT00000114924	ENSRNOP00000088495	24383			Gapdh	NP_058704	
ENSRNOG00000004077	ENSRNOT00000105247	ENSRNOP00000088724	246153			Kcnc2	NP_631963	
ENSRNOG00000031628	ENSRNOT00000047024	ENSRNOP00000051487			Q7TPK5	AABR07006688.2		
ENSRNOG00000019163	ENSRNOT00000025953	ENSRNOP00000025953	60565	Q62746		Syt6	NP_071527	
ENSRNOG00000014445	ENSRNOT00000076772	ENSRNOP00000068507	313647		A0A096MKG6	Hp1bp3	NP_954539	
ENSRNOG00000005522	ENSRNOT00000109208	ENSRNOP00000090496	362724			Sh3yl1		
ENSRNOG00000014633	ENSRNOT00000019707	ENSRNOP00000019707	300052		A0A0H2UHM0	Vps28		
ENSRNOG00000058156	ENSRNOT00000111487	ENSRNOP00000084298	362613			Zdhhc18		
ENSRNOG00000067279	ENSRNOT00000116760	ENSRNOP00000086589						
ENSRNOG00000018718	ENSRNOT00000110649	ENSRNOP00000091750	685332			Rpp30	NP_001178012	
ENSRNOG00000005577	ENSRNOT00000103557	ENSRNOP00000080939	315160			Desi1		
ENSRNOG00000004077	ENSRNOT00000099049	ENSRNOP00000084708	246153			Kcnc2	NP_631963	
ENSRNOG00000060260	ENSRNOT00000077607	ENSRNOP00000070526	295736		A0A0G2JY57	Olr466	NP_001000298	
ENSRNOG00000034031	ENSRNOT00000050810	ENSRNOP00000039977	362255		D3ZDJ6	Vstm2l		
ENSRNOG00000018630	ENSRNOT00000050443	ENSRNOP00000040878	498881	P04797		Gapdh	NP_058704	
ENSRNOG00000018630	ENSRNOT00000050443	ENSRNOP00000040878	24383	P04797		Gapdh	NP_058704	
ENSRNOG00000056904	ENSRNOT00000116942	ENSRNOP00000087253	313914			Gtf3c2	NP_001020291	
ENSRNOG00000019163	ENSRNOT00000077739	ENSRNOP00000069764	60565		A0A0G2JW68	Syt6	NP_071527	
ENSRNOG00000030934	ENSRNOT00000048735	ENSRNOP00000051491			F1M0U2	AABR07006688.1		
ENSRNOG00000007064	ENSRNOT00000009247	ENSRNOP00000009247	312303		F1LSG4	Zfp746		
ENSRNOG00000058156	ENSRNOT00000081470	ENSRNOP00000073628	362613		A0A0G2K605	Zdhhc18		
ENSRNOG00000014633	ENSRNOT00000108573	ENSRNOP00000088292	300052			Vps28		
ENSRNOG00000010227	ENSRNOT00000114075	ENSRNOP00000084168	314325			Gpatch2l	NP_001128031	
ENSRNOG00000013451	ENSRNOT00000048026	ENSRNOP00000050633	310159		E9PTR3	Drosha		
ENSRNOG00000018718	ENSRNOT00000107919	ENSRNOP00000095685	685332			Rpp30	NP_001178012	
ENSRNOG00000061147	ENSRNOT00000091282	ENSRNOP00000072580	309415		A0A0G2K3C3	Fam189a2		
ENSRNOG00000050386	ENSRNOT00000074570	ENSRNOP00000064666	494222	Q5IRJ7		Pfn4	NP_001009503	
ENSRNOG00000027836	ENSRNOT00000111589	ENSRNOP00000092054	310303			Kcnmb3	NP_001098030	
ENSRNOG00000004077	ENSRNOT00000005690	ENSRNOP00000005690	246153	P22462		Kcnc2	NP_631963	
ENSRNOG00000049901	ENSRNOT00000071299	ENSRNOP00000065088			M0R6N4			
ENSRNOG00000000618	ENSRNOT00000116494	ENSRNOP00000092110	314180			Mdga2	NP_954890	
ENSRNOG00000019163	ENSRNOT00000114478	ENSRNOP00000090316	60565			Syt6	NP_071527	
ENSRNOG00000056904	ENSRNOT00000077481	ENSRNOP00000070546	313914		A0A0G2JY75	Gtf3c2	NP_001020291	
ENSRNOG00000056904	ENSRNOT00000077481	ENSRNOP00000070546	313914		Q5PQP7	Gtf3c2	NP_001020291	
ENSRNOG00000007064	ENSRNOT00000095791	ENSRNOP00000092910	312303			Zfp746		
ENSRNOG00000058156	ENSRNOT00000103827	ENSRNOP00000083003	362613			Zdhhc18		
ENSRNOG00000027836	ENSRNOT00000058860	ENSRNOP00000055650	310303	A7VL23		Kcnmb3	NP_001098030	
ENSRNOG00000066287	ENSRNOT00000108839	ENSRNOP00000082337	100312735			Vom1r103		
ENSRNOG00000018718	ENSRNOT00000025412	ENSRNOP00000025413	685332		D3ZU51	Rpp30	NP_001178012	
ENSRNOG00000061776	ENSRNOT00000099573	ENSRNOP00000079610	288839			Olr1051	NP_001001364	
ENSRNOG00000067708	ENSRNOT00000118473	ENSRNOP00000078436						
ENSRNOG00000000618	ENSRNOT00000000767	ENSRNOP00000000767	314180	P60756	A0A0H2UH93	Mdga2	NP_954890	
ENSRNOG00000010227	ENSRNOT00000013602	ENSRNOP00000013604	314325		D3ZUP4	Gpatch2l	NP_001128031	
ENSRNOG00000013451	ENSRNOT00000098160	ENSRNOP00000076463	310159			Drosha		
ENSRNOG00000014633	ENSRNOT00000103642	ENSRNOP00000081278	300052			Vps28		
ENSRNOG00000007064	ENSRNOT00000108359	ENSRNOP00000088391	312303			Zfp746		
ENSRNOG00000061776	ENSRNOT00000086784	ENSRNOP00000069602	288839		D4A2J8	Olr1051	NP_001001364	
ENSRNOG00000066287	ENSRNOT00000099176	ENSRNOP00000081004	100312735			Vom1r103		
ENSRNOG00000056904	ENSRNOT00000079292	ENSRNOP00000073708	313914		A0A0G2K679	Gtf3c2	NP_001020291	
ENSRNOG00000011111	ENSRNOT00000116697	ENSRNOP00000087410	314330			Cipc		
ENSRNOG00000004077	ENSRNOT00000005773	ENSRNOP00000005773	246153	P22462		Kcnc2	NP_631963	
ENSRNOG00000018718	ENSRNOT00000097535	ENSRNOP00000090910	685332			Rpp30	NP_001178012	
ENSRNOG00000010227	ENSRNOT00000108425	ENSRNOP00000089809	314325			Gpatch2l	NP_001128031	
ENSRNOG00000007064	ENSRNOT00000114087	ENSRNOP00000076748	312303			Zfp746		
ENSRNOG00000033994	ENSRNOT00000042537	ENSRNOP00000041825	295741		D3ZNG2	Olr470	NP_001000300	
ENSRNOG00000007827	ENSRNOT00000010418	ENSRNOP00000010418	84683	Q91Y94		Cox4i2		
ENSRNOG00000018765	ENSRNOT00000025507	ENSRNOP00000025507	361698		Q6P6U6	Pold4	NP_001013213	
ENSRNOG00000010227	ENSRNOT00000119252	ENSRNOP00000080573	314325			Gpatch2l	NP_001128031	
ENSRNOG00000021669	ENSRNOT00000067977	ENSRNOP00000062710	297783		D3ZF01	Mybl1	NP_001100102	
ENSRNOG00000011111	ENSRNOT00000014980	ENSRNOP00000014980	314330		D4A489	Cipc		
ENSRNOG00000007827	ENSRNOT00000118018	ENSRNOP00000082539	84683			Cox4i2		
ENSRNOG00000007763	ENSRNOT00000010433	ENSRNOP00000010433	116552		D3ZQ74	Plod1		
ENSRNOG00000014909	ENSRNOT00000076439	ENSRNOP00000068008	366489		D3ZWT6	Sh2d5		
ENSRNOG00000008676	ENSRNOT00000011580	ENSRNOP00000011580	25314	P54848		Emp1		
ENSRNOG00000063210	ENSRNOT00000097539	ENSRNOP00000080967	288854		D3ZC64	Olr1020	NP_001000069	
ENSRNOG00000058476	ENSRNOT00000102929	ENSRNOP00000097145	313819			Mast2	NP_001101475	
ENSRNOG00000016279	ENSRNOT00000021917	ENSRNOP00000021917	308337		D4A0V8	Zfp865	NP_001128016	
ENSRNOG00000054217	ENSRNOT00000083645	ENSRNOP00000074332	156726		A0A0G2K7T0	Runx3	NP_569109	
ENSRNOG00000011111	ENSRNOT00000114853	ENSRNOP00000096737	314330			Cipc		
ENSRNOG00000045634	ENSRNOT00000013038	ENSRNOP00000066868	295766		M0RBD6	Olr513	NP_001000313	
ENSRNOG00000008676	ENSRNOT00000118837	ENSRNOP00000081339	25314			Emp1		
ENSRNOG00000007763	ENSRNOT00000114261	ENSRNOP00000088453	116552			Plod1		
ENSRNOG00000024170	ENSRNOT00000113004	ENSRNOP00000095542	192246		B4F759	Phf5a		
ENSRNOG00000064159	ENSRNOT00000111734	ENSRNOP00000080519						
ENSRNOG00000037436	ENSRNOT00000056654	ENSRNOP00000053492	314539		F1LXW4	Macc1	NP_001178704	
ENSRNOG00000011111	ENSRNOT00000118824	ENSRNOP00000085137	314330			Cipc		
ENSRNOG00000014909	ENSRNOT00000076031	ENSRNOP00000068092	366489		A0A096MJD8	Sh2d5		
ENSRNOG00000021669	ENSRNOT00000099850	ENSRNOP00000094567	297783			Mybl1	NP_001100102	
ENSRNOG00000058476	ENSRNOT00000114619	ENSRNOP00000079306	313819			Mast2	NP_001101475	
ENSRNOG00000024170	ENSRNOT00000005837	ENSRNOP00000005837	192246	P83871		Phf5a		
ENSRNOG00000037436	ENSRNOT00000098438	ENSRNOP00000085467	314539			Macc1	NP_001178704	
ENSRNOG00000011111	ENSRNOT00000100827	ENSRNOP00000083776	314330			Cipc		
ENSRNOG00000013828	ENSRNOT00000116448	ENSRNOP00000078101	293615			Sirt3	NP_001099783	
ENSRNOG00000007763	ENSRNOT00000117604	ENSRNOP00000087676	116552			Plod1		
ENSRNOG00000016656	ENSRNOT00000054714	ENSRNOP00000051598	309389		D3ZZC9	Nkx2-3	NP_001101064	
ENSRNOG00000015794	ENSRNOT00000021308	ENSRNOP00000021308	311598		D4ABG0	Fam83d	NP_001101266	
ENSRNOG00000024766	ENSRNOT00000076512	ENSRNOP00000068523	298857		A0A096MKI0	Adgrf3	NP_001100182	
ENSRNOG00000021669	ENSRNOT00000099708	ENSRNOP00000092705	297783			Mybl1	NP_001100102	
ENSRNOG00000013828	ENSRNOT00000095396	ENSRNOP00000089047	293615			Sirt3	NP_001099783	
ENSRNOG00000065524	ENSRNOT00000116650	ENSRNOP00000079122	494254			Vom1r44		
ENSRNOG00000058476	ENSRNOT00000104664	ENSRNOP00000086302	313819			Mast2	NP_001101475	
ENSRNOG00000024766	ENSRNOT00000032829	ENSRNOP00000034976	298857		D3Z8X5	Adgrf3	NP_001100182	
ENSRNOG00000007763	ENSRNOT00000097241	ENSRNOP00000080105	116552			Plod1		
ENSRNOG00000013753	ENSRNOT00000018528	ENSRNOP00000018528	315095		D3ZJ84	Tssk5	NP_001014108	
ENSRNOG00000013828	ENSRNOT00000018861	ENSRNOP00000018861	293615		C6ZII9	Sirt3	NP_001099783	
ENSRNOG00000069805	ENSRNOT00000112394	ENSRNOP00000090353						
ENSRNOG00000060350	ENSRNOT00000104320	ENSRNOP00000095381	686590			Iqsec1		
ENSRNOG00000069805	ENSRNOT00000098566	ENSRNOP00000095561						
ENSRNOG00000017024	ENSRNOT00000022847	ENSRNOP00000022847	298581		D3ZA44	Pla2g2e	NP_001100166	
ENSRNOG00000015393	ENSRNOT00000020720	ENSRNOP00000020720	83612	O35458		Slc32a1	NP_113970	
ENSRNOG00000011842	ENSRNOT00000016039	ENSRNOP00000016039	63866	Q9R0W5		Asic5		
ENSRNOG00000036984	ENSRNOT00000102966	ENSRNOP00000078030	50572			Slco1a1		
ENSRNOG00000058476	ENSRNOT00000096569	ENSRNOP00000081749	313819			Mast2	NP_001101475	
ENSRNOG00000060350	ENSRNOT00000113793	ENSRNOP00000081156	686590			Iqsec1		
ENSRNOG00000064375	ENSRNOT00000102505	ENSRNOP00000082056						
ENSRNOG00000028628	ENSRNOT00000107242	ENSRNOP00000082286	100911196			Zfp865		
ENSRNOG00000011842	ENSRNOT00000119728	ENSRNOP00000087624	63866			Asic5		
ENSRNOG00000047088	ENSRNOT00000071425	ENSRNOP00000065234	50993		Q5RKJ9	Rab10	NP_059055	
ENSRNOG00000028628	ENSRNOT00000031786	ENSRNOP00000065258	100911196		M0R740	Zfp865		
ENSRNOG00000014986	ENSRNOT00000116191	ENSRNOP00000084700	298652			Ube4b	NP_001258127	
ENSRNOG00000036984	ENSRNOT00000114721	ENSRNOP00000084066	50572			Slco1a1		
ENSRNOG00000067300	ENSRNOT00000119142	ENSRNOP00000094879	362453	Q5BJU6		Crebl2		
ENSRNOG00000066970	ENSRNOT00000106877	ENSRNOP00000097281						
ENSRNOG00000014893	ENSRNOT00000109399	ENSRNOP00000095184	292165			Dnai3	NP_001128208	
ENSRNOG00000064377	ENSRNOT00000071350	ENSRNOP00000067444	288840		M0RCV9	Olr1049		
ENSRNOG00000060350	ENSRNOT00000114697	ENSRNOP00000085130	686590			Iqsec1		
ENSRNOG00000058476	ENSRNOT00000088261	ENSRNOP00000072064	313819		A0A0G2K212	Mast2	NP_001101475	
ENSRNOG00000018066	ENSRNOT00000024355	ENSRNOP00000024355	361666		D3ZB65	Bccip	NP_001101975	
ENSRNOG00000004521	ENSRNOT00000066702	ENSRNOP00000061487	314171		D4A5S9	Prpf39		
ENSRNOG00000003759	ENSRNOT00000005015	ENSRNOP00000005015	314360		G3V6H1	Galc		
ENSRNOG00000064377	ENSRNOT00000079966	ENSRNOP00000097850	288840			Olr1049		
ENSRNOG00000037091	ENSRNOT00000055904	ENSRNOP00000052755			D4AB96	AABR07050222.1		
ENSRNOG00000067300	ENSRNOT00000103810	ENSRNOP00000097590	362453			Crebl2		
ENSRNOG00000004438	ENSRNOT00000006219	ENSRNOP00000006219	117258	Q63198		Cntn1		
ENSRNOG00000049430	ENSRNOT00000095043	ENSRNOP00000079234	360463			Mpv17	NP_001091710	
ENSRNOG00000013967	ENSRNOT00000019014	ENSRNOP00000019014	499356	Q4KM52		Blnk	NP_001020938	
ENSRNOG00000036984	ENSRNOT00000049154	ENSRNOP00000040752	50572	P46720		Slco1a1		
ENSRNOG00000029922	ENSRNOT00000102331	ENSRNOP00000086227	680668			Tpk1	NP_001128466	
ENSRNOG00000049430	ENSRNOT00000034207	ENSRNOP00000037647	360463		F1LNG8	Mpv17	NP_001091710	
ENSRNOG00000060350	ENSRNOT00000098236	ENSRNOP00000081495	686590			Iqsec1		
ENSRNOG00000014893	ENSRNOT00000100326	ENSRNOP00000097554	292165			Dnai3	NP_001128208	
ENSRNOG00000010646	ENSRNOT00000119192	ENSRNOP00000097942	503035			Tmem229b	NP_001102829	
ENSRNOG00000067300	ENSRNOT00000009324	ENSRNOP00000009324	362453		A0A0A0MXV0	Crebl2		
ENSRNOG00000003759	ENSRNOT00000094269	ENSRNOP00000094632	314360			Galc		
ENSRNOG00000014986	ENSRNOT00000118861	ENSRNOP00000093656	298652			Ube4b	NP_001258127	
ENSRNOG00000004521	ENSRNOT00000110268	ENSRNOP00000077104	314171			Prpf39		
ENSRNOG00000060350	ENSRNOT00000105189	ENSRNOP00000077923	686590			Iqsec1		
ENSRNOG00000010646	ENSRNOT00000014132	ENSRNOP00000014132	503035		D4ACC3	Tmem229b	NP_001102829	
ENSRNOG00000067300	ENSRNOT00000097223	ENSRNOP00000090607	362453			Crebl2		
ENSRNOG00000029922	ENSRNOT00000048203	ENSRNOP00000044768	680668		B5DEJ6	Tpk1	NP_001128466	
ENSRNOG00000064824	ENSRNOT00000101263	ENSRNOP00000085668						
ENSRNOG00000010646	ENSRNOT00000096653	ENSRNOP00000076560	503035			Tmem229b	NP_001102829	
ENSRNOG00000008476	ENSRNOT00000011198	ENSRNOP00000067274	366816		M0RCF6	Olr1070	NP_001000591	
ENSRNOG00000004438	ENSRNOT00000080621	ENSRNOP00000071355	117258	Q63198		Cntn1		
ENSRNOG00000042080	ENSRNOT00000041452	ENSRNOP00000046349	688622		F1LZR4	Il31ra		
ENSRNOG00000026600	ENSRNOT00000039141	ENSRNOP00000035894	366891		D3ZRP1	Caps2		
ENSRNOG00000014893	ENSRNOT00000020141	ENSRNOP00000020141	292165		B4F7B3	Dnai3	NP_001128208	
ENSRNOG00000029922	ENSRNOT00000107440	ENSRNOP00000081223	680668			Tpk1	NP_001128466	
ENSRNOG00000064824	ENSRNOT00000109103	ENSRNOP00000084935						
ENSRNOG00000010646	ENSRNOT00000098038	ENSRNOP00000086127	503035			Tmem229b	NP_001102829	
ENSRNOG00000049430	ENSRNOT00000102606	ENSRNOP00000092589	360463			Mpv17	NP_001091710	
ENSRNOG00000014986	ENSRNOT00000055572	ENSRNOP00000052435	298652		F1M8V2	Ube4b	NP_001258127	
ENSRNOG00000021702	ENSRNOT00000030053	ENSRNOP00000037494	500392		R9PXX4	Mcmdc2		
ENSRNOG00000060350	ENSRNOT00000085466	ENSRNOP00000069092	686590	A0A0G2JUG7		Iqsec1		
ENSRNOG00000058476	ENSRNOT00000085235	ENSRNOP00000069015	313819		D3ZAR2	Mast2	NP_001101475	
ENSRNOG00000049430	ENSRNOT00000099208	ENSRNOP00000091585	360463			Mpv17	NP_001091710	
ENSRNOG00000026600	ENSRNOT00000087341	ENSRNOP00000069988	366891		A0A0G2JWR8	Caps2		
ENSRNOG00000021619	ENSRNOT00000036788	ENSRNOP00000036674	298567		D3ZFG3	Cela3b	NP_001100162	
ENSRNOG00000012873	ENSRNOT00000042079	ENSRNOP00000040081	114017	Q07803		Gfm1	NP_446077	
ENSRNOG00000042080	ENSRNOT00000073469	ENSRNOP00000064338	688622		M0R4P7	Il31ra		
ENSRNOG00000021702	ENSRNOT00000082023	ENSRNOP00000070565	500392		R9PXX4	Mcmdc2		
ENSRNOG00000068582	ENSRNOT00000093916	ENSRNOP00000079297	288831		D4A294	Olr1059	NP_001001362	
ENSRNOG00000026600	ENSRNOT00000104446	ENSRNOP00000087148	366891			Caps2		
ENSRNOG00000065590	ENSRNOT00000097200	ENSRNOP00000078802	299242		B0YIR8	Gpr65	NP_001100221	
ENSRNOG00000025238	ENSRNOT00000034798	ENSRNOP00000032123	690479		D3ZTZ5	Bpifb5		
ENSRNOG00000021702	ENSRNOT00000109775	ENSRNOP00000080811	500392			Mcmdc2		
ENSRNOG00000014986	ENSRNOT00000105982	ENSRNOP00000080439	298652			Ube4b	NP_001258127	
ENSRNOG00000065590	ENSRNOT00000112227	ENSRNOP00000094255	299242		B0YIR8	Gpr65	NP_001100221	
ENSRNOG00000048166	ENSRNOT00000071417	ENSRNOP00000064785	679082		M0R5V4	Arhgap19		
ENSRNOG00000026600	ENSRNOT00000105289	ENSRNOP00000078561	366891			Caps2		
ENSRNOG00000032443	ENSRNOT00000047453	ENSRNOP00000042274	500267		D4A871	Lmod3		
ENSRNOG00000042056	ENSRNOT00000064328	ENSRNOP00000062544	689933		D3ZDD6	Syce3	NP_001128725	
ENSRNOG00000013615	ENSRNOT00000051058	ENSRNOP00000051355	294051		E9PT58	Dntt		
ENSRNOG00000032432	ENSRNOT00000043790	ENSRNOP00000048618	312317		Q6IMK5	Doxl2	NP_954985	
ENSRNOG00000048166	ENSRNOT00000097202	ENSRNOP00000089901	679082			Arhgap19		
ENSRNOG00000004158	ENSRNOT00000005521	ENSRNOP00000005521	687001		E5RQ38	Hdac9		
ENSRNOG00000027935	ENSRNOT00000031730	ENSRNOP00000033262	499589		G3V919	Lrrc34	NP_001038161	
ENSRNOG00000055300	ENSRNOT00000083016	ENSRNOP00000069882	362438		A0A0G2JWH3	Ncapd2		
ENSRNOG00000013615	ENSRNOT00000094665	ENSRNOP00000091198	294051			Dntt		
ENSRNOG00000031181	ENSRNOT00000051063	ENSRNOP00000050826	404904		D3ZC42	Olr1060	NP_001000698	
