Gene stable ID	RefSeq peptide ID
YKR007W	NP_012932.1
YML133C	NP_013573.1
YOL073C	NP_014568.1
YPR036W-A	NP_690847.1
YLL046C	NP_013054.1
YMR246W	NP_013974.1
YOL152W	NP_014489.2
YDR427W	NP_010715.3
YMR052C-A	
YER145C	NP_011072.1
YDL044C	NP_010240.1
YJL030W	NP_012504.3
YLR089C	NP_013190.1
YJL047C	NP_012488.3
YNL067W-A	
YOL101C	NP_014540.1
YOR085W	NP_014728.1
YDL079C	NP_010204.1
YBR085W	NP_009642.3
YER176W	NP_011103.1
YJL194W	NP_012341.1
YPL140C	NP_015185.1
YOR227W	NP_014870.1
YER071C	NP_010994.3
YGR279C	NP_011795.1
YPL202C	NP_015122.1
YGL022W	NP_011493.1
YCL029C	NP_009901.1
YMR120C	NP_013839.1
YPL114W	
YMR052W	NP_013767.1
YOR159C	NP_014802.3
YLR020C	NP_013120.1
YML100W-A	NP_878138.1
YBR059C	NP_009615.1
YML049C	NP_013663.1
YKR078W	NP_013004.3
YDR193W	
YOR146W	
YOR372C	NP_015017.1
YJL195C	
YGR271W	NP_011787.4
YNR032W	NP_014429.3
YGL025C	NP_011490.2
YIL028W	
YLR190W	NP_013291.1
YIL134W	NP_012132.3
YDR305C	
YLR045C	NP_013146.1
YLR285W	NP_013387.1
YDR377W	NP_010665.3
YJR108W	NP_012642.1
YKR001C	NP_012926.1
YAL034C-B	
YAR035W	NP_009420.1
YHR065C	NP_011932.2
YBR068C	NP_009624.4
YMR065W	NP_013781.1
YBR285W	NP_009844.4
YOR112W	NP_014755.1
YMR098C	NP_013816.1
YCR086W	NP_010009.1
YMR302C	NP_014031.1
YHR088W	NP_011956.1
YLR322W	
YGL176C	NP_011339.1
YDR219C	NP_010505.3
YFR014C	NP_116669.1
YGR031W	NP_011545.1
YER150W	NP_011077.1
YBR041W	NP_009597.2
YLR276C	NP_013378.1
YDR416W	NP_010704.1
YBR252W	NP_009811.3
YMR075C-A	
YOR387C	NP_015032.3
YLR346C	NP_013450.1
YER177W	NP_011104.3
YKR025W	NP_012950.3
YBL082C	NP_009471.1
YGL102C	
YBL002W	NP_009553.1
YGR182C	
YOR229W	NP_014872.1
YML060W	NP_013651.1
YDR365C	NP_010653.1
YLR156W	NP_757337.1
YLR156W	NP_757339.1
YLR156W	NP_757338.1
YNL206C	NP_014193.1
YGR025W	
YPL045W	NP_015280.1
YGL113W	NP_011402.3
YMR080C	NP_013797.1
YBL098W	NP_009454.1
YMR156C	NP_013877.1
YDL233W	NP_010048.1
YPL267W	NP_015056.1
YGR188C	NP_011704.3
YLR135W	NP_013236.1
YNR062C	NP_014460.3
YIL159W	NP_012107.1
YGL162W	NP_011353.1
YPL133C	NP_015192.1
YNL203C	
YKL124W	NP_012798.1
YLR261C	NP_013362.1
YCR006C	
YMR294W	NP_014022.1
YOR068C	NP_014711.1
YNL273W	NP_014126.1
YIL011W	NP_012254.1
YOR376W-A	NP_878176.1
YCR083W	NP_010006.1
YGL084C	NP_011431.1
YCL039W	NP_009891.1
YFL041W-A	NP_878071.1
YDR287W	NP_010573.3
YOL050C	
YLL066C	
YFR055W	NP_116714.1
YFR013W	NP_116668.1
YOR342C	NP_014987.1
YER123W	NP_011049.2
YBR117C	NP_009675.3
YLR077W	NP_013178.1
YOL035C	
YHR093W	
YEL018W	NP_010897.1
YKR095W	NP_013021.1
YOR251C	NP_014894.3
YBR214W	NP_009773.1
YOR041C	
YDR448W	NP_010736.3
YPL263C	NP_015060.1
YDR180W	NP_010466.3
YER116C	NP_011041.3
YPL097W	NP_015228.1
YPR130C	
YOR130C	NP_014773.4
YGL196W	NP_011319.2
YCL037C	NP_009893.2
YDR294C	NP_010580.1
YMR167W	NP_013890.1
YNL213C	NP_014186.1
YBR169C	NP_009728.1
YNL055C	NP_014343.1
YDR198C	NP_010484.1
YKL129C	NP_012793.2
YER043C	NP_010961.3
YGR230W	NP_011746.3
YNL170W	
YGR084C	NP_011598.3
YKL100C	NP_012822.1
YIL110W	NP_012156.1
YOR119C	NP_014762.3
YAL010C	NP_009392.2
YGL222C	NP_011293.1
YJL199C	
YHL036W	NP_011827.1
YKL041W	NP_012883.1
YDL163W	
YLR144C	NP_013245.1
YIL131C	NP_012135.1
YHR100C	NP_011968.1
YNR013C	NP_014410.3
YLR414C	NP_013518.3
YOL166C	
YJL216C	NP_012319.1
YHR105W	NP_011973.1
YLR030W	NP_013130.1
YMR242W-A	NP_878147.1
YOR008C	NP_014650.1
YDL119C	NP_010164.1
YHR056C	NP_011923.2
YAL042W	NP_009358.1
YFR049W	NP_116707.3
YMR079W	NP_013796.1
YOL011W	NP_014632.1
YNL269W	NP_014130.1
YKL221W	NP_012701.2
YBR207W	NP_009766.4
YKL031W	
YBR155W	NP_009713.1
YGR166W	NP_011682.1
YDR501W	NP_010789.1
YKR074W	NP_013000.3
YFL050C	NP_116604.1
YDL214C	NP_010067.1
YGR122C-A	
YEL004W	NP_010912.1
YER141W	NP_011068.1
YPR177C	
YOR248W	
YHR135C	NP_012003.1
YKL138C	NP_012784.1
YJL011C	NP_012523.2
YAL038W	NP_009362.1
YGR152C	NP_011668.3
YOR202W	NP_014845.1
YKL063C	NP_012860.1
YNR020C	
YOR266W	NP_014909.3
YPR124W	NP_015449.1
YDR264C	NP_010550.1
YIL128W	NP_012138.1
YOR140W	NP_014783.4
YDR343C	NP_010630.1
YNL041C	NP_014357.1
YPR157W	NP_015483.1
YJR060W	NP_012594.1
YAR003W	NP_009403.1
YGL210W	NP_011305.1
YJR119C	NP_012653.1
YDR373W	NP_010661.3
YPR004C	NP_015329.1
YPR080W	NP_015405.1
YPR080W	NP_009676.1
YOR004W	NP_014646.1
YPL162C	NP_015163.1
YBL106C	NP_009444.2
YPL200W	NP_015124.1
YPR057W	NP_015382.1
YBR237W	NP_009796.1
YIL064W	NP_012200.1
YMR275C	NP_014002.1
YDR354W	NP_010641.3
YNL234W	NP_014165.1
YOR308C	NP_014953.3
YDR246W	NP_010532.3
YMR100W	NP_013818.1
YPR100W	NP_015425.1
YDR428C	NP_010716.3
YJR092W	NP_012625.5
YIL071C	NP_085069.3
YJL051W	NP_012484.1
YHR180W	
YGR265W	
YOR032C	NP_014675.1
YLR301W	NP_013404.1
YCL004W	NP_009923.2
YDR157W	
YDR316W	NP_010602.3
YJR071W	
YGR157W	NP_011673.1
YNL165W	NP_014234.3
YPR033C	NP_015358.1
YDL142C	NP_010139.1
YNL116W	NP_014283.3
YKL024C	NP_012901.3
YLR252W	
YLR427W	NP_013531.3
YGL240W	NP_011274.2
YPR174C	NP_015500.1
YNL008C	NP_014390.2
YGR085C	NP_011599.1
YJR115W	NP_012649.3
YLR200W	NP_013301.1
YPR151C	NP_015477.1
YDR253C	NP_010539.1
YDL112W	NP_010171.1
YGR237C	NP_011753.1
YNL309W	NP_014090.2
YNR015W	NP_014412.1
YKL086W	NP_012837.1
YNR075W	NP_014473.1
YLR150W	NP_013251.1
YDR545W	NP_061495.4
YDR545W	NP_010834.1
YDR545W	NP_013572.3
YHR086W	NP_011954.1
YPR180W	NP_015506.1
YBR193C	NP_009752.3
YLL021W	NP_013079.1
YCL076W	
YCR011C	NP_009937.2
YGL146C	NP_011369.1
YDL187C	
YAL045C	
YGL153W	NP_011362.3
YJL010C	NP_012524.3
YDL138W	NP_010143.1
YFR044C	NP_116702.1
YBR149W	NP_009707.3
YER170W	NP_011097.3
YJL084C	NP_012451.1
YCL054W-A	NP_001291943.1
YDR528W	NP_010817.3
YKL073W	NP_012850.1
YCR020C	NP_009947.1
YNL025C	NP_014373.3
YHR146W	NP_012016.1
YHR195W	NP_012065.3
YCL065W	
YKR006C	NP_012931.4
YGR075C	NP_011589.3
YMR030W-A	NP_878141.1
YOR311C	NP_014956.3
YDR284C	NP_010570.1
YDR050C	NP_010335.1
YMR161W	NP_013884.1
YNL058C	NP_014340.1
YER047C	NP_010966.1
YDL010W	NP_010274.1
YNL313C	NP_014086.1
YDL065C	NP_010218.2
YDR349C	NP_010636.1
YKL034W	NP_012890.1
YLR078C	NP_013179.1
YFR032C-B	NP_878072.1
YBR013C	NP_009569.1
YLR153C	NP_013254.1
YKL118W	
YDL098C	NP_010185.1
YMR183C	NP_013908.1
YOL019W	NP_014623.1
YHR119W	NP_011987.1
YLR404W	NP_013508.3
YLR014C	NP_013114.1
YDL234C	NP_010047.1
YNL122C	NP_014277.1
YFR034W-A	
YPL210C	NP_015114.2
YML021C	NP_013691.1
YOL138C	NP_014503.2
Q0140	NP_009320.1
YER132C	NP_011058.3
YCL057W	NP_009874.1
YDR118W	NP_010403.3
YLL005C	NP_013096.1
YEL068C	NP_001257672.1
YKL104C	NP_012818.1
YBL063W	NP_009490.1
YDR118W-A	
YOL151W	NP_014490.1
YBL029C-A	NP_076874.1
YDR159W	NP_010443.3
YER080W	NP_011003.1
YHR033W	NP_011898.1
YER052C	NP_010972.1
YCL069W	NP_009864.1
YML074C	NP_013637.1
YJR030C	NP_012564.3
YDR111C	NP_010396.1
YDR128W	NP_010413.3
YJL119C	
YJL221C	NP_012096.1
YJL221C	NP_012314.1
YIL147C	NP_012119.1
YIL149C	NP_012117.3
YOR330C	NP_014975.2
YPL155C	NP_015170.1
YGL169W	NP_011346.1
YBR147W	NP_009705.1
YGR187C	NP_011703.3
YLR262C	NP_013363.1
YDL034W	
YER070W	NP_010993.1
YJR140C	NP_012674.1
YPL225W	NP_015099.1
YPL081W	NP_015244.1
YGL167C	NP_011348.1
YGR050C	NP_001257677.1
YJR161C	NP_012695.3
YOR379C	
YBR246W	NP_009805.1
YLR296W	
YPL266W	NP_015057.1
YMR157C	NP_013878.1
YBR002C	NP_009556.1
YLR234W	NP_013335.1
YMR110C	NP_013828.1
YGR035W-A	NP_878077.1
YGR217W	NP_011733.3
YKL191W	NP_012730.1
YDR065W	NP_010350.3
YHR024C	NP_011889.1
YKR042W	NP_012968.4
YHL043W	NP_011820.1
YLR096W	NP_013197.1
YOR142W	NP_014785.3
YGR068C	NP_011582.1
Q0075	NP_009311.2
YGR296W	NP_015040.1
YGR296W	NP_011812.3
YHL039W	NP_011824.1
YGR177C	NP_011693.1
YLR271W	NP_013373.1
YOR268C	NP_014911.3
YBR023C	NP_009579.1
YPR002W	NP_015326.1
YDL004W	NP_010280.1
YDR024W	
YJL136C	NP_012399.1
YLR033W	NP_013133.1
YPL127C	NP_015198.1
YBL088C	NP_009465.2
YEL007W	NP_010909.1
YBL064C	NP_009489.1
YDL171C	NP_010110.1
YKR013W	NP_012938.3
YBL007C	NP_009546.1
YDR083W	NP_010368.5
YNL094W	NP_014305.1
YOR017W	NP_014660.1
YDR457W	NP_010745.3
YOR394W	NP_015039.3
YOR394W	NP_015041.1
YER068C-A	
YDR014W	NP_010297.1
YMR097C	NP_013815.1
YKR101W	NP_013027.4
YMR111C	NP_013829.1
YLR278C	NP_013380.1
YPR108W	NP_015433.1
YOL134C	
YDR206W	NP_010492.3
YJL146W	NP_012389.1
YDR478W	NP_010766.3
YOR002W	NP_014644.1
YKL039W	NP_012885.2
YHR059W	NP_011926.1
YER115C	NP_011040.1
YOR194C	NP_014837.1
YKL214C	NP_012708.1
YLL055W	NP_013045.1
YNL001W	NP_014397.1
YHL048C-A	NP_878084.1
YIL106W	NP_012160.2
YGL068W	NP_011447.1
YPR172W	NP_015498.1
YML011C	NP_013702.1
YAR007C	NP_009404.1
YBL093C	NP_009459.1
YLR266C	NP_013368.1
YKL155C	NP_012767.1
YNL317W	NP_014082.1
YFR009W	NP_116664.1
YLL030C	
YPR200C	NP_015526.1
YCR045W-A	
YBL091C	NP_009462.2
YDR169C	NP_010453.1
YMR064W	NP_013780.1
YCL048W	NP_009882.1
YDR115W	NP_010400.1
YDL159W-A	NP_076884.1
YNL035C	NP_014363.1
YHR026W	NP_011891.1
YDL232W	NP_010049.1
YDL240C-A	
YBR142W	NP_009700.1
YNL007C	NP_014391.1
YOR298C-A	NP_014942.4
YLR323C	NP_013427.1
YOL069W	NP_014572.1
YJL060W	NP_012475.3
YNL162W-A	NP_076906.1
YBR047W	NP_009603.1
YER076C	NP_010999.3
YDL152W	
YBR238C	NP_009797.1
YLR007W	NP_013107.1
YOR014W	NP_014657.1
YDR432W	NP_010720.3
YLR406C-A	NP_878135.1
YBR067C	NP_009623.1
YEL021W	NP_010893.3
YFL045C	NP_116609.1
YBR010W	NP_014367.1
YBR010W	NP_009564.1
YOR346W	NP_014991.1
YGL018C	NP_011497.1
YKL116C	NP_012806.1
YKR089C	NP_013015.1
YML082W	NP_013628.1
YDL022C-A	NP_001257670.1
YLL015W	NP_013086.1
YPL058C	NP_015267.1
YPL073C	
YMR300C	NP_014029.1
YOR044W	NP_014687.1
YEL026W	NP_010888.1
YKR018C	NP_012943.1
YDL114W-A	
YNR039C	NP_014437.1
YPR197C	
YNL103W-A	
YDR410C	NP_010698.1
YGL188C	
YKR079C	NP_013005.1
YIL005W	NP_012261.1
YJL117W	NP_012418.1
YDR464C-A	
YLR343W	NP_013447.1
YBL054W	NP_009499.1
YHR160C	NP_012030.1
YPR088C	NP_015413.1
YDL072C	NP_010211.1
YDR053W	
YLR269C	
YDL012C	NP_010272.1
YNL052W	NP_014346.1
YDR482C	NP_010770.3
YMR262W	NP_013989.2
YDL070W	NP_010213.1
YKL153W	
YBR209W	
YPL254W	NP_015069.1
YOR275C	NP_014918.1
YNL120C	
YOR174W	NP_014817.3
YER040W	NP_010958.3
YGR126W	NP_011642.3
YBL060W	NP_009493.1
YDR064W	NP_010349.3
YGL065C	NP_011450.1
YKL027W	NP_012898.1
YGL014W	NP_011501.1
YBR089W	
YDL135C	NP_010146.1
YGL100W	NP_011415.1
YLR210W	NP_013311.1
YDL077C	NP_010206.1
YBR025C	NP_009581.1
YMR031C	NP_013744.1
YLR058C	NP_013159.1
YGR288W	NP_011804.1
YMR016C	NP_013729.1
YMR066W	NP_013782.1
YDR354C-A	
YHR085W	NP_011953.1
YNL002C	NP_014396.3
YOR336W	NP_014981.1
YIL169C	NP_012097.1
YOL094C	NP_014547.1
YEL016C	NP_010900.1
YLR145W	NP_013246.1
YFL068W	NP_116587.1
YHR113W	NP_011981.1
YLR080W	NP_013181.1
YMR007W	
YGL174W	NP_011341.3
YDL033C	NP_010251.1
YLR443W	NP_013548.1
YOR122C	NP_014765.3
YJL149W	NP_012386.1
YKL100W-A	
YOR256C	NP_014899.1
YAL030W	NP_009372.1
YDL031W	NP_010253.2
YCR002C	NP_009928.1
YMR201C	NP_013928.1
YDR398W	NP_010686.1
YLR325C	NP_013429.1
YKL035W	NP_012889.3
YER012W	NP_010928.1
YPR010C-A	NP_001091638.1
YBR040W	NP_009596.1
YHR175W	NP_012045.3
YCR035C	NP_009964.2
YPL223C	NP_015101.1
YBR230C	NP_009789.1
YAR027W	NP_009414.1
YOL137W	NP_014504.1
YOR350C	NP_014995.1
YPR056W	NP_015381.1
YLL006W	NP_013095.1
YOR196C	NP_014839.1
YDR326C	NP_010613.1
YGR211W	NP_011727.3
YPR006C	NP_015331.1
YKL084W	NP_012839.1
YCR066W	NP_009992.1
YJR063W	NP_012597.1
YER190W	NP_011117.3
YMR232W	NP_013959.1
YGL204C	NP_001257675.1
YDL052C	NP_010231.1
YER185W	NP_011112.3
YLR074C	NP_013175.1
YOR380W	NP_015025.3
YER189W	NP_011116.3
YMR200W	NP_013927.1
YEL060C	NP_010854.1
YFR018C	NP_116673.1
YMR297W	NP_014026.1
YDR536W	NP_010825.3
YOR314W-A	
YLR311C	
YGR270W	NP_011786.1
YDR397C	NP_010685.1
YEL052W	NP_010862.1
YLR191W	NP_013292.1
YNL311C	NP_014088.1
YKL207W	NP_012715.3
YDL116W	NP_010167.1
YAL055W	NP_009346.1
YJL067W	
YLR235C	
YIL004C	NP_012262.3
YJL164C	NP_012371.2
YER149C	NP_011076.1
YML026C	NP_013686.1
YML026C	NP_010738.1
YOL097W-A	NP_878163.1
YFR034C	NP_116692.1
YJL223C	NP_012093.1
YJL223C	NP_012312.1
YOR376W	
YPR129W	NP_015454.1
Q0250	NP_009326.1
YJL079C	NP_012456.1
YOR369C	NP_015014.3
YNR007C	NP_014404.3
YLR364C-A	
YHR148W	NP_012018.1
YPR199C	NP_015525.1
YDR028C	NP_010311.1
YPL062W	
YPR113W	NP_015438.1
YGR204W	NP_011720.3
YPL166W	NP_015159.1
YDL007W	NP_010277.1
YML023C	NP_013689.1
YMR143W	NP_010200.1
YMR143W	NP_013863.2
YGR266W	NP_011782.1
YPR020W	NP_015345.1
YMR073C	NP_013789.1
YNL291C	NP_014108.1
YNL195C	NP_014204.2
YBL027W	NP_009526.1
YBL027W	NP_009641.1
YDR236C	NP_010522.1
YDR011W	NP_010294.1
YDR155C	NP_010439.1
YGL070C	NP_011445.1
YPL160W	NP_015165.1
YML069W	NP_013642.1
YNL087W	NP_014312.1
YOL132W	NP_014509.1
YGL225W	NP_011290.1
YER111C	NP_011036.1
YML050W	NP_013662.1
YDR414C	NP_010702.4
YDR026C	NP_010309.3
YBL100C	
YIR014W	NP_012279.4
YLR288C	NP_013391.1
YPL147W	NP_015178.1
YDL073W	NP_010210.1
YGL120C	NP_011395.1
YAL060W	NP_009341.2
YNL217W	NP_014182.1
YIR033W	NP_012299.1
YLL001W	NP_013100.1
YKR066C	NP_012992.1
YLR409C	NP_013513.3
YHR208W	NP_012078.3
YNL029C	NP_014369.3
YHR001W	NP_011863.1
YLR099C	NP_013200.1
YJL156W-A	
YLR131C	NP_013232.1
YER081W	NP_011004.3
YDL115C	NP_010168.4
YPL107W	NP_015218.1
YOR296W	NP_014939.1
YER010C	NP_010926.3
YML099W-A	
YLR362W	NP_013466.1
YJL106W	NP_012429.1
YOR260W	NP_014903.1
YBR261C	NP_009820.1
YIL105C	NP_012161.1
YPL169C	NP_015156.1
YDL145C	NP_010136.1
YPR169W-A	
YJL171C	NP_012364.2
YNR028W	NP_014425.3
YPR170W-A	
YER018C	NP_010934.3
YMR211W	NP_013938.1
YLR256W	NP_013357.1
YAL017W	NP_009385.2
YDR203W	
YJL058C	NP_012477.1
YOR373W	NP_015018.3
YIL057C	NP_012207.3
YHR131C	NP_011999.2
YLR068W	NP_013169.1
YPR014C	
YHR049C-A	
YDL104C	NP_010179.1
YIL017C	NP_012247.3
YNL009W	NP_014389.3
YBR034C	NP_009590.1
YPR049C	NP_015374.1
YPL087W	NP_015238.1
YJL132W	NP_012403.1
YIL132C	NP_012134.1
YKL117W	NP_012805.1
YKL140W	NP_012782.1
YPR115W	NP_015440.1
YOR163W	NP_014806.1
YMR283C	NP_014010.1
YKL007W	NP_012918.1
YNL024C-A	NP_878158.3
YDL149W	NP_010132.1
YLR101C	
YGR252W	NP_011768.1
YOR029W	
YLR341W	NP_013445.1
YDR231C	NP_010517.1
YDR045C	NP_010330.1
YPL184C	NP_015140.1
YPR111W	NP_015436.1
YPR203W	NP_015529.1
YGL106W	NP_011409.1
YOL042W	NP_014600.1
YPR189W	NP_015515.1
YKL051W	NP_012873.1
YGR284C	NP_011800.3
YML078W	NP_013633.1
YOR316C	NP_014961.3
YOR326W	NP_014971.1
YLL054C	NP_013046.2
YOR293C-A	NP_878174.3
YCR032W	NP_009961.2
YAR018C	NP_009410.1
YMR142C	NP_013862.1
YOL036W	NP_014606.1
YGR032W	NP_011546.3
YOR072W-B	NP_878171.1
YKL022C	NP_012903.1
YIL070C	NP_012194.1
YPR034W	NP_015359.1
YPL189W	NP_015135.1
YJL172W	NP_012363.1
YOR332W	NP_014977.3
YMR203W	NP_013930.1
YDL075W	NP_010208.1
YEL076C	NP_010837.1
YNL334C	NP_014065.1
YMR077C	NP_013794.1
YOL002C	NP_014641.2
YKL021C	
YDR415C	NP_010703.1
YNL319W	
YNL295W	NP_014104.1
YDR339C	NP_010626.1
YEL018C-A	
YGR174C	
YMR245W	
YJR114W	
YPL246C	NP_015078.1
YNL192W	NP_014207.2
YDL213C	NP_010068.1
YKL148C	NP_012774.1
YCL059C	NP_009872.1
YHR086W-A	NP_878089.1
YLR186W	NP_013287.1
YOR193W	NP_014836.3
YJL093C	NP_012442.1
YJL163C	NP_012372.1
YJR153W	NP_012687.3
YMR284W	NP_014011.1
YBR101C	NP_009659.3
YMR089C	NP_013807.1
YER072W	NP_010995.1
YJL179W	NP_012356.2
YNL149C	NP_014250.1
YGR208W	NP_011724.1
YHR141C	NP_014237.2
YHR141C	NP_012010.1
YHR170W	NP_012040.1
YDR096W	NP_010381.1
YPL020C	NP_015305.1
YER093C	NP_011018.1
YGL016W	NP_011499.1
YLR143W	NP_013244.1
YNL071W	NP_014328.3
YKL038W	NP_012886.3
YLR368W	NP_013472.3
YGR255C	NP_011771.1
YLR393W	NP_013497.1
YDL019C	NP_010265.1
YDL022W	NP_010262.1
YHL021C	NP_011842.1
YCR079W	NP_010003.2
YOR243C	NP_014886.1
YOR126C	NP_014769.3
YDR413C	
YDR391C	NP_010679.3
YJR080C	NP_012614.1
YMR134W	NP_013853.1
YNL089C	
YOR070C	NP_014713.1
YKL125W	NP_012797.1
YOR328W	NP_014973.1
YLR176C	NP_013277.1
YNL308C	NP_014091.1
YAL069W	
YGR146C-A	NP_878079.1
YJL037W	NP_012497.3
YDR091C	NP_010376.3
YHR078W	NP_011945.1
YGL194C	NP_011321.1
YJL104W	NP_012431.1
YAL063C	NP_009338.1
YPL255W	NP_015068.1
Q0017	
YER178W	NP_011105.4
YNL239W	NP_014160.2
YMR290W-A	
YJL050W	NP_012485.1
YHR007C-A	NP_878086.1
YLR126C	NP_013227.1
YLR099W-A	NP_076901.1
YPL196W	NP_015128.1
YPR135W	NP_015461.1
YGL138C	NP_011377.1
YHL044W	NP_011819.1
YER030W	NP_010947.2
YDR240C	NP_010526.1
YGR091W	NP_011605.1
YFR029W	NP_116685.1
YKL048C	NP_012876.1
YOL056W	NP_014585.1
YPR044C	
YOR098C	NP_014741.1
YJL002C	NP_012532.3
YNL275W	NP_014124.1
YDL244W	NP_010037.1
YDR179C	NP_010464.1
YPL061W	NP_015264.1
YDL165W	NP_010116.1
YGR200C	NP_011716.3
YDL140C	NP_010141.1
YJR084W	NP_012617.1
YMR095C	NP_013813.1
YDR120C	NP_010405.3
YDR003W	NP_010286.3
YOL110W	NP_014531.1
YGR191W	NP_011707.1
YNR071C	NP_014469.1
YOR213C	NP_014856.1
YJL220W	
YGR270C-A	
YJR034W	NP_012568.1
YHR214W-A	
YOR253W	NP_014896.3
YBL010C	NP_009543.1
YLR423C	NP_013527.3
YKL053W	
YJR019C	NP_012553.3
YLR357W	NP_013461.1
YOR008C-A	NP_014651.1
YHR161C	NP_012031.1
YBR053C	NP_009609.1
YBL059C-A	NP_031358.1
YPL238C	
YLR197W	NP_013298.1
YOL113W	NP_014528.1
YPL052W	NP_015273.2
YHR074W	NP_011941.1
YKR093W	NP_013019.1
YFL003C	NP_116652.1
YHR164C	NP_012034.1
YPR112C	NP_015437.1
YGL227W	NP_011287.1
YDR499W	NP_010787.3
YOR060C	NP_014703.1
YER128W	NP_011054.3
YLR187W	NP_013288.1
YJR093C	NP_012626.1
YKL201C	NP_012721.1
YPL186C	NP_015138.1
YCR021C	NP_009950.1
YOL076W	NP_014566.1
YOR186C-A	
YPR148C	NP_015474.1
YBR255C-A	NP_116328.4
YGR081C	NP_011595.3
YJL201W	NP_012334.1
YGL243W	NP_011271.1
YJL161W	NP_012374.1
YGL194C-A	NP_001032578.1
YGR148C	NP_011664.3
YDR166C	NP_010450.3
YDL092W	NP_010191.1
YKL123W	
YMR099C	NP_013817.1
YFR041C	NP_116699.3
YJR021C	NP_012555.1
YMR132C	NP_013851.1
YFL059W	NP_116596.1
YGL136C	NP_011379.1
YDL041W	
YHL006W-A	
YBL042C	NP_009511.1
YBL039C	NP_009514.1
YFL062W	NP_116593.1
YGR276C	NP_011792.1
YKL224C	NP_012698.1
YPL280W	NP_015043.1
YML115C	NP_013592.1
YJL070C	NP_012465.3
YIL051C	NP_012213.3
YPR143W	NP_015469.1
YCL026C-A	NP_009904.2
YKL077W	NP_012846.1
YPL261C	
YBR217W	NP_009776.1
YMR086W	NP_013803.1
YHR204W	NP_012074.3
YGL129C	NP_011386.2
YBR200W-A	NP_878053.1
YOR381W	NP_015026.1
YNL226W	
YNL040W	NP_014358.3
YNL117W	NP_014282.1
YLL034C	NP_013066.1
YLL023C	NP_013077.1
YBL003C	NP_009552.1
YKR103W	NP_013029.3
YDL241W	NP_010040.1
YDL082W	NP_010201.1
YLR065C	NP_013166.1
YIL118W	NP_012148.1
YFR026C	NP_116682.3
YOR113W	NP_014756.3
YFL014W	NP_116640.1
YLL031C	NP_013069.1
YLR419W	NP_013523.3
YNL050C	NP_014348.3
YPL034W	NP_015291.1
YGR053C	NP_011567.3
YGR069W	
YNL086W	NP_014313.1
YHL002C-A	
YDR277C	NP_010563.3
YDR291W	NP_010577.3
YER003C	NP_010918.1
YGL224C	NP_011291.1
YMR044W	NP_013758.1
YLR149C-A	
YNL017C	
YGL193C	NP_011322.1
YNR070W	NP_014468.3
YIL097W	NP_012169.1
YOR273C	NP_014916.1
YPL116W	NP_015209.1
YNR067C	NP_014465.1
YPL131W	NP_015194.1
YDR475C	NP_010763.2
YHL030W-A	
YGL020C	NP_011495.1
YKR104W	NP_013030.1
YDR244W	NP_010530.1
YDR407C	NP_010695.1
YLR294C	
YDR382W	NP_010670.3
Q0144	
YNL305C	NP_014094.1
YCL046W	
YBR069C	NP_009625.1
YER163C	NP_011090.3
YPR017C	NP_015342.1
YGL177W	
YLR405W	NP_013509.1
YGL189C	NP_011326.1
YDR102C	
YBR056W-A	NP_001257668.1
YMR222C	NP_013949.1
YJL029C	NP_012505.1
YCR104W	NP_010029.1
YDL188C	NP_010093.1
YGR122W	NP_011637.3
YNL015W	NP_014383.1
YKR024C	NP_012949.1
YGL003C	NP_011512.1
YPL012W	NP_015313.1
YAL046C	NP_009353.1
YJR010W	NP_012543.3
YDR405W	NP_010693.3
YNL146C-A	NP_878152.1
YCL001W	NP_009925.1
YOR161W-A	
YHR163W	NP_012033.2
YDR443C	NP_010731.3
YDR059C	NP_010344.1
YJR151W-A	NP_878108.1
YDR144C	NP_010428.3
YDL157C	NP_010124.1
YBR009C	NP_009563.1
YBR009C	NP_014368.1
YFL066C	NP_116589.1
YOL147C	NP_014494.1
YMR272W-A	
YOR338W	NP_014983.1
YIR034C	NP_012300.3
YEL005C	NP_010911.3
YIL109C	NP_012157.3
YDL058W	NP_010225.1
YDL096C	
YJR144W	NP_012678.1
YLR157C-C	NP_878123.1
YLR157C-C	NP_878127.1
YLR157C-C	NP_878126.1
YLR157C-C	NP_878122.1
YGR210C	NP_011726.1
YHL046C	NP_011817.1
YPL017C	NP_015308.1
YOR178C	NP_014821.3
YAR020C	NP_009412.1
YHR056W-A	
YHL004W	NP_011859.1
YNL063W	NP_014336.1
YBL038W	NP_009515.1
YLR463C	
YDL155W	NP_010126.1
YOR188W	NP_014831.3
YDR147W	NP_010431.3
YDL191W	NP_010145.1
YDL191W	NP_010090.1
YBR056C-B	
YNL294C	NP_014105.1
YNR046W	NP_014444.1
YOL159C	NP_014483.1
YBR081C	NP_009637.1
YFL047W	NP_428268.1
YFR032C-A	NP_116690.3
YFR056C	
YMR321C	NP_014054.3
YNL167C	NP_014232.1
YNL280C	NP_014119.1
YER173W	NP_011100.1
YKR056W	NP_012982.2
YJL073W	NP_012462.3
YDL128W	NP_010155.1
YIL102C-A	NP_001032579.1
YLR026C	NP_013126.1
YDR310C	NP_010596.1
YLR267W	NP_013369.1
YKL203C	NP_012719.2
YNR002C	NP_014399.3
YGR079W	NP_011593.1
YNL036W	NP_014362.3
YGL115W	NP_011400.1
YKR054C	NP_012980.1
YGL105W	NP_011410.1
YEL065W	NP_010849.3
