Gene stable ID	RefSeq peptide ID
ENSRNOG00000024278	NP_001014181
ENSRNOG00000049619	
ENSRNOG00000014132	NP_001102609
ENSRNOG00000024278	
ENSRNOG00000011884	NP_072118
ENSRNOG00000005664	NP_076489
ENSRNOG00000007625	
ENSRNOG00000058329	NP_001099209
ENSRNOG00000019507	NP_001292149
ENSRNOG00000011150	NP_254278
ENSRNOG00000012387	NP_599157
ENSRNOG00000004479	
ENSRNOG00000012387	
ENSRNOG00000007625	NP_001102424
ENSRNOG00000062930	
ENSRNOG00000005692	NP_076486
ENSRNOG00000068662	NP_001102657
ENSRNOG00000013251	
ENSRNOG00000062787	NP_036657
ENSRNOG00000004479	NP_695208
ENSRNOG00000008609	NP_058813
ENSRNOG00000012311	NP_001100992
ENSRNOG00000067588	NP_001160149
ENSRNOG00000054568	
ENSRNOG00000024786	
ENSRNOG00000008609	
ENSRNOG00000013251	NP_001037731
ENSRNOG00000004864	
ENSRNOG00000020907	NP_445961
ENSRNOG00000024786	NP_001011963
ENSRNOG00000019441	NP_058961
ENSRNOG00000062379	NP_001020850
ENSRNOG00000004864	NP_001099950
ENSRNOG00000021366	NP_001160151
ENSRNOG00000063301	
ENSRNOG00000015502	
ENSRNOG00000011884	
ENSRNOG00000015502	NP_001316129
ENSRNOG00000015502	NP_001099937
ENSRNOG00000027722	
ENSRNOG00000066041	
ENSRNOG00000020451	NP_037219
ENSRNOG00000008012	
ENSRNOG00000014254	NP_113747
ENSRNOG00000012819	NP_062012
ENSRNOG00000031185	NP_001160152
ENSRNOG00000015502	NP_001012082
ENSRNOG00000001515	
ENSRNOG00000027607	
ENSRNOG00000058628	
ENSRNOG00000008012	NP_596892
ENSRNOG00000014254	
ENSRNOG00000005074	NP_001019481
ENSRNOG00000049951	
ENSRNOG00000027607	NP_036834
ENSRNOG00000013378	
ENSRNOG00000021445	NP_001074406
ENSRNOG00000021085	NP_001104263
ENSRNOG00000029304	
ENSRNOG00000062325	
ENSRNOG00000021430	NP_001074407
ENSRNOG00000013694	
ENSRNOG00000021085	
ENSRNOG00000027288	NP_067709
ENSRNOG00000055934	NP_001166828
ENSRNOG00000013694	NP_001101295
ENSRNOG00000005223	NP_112306
ENSRNOG00000069224	
ENSRNOG00000055934	
ENSRNOG00000030993	
ENSRNOG00000012278	NP_037083
ENSRNOG00000020702	NP_001014186
ENSRNOG00000020702	
ENSRNOG00000021085	NP_478117
ENSRNOG00000005732	NP_076488
ENSRNOG00000021123	
ENSRNOG00000016744	NP_001101267
ENSRNOG00000029485	NP_001020812
ENSRNOG00000009280	NP_001004233
ENSRNOG00000062949	NP_001094329
ENSRNOG00000029561	NP_001160150
ENSRNOG00000009280	
ENSRNOG00000010128	NP_113924
ENSRNOG00000010286	NP_001028887
ENSRNOG00000010286	NP_445747
ENSRNOG00000016744	
ENSRNOG00000009582	NP_446014
ENSRNOG00000007189	NP_001100141
ENSRNOG00000057996	
ENSRNOG00000068640	
ENSRNOG00000032724	NP_001074408
ENSRNOG00000057996	NP_999624
ENSRNOG00000010286	NP_001028888
ENSRNOG00000009582	
ENSRNOG00000018809	NP_001100039
ENSRNOG00000016835	NP_036942
ENSRNOG00000019229	NP_001020814
ENSRNOG00000037036	
ENSRNOG00000018809	
ENSRNOG00000010286	
ENSRNOG00000021052	NP_001101990
ENSRNOG00000016835	
ENSRNOG00000031107	NP_001160155
ENSRNOG00000010162	NP_001103036
ENSRNOG00000020845	NP_997690
ENSRNOG00000010162	
ENSRNOG00000021052	
ENSRNOG00000061862	
ENSRNOG00000033824	
ENSRNOG00000013422	
ENSRNOG00000061862	NP_077815
ENSRNOG00000033824	NP_036868
ENSRNOG00000070504	
ENSRNOG00000014584	
ENSRNOG00000066042	NP_036755
ENSRNOG00000013422	NP_001263983
ENSRNOG00000052583	
ENSRNOG00000070749	
ENSRNOG00000014584	NP_001138477
ENSRNOG00000014584	NP_058909
ENSRNOG00000064527	NP_001121002
ENSRNOG00000004775	NP_001013179
ENSRNOG00000021397	NP_001103066
ENSRNOG00000004775	
ENSRNOG00000001516	NP_001094112
ENSRNOG00000066042	
ENSRNOG00000019957	NP_001101180
ENSRNOG00000030752	NP_001160161
ENSRNOG00000001516	
ENSRNOG00000020849	NP_001005900
ENSRNOG00000019957	
ENSRNOG00000068483	
ENSRNOG00000005701	NP_001107262
ENSRNOG00000020849	
ENSRNOG00000048080	
ENSRNOG00000005235	
ENSRNOG00000013950	
ENSRNOG00000010169	NP_001101429
ENSRNOG00000020704	
ENSRNOG00000062370	NP_001102825
ENSRNOG00000013950	NP_065413
ENSRNOG00000034000	
ENSRNOG00000005235	NP_001100018
ENSRNOG00000020704	NP_001034120
ENSRNOG00000050552	NP_073180
ENSRNOG00000067648	
ENSRNOG00000049912	
ENSRNOG00000010263	NP_445909
ENSRNOG00000050552	
ENSRNOG00000013202	NP_001001801
ENSRNOG00000013202	
ENSRNOG00000066655	
ENSRNOG00000057740	NP_001101202
ENSRNOG00000057740	
ENSRNOG00000017225	
ENSRNOG00000067501	
ENSRNOG00000067096	NP_058860
ENSRNOG00000022101	NP_058940
ENSRNOG00000022101	
ENSRNOG00000022737	
ENSRNOG00000009143	NP_001012354
ENSRNOG00000008667	NP_001099226
ENSRNOG00000043513	NP_663708
ENSRNOG00000028661	NP_001309415
ENSRNOG00000005645	NP_001037763
ENSRNOG00000021125	
ENSRNOG00000009382	
ENSRNOG00000013791	NP_062243
ENSRNOG00000046000	NP_001019465
ENSRNOG00000005646	NP_076485
ENSRNOG00000021125	NP_446062
ENSRNOG00000026203	NP_112403
ENSRNOG00000046000	
ENSRNOG00000027617	NP_001020216
ENSRNOG00000022929	NP_001012077
ENSRNOG00000026203	
ENSRNOG00000001840	NP_001102726
ENSRNOG00000032656	
ENSRNOG00000027617	
ENSRNOG00000022929	
ENSRNOG00000032656	NP_001102073
ENSRNOG00000036910	
ENSRNOG00000015036	NP_071602
ENSRNOG00000067068	
ENSRNOG00000063281	
ENSRNOG00000033855	
ENSRNOG00000033235	
ENSRNOG00000009954	
ENSRNOG00000013239	
ENSRNOG00000005618	NP_001032884
ENSRNOG00000009954	NP_001014270
ENSRNOG00000025951	NP_001008512
ENSRNOG00000064845	
ENSRNOG00000013239	NP_062014
ENSRNOG00000033835	
ENSRNOG00000025892	
ENSRNOG00000042332	
ENSRNOG00000005504	
ENSRNOG00000025890	NP_001100956
ENSRNOG00000016073	NP_599155
ENSRNOG00000016073	
ENSRNOG00000016213	
ENSRNOG00000009239	NP_001028737
ENSRNOG00000064373	
ENSRNOG00000011108	NP_001101321
ENSRNOG00000009239	
ENSRNOG00000042332	NP_001128066
ENSRNOG00000016965	
ENSRNOG00000024331	
ENSRNOG00000033835	NP_542420
ENSRNOG00000016965	NP_001101241
ENSRNOG00000024331	NP_001102381
ENSRNOG00000013845	NP_001101037
ENSRNOG00000006732	NP_001102434
ENSRNOG00000033192	NP_001005384
ENSRNOG00000013845	
ENSRNOG00000009781	NP_446332
ENSRNOG00000007485	NP_851597
ENSRNOG00000009286	NP_001093641
ENSRNOG00000011360	NP_001099942
ENSRNOG00000009781	NP_001257553
ENSRNOG00000069922	
ENSRNOG00000007485	
ENSRNOG00000009781	NP_001257554
ENSRNOG00000010535	NP_001101126
ENSRNOG00000005722	NP_001100024
ENSRNOG00000005331	NP_068619
ENSRNOG00000016367	NP_001101945
ENSRNOG00000045543	
ENSRNOG00000030938	
ENSRNOG00000025892	NP_001376165
ENSRNOG00000018832	NP_001102811
ENSRNOG00000048933	
ENSRNOG00000055286	NP_942029
ENSRNOG00000055286	NP_001014810
ENSRNOG00000061587	NP_001101282
ENSRNOG00000009577	NP_001178778
ENSRNOG00000017890	NP_631922
ENSRNOG00000008725	
ENSRNOG00000018832	
ENSRNOG00000016367	
ENSRNOG00000019689	
ENSRNOG00000055286	
ENSRNOG00000045639	
ENSRNOG00000028384	NP_001101276
ENSRNOG00000064734	
ENSRNOG00000008725	NP_001101324
ENSRNOG00000015791	NP_001013257
ENSRNOG00000019738	NP_001101185
ENSRNOG00000070627	
ENSRNOG00000019738	
ENSRNOG00000028384	
ENSRNOG00000018874	NP_001100040
ENSRNOG00000011134	
ENSRNOG00000061146	NP_001019477
ENSRNOG00000033682	NP_001092831
ENSRNOG00000012810	NP_001102010
ENSRNOG00000019260	NP_001163795
ENSRNOG00000033682	
ENSRNOG00000028533	NP_001103012
ENSRNOG00000069084	
ENSRNOG00000019689	NP_446341
ENSRNOG00000016265	
ENSRNOG00000053550	NP_112256
ENSRNOG00000028841	
ENSRNOG00000016265	NP_446059
ENSRNOG00000053550	
ENSRNOG00000043416	NP_001102892
ENSRNOG00000008129	NP_001094307
ENSRNOG00000043323	
ENSRNOG00000012536	NP_852051
ENSRNOG00000057347	NP_077039
ENSRNOG00000057347	NP_001288644
ENSRNOG00000057347	NP_001288649
ENSRNOG00000009983	NP_001020824
ENSRNOG00000007665	NP_001102077
ENSRNOG00000012536	
ENSRNOG00000015237	
ENSRNOG00000017876	NP_620211
ENSRNOG00000007665	
ENSRNOG00000021023	
ENSRNOG00000065606	NP_942038
ENSRNOG00000017876	
ENSRNOG00000015237	NP_001020902
ENSRNOG00000009138	NP_001258328
ENSRNOG00000010729	
ENSRNOG00000020872	NP_062168
ENSRNOG00000021023	NP_058886
ENSRNOG00000047783	NP_001102605
ENSRNOG00000019964	
ENSRNOG00000047783	
ENSRNOG00000013023	
ENSRNOG00000013255	
ENSRNOG00000005751	
ENSRNOG00000010729	NP_001099972
ENSRNOG00000020872	
ENSRNOG00000013023	NP_997474
ENSRNOG00000005751	NP_001101284
ENSRNOG00000069723	
ENSRNOG00000028440	
ENSRNOG00000054272	
ENSRNOG00000028872	
ENSRNOG00000013255	NP_001013186
ENSRNOG00000001524	
ENSRNOG00000054272	NP_001178836
ENSRNOG00000019964	NP_073193
ENSRNOG00000053400	NP_077071
ENSRNOG00000056651	
ENSRNOG00000063075	
ENSRNOG00000053400	
ENSRNOG00000010241	
ENSRNOG00000063075	NP_001000505
ENSRNOG00000020027	
ENSRNOG00000001524	NP_001009657
ENSRNOG00000005800	NP_001102041
ENSRNOG00000010241	NP_001124474
ENSRNOG00000010369	
ENSRNOG00000028872	NP_001011947
ENSRNOG00000016756	NP_001071112
ENSRNOG00000007017	NP_001099980
ENSRNOG00000013442	NP_001100038
ENSRNOG00000016756	
ENSRNOG00000005083	NP_001029062
ENSRNOG00000066090	
ENSRNOG00000013442	
ENSRNOG00000014671	NP_001012069
ENSRNOG00000005083	
ENSRNOG00000025832	NP_001094177
ENSRNOG00000014671	
ENSRNOG00000013085	NP_001103010
ENSRNOG00000061128	NP_001007635
ENSRNOG00000068164	
ENSRNOG00000007781	NP_445888
ENSRNOG00000007781	NP_001103377
ENSRNOG00000025832	
ENSRNOG00000010233	
ENSRNOG00000026848	NP_001019459
ENSRNOG00000019220	NP_001099793
ENSRNOG00000058087	NP_001093593
ENSRNOG00000019220	
ENSRNOG00000063099	
ENSRNOG00000001520	NP_001094001
ENSRNOG00000066787	
ENSRNOG00000029825	
ENSRNOG00000006926	NP_001011972
ENSRNOG00000026392	
ENSRNOG00000020715	NP_741992
ENSRNOG00000020636	NP_001076018
ENSRNOG00000020636	NP_954518
ENSRNOG00000017443	NP_001178783
ENSRNOG00000015970	
ENSRNOG00000020027	NP_001012079
ENSRNOG00000007012	
ENSRNOG00000020636	
ENSRNOG00000006082	
ENSRNOG00000064132	
ENSRNOG00000020715	
ENSRNOG00000068070	
ENSRNOG00000006082	NP_001032277
ENSRNOG00000009620	NP_001011954
ENSRNOG00000015852	NP_001258061
ENSRNOG00000067313	
ENSRNOG00000010233	NP_037278
ENSRNOG00000059059	
ENSRNOG00000051682	NP_001013174
ENSRNOG00000020676	NP_569087
ENSRNOG00000059059	NP_001099886
ENSRNOG00000021225	NP_037128
ENSRNOG00000046350	NP_001008873
ENSRNOG00000004772	NP_001012086
ENSRNOG00000046350	
ENSRNOG00000067103	
ENSRNOG00000068860	
ENSRNOG00000020250	
ENSRNOG00000005871	
ENSRNOG00000008081	
ENSRNOG00000010454	
ENSRNOG00000020250	NP_001013172
ENSRNOG00000005871	NP_071530
ENSRNOG00000008081	NP_001129273
ENSRNOG00000020939	NP_001101989
ENSRNOG00000019037	
ENSRNOG00000043311	NP_001292139
ENSRNOG00000012655	NP_001102014
ENSRNOG00000011401	
ENSRNOG00000010397	
ENSRNOG00000051720	
ENSRNOG00000014443	
ENSRNOG00000005033	NP_077812
ENSRNOG00000069241	
ENSRNOG00000005033	
ENSRNOG00000022162	
ENSRNOG00000051720	NP_058967
ENSRNOG00000014443	NP_598268
ENSRNOG00000014686	NP_001257891
ENSRNOG00000008025	NP_001337161
ENSRNOG00000014686	NP_001257892
ENSRNOG00000014686	NP_113927
ENSRNOG00000014997	NP_036888
ENSRNOG00000018730	NP_001012064
ENSRNOG00000022162	NP_001101304
ENSRNOG00000007675	
ENSRNOG00000008025	
ENSRNOG00000010824	
ENSRNOG00000063707	
ENSRNOG00000006523	NP_001094141
ENSRNOG00000018730	
ENSRNOG00000007675	NP_001100110
ENSRNOG00000014997	
ENSRNOG00000071205	
ENSRNOG00000054751	NP_001102647
ENSRNOG00000006079	NP_001128353
ENSRNOG00000007229	NP_476474
ENSRNOG00000053384	NP_001178785
ENSRNOG00000062976	
ENSRNOG00000006523	
ENSRNOG00000053384	
ENSRNOG00000010081	NP_001102021
ENSRNOG00000006079	
ENSRNOG00000064245	
ENSRNOG00000008194	
ENSRNOG00000005341	NP_001099951
ENSRNOG00000031700	
ENSRNOG00000022681	
ENSRNOG00000008194	NP_001376200
ENSRNOG00000049464	NP_612523
ENSRNOG00000008025	NP_001102142
ENSRNOG00000009465	NP_001094170
ENSRNOG00000031700	NP_001264623
ENSRNOG00000006929	
ENSRNOG00000020881	NP_001008349
ENSRNOG00000049464	
ENSRNOG00000020201	
ENSRNOG00000069029	
ENSRNOG00000012879	NP_077076
ENSRNOG00000020881	
ENSRNOG00000062682	
ENSRNOG00000022922	
ENSRNOG00000064742	NP_599192
ENSRNOG00000012879	
ENSRNOG00000055079	
ENSRNOG00000059891	NP_001167210
ENSRNOG00000009264	
ENSRNOG00000064742	
ENSRNOG00000046949	NP_037318
ENSRNOG00000022141	NP_001014070
ENSRNOG00000022141	
ENSRNOG00000067562	
ENSRNOG00000059891	
ENSRNOG00000063148	
ENSRNOG00000049425	
ENSRNOG00000017484	
ENSRNOG00000025145	
ENSRNOG00000017484	NP_062153
ENSRNOG00000062449	NP_001000233
ENSRNOG00000068699	
ENSRNOG00000062449	
ENSRNOG00000025145	NP_001026833
ENSRNOG00000040287	
ENSRNOG00000063781	
ENSRNOG00000039865	NP_001102606
ENSRNOG00000048848	
ENSRNOG00000066971	
ENSRNOG00000040287	NP_037072
ENSRNOG00000038398	
ENSRNOG00000068655	
ENSRNOG00000054954	NP_113901
ENSRNOG00000020201	NP_742014
ENSRNOG00000068199	
ENSRNOG00000020687	
ENSRNOG00000065042	
ENSRNOG00000009264	NP_740769
ENSRNOG00000054954	
ENSRNOG00000045665	NP_996764
ENSRNOG00000067603	
ENSRNOG00000016219	NP_001020794
ENSRNOG00000017583	
ENSRNOG00000017294	
ENSRNOG00000006314	NP_598248
ENSRNOG00000017583	NP_001011964
ENSRNOG00000063019	
ENSRNOG00000006314	
ENSRNOG00000032136	NP_001041509
ENSRNOG00000062915	
ENSRNOG00000012591	
ENSRNOG00000012266	
ENSRNOG00000020021	
ENSRNOG00000006328	NP_001019928
ENSRNOG00000020687	NP_001099199
ENSRNOG00000017647	
ENSRNOG00000012982	NP_001129188
ENSRNOG00000020989	NP_001013089
ENSRNOG00000012591	NP_001099822
ENSRNOG00000025051	NP_001101428
ENSRNOG00000012266	NP_001102737
ENSRNOG00000033376	
ENSRNOG00000017647	NP_001012090
ENSRNOG00000020989	
ENSRNOG00000020890	NP_001376141
ENSRNOG00000025051	
ENSRNOG00000008245	
ENSRNOG00000013994	NP_445987
ENSRNOG00000016337	NP_036829
ENSRNOG00000021057	NP_001102397
ENSRNOG00000071090	
ENSRNOG00000008482	
ENSRNOG00000016337	
ENSRNOG00000019556	
ENSRNOG00000058275	
ENSRNOG00000017699	NP_001011931
ENSRNOG00000065459	
ENSRNOG00000026036	NP_062247
ENSRNOG00000042330	
ENSRNOG00000008161	NP_569085
ENSRNOG00000009531	NP_001102081
ENSRNOG00000069014	
ENSRNOG00000017864	
ENSRNOG00000018107	
ENSRNOG00000017699	
ENSRNOG00000018107	NP_001099826
ENSRNOG00000056153	NP_001101377
ENSRNOG00000019556	NP_444177
ENSRNOG00000015868	NP_072105
ENSRNOG00000066380	
ENSRNOG00000069776	
ENSRNOG00000058275	NP_072142
ENSRNOG00000015271	
ENSRNOG00000008482	NP_001012184
ENSRNOG00000001518	
ENSRNOG00000008245	NP_113745
ENSRNOG00000009514	NP_036740
ENSRNOG00000015271	NP_001178549
ENSRNOG00000061199	
ENSRNOG00000069750	
ENSRNOG00000054413	
ENSRNOG00000004706	
ENSRNOG00000068160	NP_001000234
ENSRNOG00000011346	NP_001020068
ENSRNOG00000064131	
ENSRNOG00000021220	NP_001099981
ENSRNOG00000010531	NP_036749
ENSRNOG00000029670	
ENSRNOG00000071091	
ENSRNOG00000018353	NP_001019949
ENSRNOG00000036576	
ENSRNOG00000001518	NP_446177
ENSRNOG00000027161	NP_001007738
ENSRNOG00000066094	
ENSRNOG00000005246	NP_958823
ENSRNOG00000020000	
ENSRNOG00000036576	NP_001032741
ENSRNOG00000066590	
ENSRNOG00000009406	NP_001020820
ENSRNOG00000027161	
ENSRNOG00000055936	
ENSRNOG00000012269	NP_001012189
ENSRNOG00000005246	
ENSRNOG00000045795	NP_001101033
ENSRNOG00000016183	
ENSRNOG00000024433	NP_001102015
ENSRNOG00000064239	
ENSRNOG00000012269	
ENSRNOG00000045795	
ENSRNOG00000016183	NP_001100149
ENSRNOG00000051330	
ENSRNOG00000061526	NP_001019919
ENSRNOG00000068696	
ENSRNOG00000009406	
ENSRNOG00000070854	
ENSRNOG00000055858	
ENSRNOG00000021133	
ENSRNOG00000068236	
ENSRNOG00000061526	
ENSRNOG00000016625	NP_113772
ENSRNOG00000021133	NP_001121024
ENSRNOG00000025476	NP_001007739
ENSRNOG00000009936	
ENSRNOG00000017420	
ENSRNOG00000070047	
ENSRNOG00000019179	
ENSRNOG00000015192	NP_001099975
ENSRNOG00000017002	NP_036833
ENSRNOG00000012828	NP_001101358
ENSRNOG00000062946	
ENSRNOG00000012354	NP_001094107
ENSRNOG00000012136	
ENSRNOG00000050620	
ENSRNOG00000023863	NP_001019412
ENSRNOG00000021787	NP_001101283
ENSRNOG00000021174	NP_647553
ENSRNOG00000026705	
ENSRNOG00000017002	
ENSRNOG00000012136	NP_001099882
ENSRNOG00000045647	
ENSRNOG00000067608	
ENSRNOG00000063672	
ENSRNOG00000015192	
ENSRNOG00000070149	NP_445917
ENSRNOG00000019179	NP_663707
ENSRNOG00000021174	
ENSRNOG00000012354	
ENSRNOG00000026705	NP_942077
ENSRNOG00000017420	NP_852028
ENSRNOG00000066467	
ENSRNOG00000066179	
ENSRNOG00000070891	
ENSRNOG00000027156	NP_001020146
ENSRNOG00000010381	
ENSRNOG00000021139	NP_001008511
ENSRNOG00000007477	NP_001071118
ENSRNOG00000022946	NP_062103
ENSRNOG00000021139	
ENSRNOG00000007683	
ENSRNOG00000010381	NP_001037732
ENSRNOG00000045647	NP_853658
ENSRNOG00000066962	
ENSRNOG00000023721	NP_001020231
ENSRNOG00000013304	NP_058830
ENSRNOG00000013038	
ENSRNOG00000025926	
ENSRNOG00000014984	
ENSRNOG00000018978	
ENSRNOG00000068413	
ENSRNOG00000066958	
ENSRNOG00000065334	
ENSRNOG00000025926	NP_001177993
ENSRNOG00000018978	NP_001099782
ENSRNOG00000008516	
ENSRNOG00000066004	
ENSRNOG00000006110	NP_001100100
ENSRNOG00000012999	NP_001013053
ENSRNOG00000065690	
ENSRNOG00000039848	NP_908937
ENSRNOG00000011239	NP_001127983
ENSRNOG00000012514	NP_001014050
ENSRNOG00000012999	
ENSRNOG00000022636	
ENSRNOG00000015598	NP_001020848
ENSRNOG00000014675	
ENSRNOG00000066522	
ENSRNOG00000011804	
ENSRNOG00000037081	NP_001019483
ENSRNOG00000014675	NP_446187
ENSRNOG00000012514	
ENSRNOG00000039848	
ENSRNOG00000015598	
ENSRNOG00000018166	
ENSRNOG00000059251	
ENSRNOG00000037081	
ENSRNOG00000020703	NP_001358027
ENSRNOG00000006681	NP_852143
ENSRNOG00000015085	
ENSRNOG00000033165	NP_001171298
ENSRNOG00000025394	NP_001002854
ENSRNOG00000039848	NP_001032387
ENSRNOG00000007946	NP_001028842
ENSRNOG00000007946	NP_001028843
ENSRNOG00000005996	NP_001101307
ENSRNOG00000020703	
ENSRNOG00000015085	NP_001358993
ENSRNOG00000025394	
ENSRNOG00000011804	NP_075228
ENSRNOG00000007946	NP_001028844
ENSRNOG00000008258	
ENSRNOG00000005996	
ENSRNOG00000062893	
ENSRNOG00000021071	NP_001000247
ENSRNOG00000007719	
ENSRNOG00000064139	
ENSRNOG00000007770	NP_599166
ENSRNOG00000021071	
ENSRNOG00000007946	NP_113723
ENSRNOG00000018166	NP_072149
ENSRNOG00000042786	NP_075589
ENSRNOG00000007918	NP_036819
ENSRNOG00000008258	NP_620269
ENSRNOG00000009968	
ENSRNOG00000047310	
ENSRNOG00000063018	NP_001012481
ENSRNOG00000007719	NP_001093942
ENSRNOG00000023579	
ENSRNOG00000042786	
ENSRNOG00000018567	NP_112410
ENSRNOG00000066278	
ENSRNOG00000068900	
ENSRNOG00000004806	
ENSRNOG00000059386	NP_001004258
ENSRNOG00000067446	NP_001000328
ENSRNOG00000065788	
ENSRNOG00000004806	NP_062021
ENSRNOG00000005762	
ENSRNOG00000002223	
ENSRNOG00000016411	NP_113897
ENSRNOG00000015796	NP_112320
ENSRNOG00000028991	NP_446452
ENSRNOG00000007415	NP_058739
ENSRNOG00000007759	
ENSRNOG00000050860	
ENSRNOG00000015796	
ENSRNOG00000017326	
ENSRNOG00000013535	NP_037059
ENSRNOG00000016411	
ENSRNOG00000009968	NP_001101120
ENSRNOG00000020941	NP_001008764
ENSRNOG00000008196	NP_001102093
ENSRNOG00000057470	NP_001102035
ENSRNOG00000017326	NP_445787
ENSRNOG00000017462	
ENSRNOG00000070670	
ENSRNOG00000007023	NP_001007705
ENSRNOG00000064018	NP_001001061
ENSRNOG00000018143	NP_001014090
ENSRNOG00000029399	NP_113940
ENSRNOG00000005762	NP_001102436
ENSRNOG00000050860	NP_113948
ENSRNOG00000029399	
ENSRNOG00000061153	NP_445958
ENSRNOG00000018553	
ENSRNOG00000056532	
ENSRNOG00000017462	NP_001102019
ENSRNOG00000020247	NP_001020303
ENSRNOG00000028185	
ENSRNOG00000055382	NP_445827
ENSRNOG00000067483	
ENSRNOG00000030104	NP_001092968
ENSRNOG00000018553	NP_001008370
ENSRNOG00000020247	
ENSRNOG00000012851	NP_001102650
ENSRNOG00000018901	NP_446041
ENSRNOG00000016394	NP_001008771
ENSRNOG00000066487	NP_001038235
ENSRNOG00000068591	
ENSRNOG00000005766	NP_001004281
ENSRNOG00000067484	
ENSRNOG00000066487	
ENSRNOG00000015667	
ENSRNOG00000065735	NP_570832
ENSRNOG00000043088	NP_001185899
ENSRNOG00000052445	
ENSRNOG00000064779	
ENSRNOG00000021242	NP_001101246
ENSRNOG00000014173	NP_113771
ENSRNOG00000061153	NP_001257493
ENSRNOG00000061153	NP_001257498
ENSRNOG00000061153	NP_001257499
ENSRNOG00000061153	NP_001257494
ENSRNOG00000067177	
ENSRNOG00000063479	
ENSRNOG00000067177	NP_001000248
ENSRNOG00000023935	NP_001103031
ENSRNOG00000015667	NP_612550
ENSRNOG00000064701	NP_077342
ENSRNOG00000008600	
ENSRNOG00000014173	
ENSRNOG00000021242	
ENSRNOG00000064701	
ENSRNOG00000008859	NP_001157545
ENSRNOG00000021090	NP_036770
ENSRNOG00000067801	NP_001000410
ENSRNOG00000016448	NP_037079
ENSRNOG00000008600	NP_001020822
ENSRNOG00000021090	
ENSRNOG00000061153	NP_001257496
ENSRNOG00000061153	NP_001257497
ENSRNOG00000061153	NP_001257495
ENSRNOG00000027459	NP_001100948
ENSRNOG00000005289	
ENSRNOG00000015406	NP_001178882
ENSRNOG00000011854	NP_001038166
ENSRNOG00000015670	
ENSRNOG00000069384	
ENSRNOG00000008859	NP_665731
ENSRNOG00000015406	
ENSRNOG00000027459	
ENSRNOG00000022289	
ENSRNOG00000008859	
ENSRNOG00000062268	
ENSRNOG00000006763	NP_001101308
ENSRNOG00000009191	
ENSRNOG00000015670	NP_068641
ENSRNOG00000022289	NP_758830
ENSRNOG00000067935	NP_001000413
ENSRNOG00000024497	
ENSRNOG00000009505	NP_001258188
ENSRNOG00000012060	NP_036901
ENSRNOG00000068343	NP_001000240
ENSRNOG00000015059	NP_640346
ENSRNOG00000020935	NP_062025
ENSRNOG00000016033	NP_001030110
ENSRNOG00000006763	
ENSRNOG00000062468	NP_783175
ENSRNOG00000019202	NP_058772
ENSRNOG00000066045	NP_001000412
ENSRNOG00000026446	
ENSRNOG00000061058	
ENSRNOG00000066687	
ENSRNOG00000025245	NP_001020854
ENSRNOG00000008346	NP_001004263
ENSRNOG00000008552	NP_112337
ENSRNOG00000016089	NP_783174
ENSRNOG00000017223	NP_445943
ENSRNOG00000008688	
ENSRNOG00000015756	NP_001300931
ENSRNOG00000015756	NP_001300932
ENSRNOG00000015756	NP_001300933
ENSRNOG00000018018	NP_064479
ENSRNOG00000018018	NP_064480
ENSRNOG00000066651	NP_001000507
ENSRNOG00000069166	
ENSRNOG00000008552	NP_001257550
ENSRNOG00000018018	NP_001029133
ENSRNOG00000005289	NP_001019434
ENSRNOG00000010910	NP_001102738
ENSRNOG00000020996	
ENSRNOG00000061058	NP_446458
ENSRNOG00000016110	
ENSRNOG00000017223	
ENSRNOG00000018018	
ENSRNOG00000008688	NP_001101388
ENSRNOG00000068836	
ENSRNOG00000024497	NP_001008775
ENSRNOG00000062393	NP_001000585
ENSRNOG00000016110	NP_071628
ENSRNOG00000067110	
ENSRNOG00000070181	
ENSRNOG00000005498	NP_036839
ENSRNOG00000025997	
ENSRNOG00000006767	NP_001099993
ENSRNOG00000067331	
ENSRNOG00000006767	
ENSRNOG00000025997	NP_001008355
ENSRNOG00000063543	NP_001000822
ENSRNOG00000020784	
ENSRNOG00000027487	NP_446368
ENSRNOG00000068538	
ENSRNOG00000047002	NP_001258124
ENSRNOG00000012100	
ENSRNOG00000014999	NP_001094162
ENSRNOG00000056184	NP_110454
ENSRNOG00000013844	NP_001099871
ENSRNOG00000027487	
ENSRNOG00000067942	
ENSRNOG00000025711	NP_001040575
ENSRNOG00000013844	
ENSRNOG00000012100	NP_899157
ENSRNOG00000008782	NP_001020445
ENSRNOG00000067086	
ENSRNOG00000000012	NP_001162051
ENSRNOG00000004966	NP_001363948
ENSRNOG00000069409	
ENSRNOG00000067086	NP_059022
ENSRNOG00000025711	
ENSRNOG00000014999	
ENSRNOG00000007354	NP_997491
ENSRNOG00000008825	NP_112383
ENSRNOG00000012987	NP_001102438
ENSRNOG00000070897	NP_001103449
ENSRNOG00000056184	
ENSRNOG00000008825	
ENSRNOG00000032078	
ENSRNOG00000070897	
ENSRNOG00000007354	
ENSRNOG00000063242	NP_001000411
ENSRNOG00000032778	NP_001099977
ENSRNOG00000008936	NP_001101379
ENSRNOG00000008936	
ENSRNOG00000052664	NP_001101077
ENSRNOG00000022153	
ENSRNOG00000005279	
ENSRNOG00000013948	NP_766633
ENSRNOG00000046607	NP_446151
ENSRNOG00000032778	
ENSRNOG00000007359	NP_001099953
ENSRNOG00000053607	
